MSG,5,111,11111,AACA75,111111,2022/05/21,16:53:30.979,2022/05/21,16:53:30.930,,3025,,,,,,,0,,0,0
MSG,7,111,11111,AACA75,111111,2022/05/21,16:53:31.489,2022/05/21,16:53:31.454,,3025,,,,,,,,,,0
MSG,8,111,11111,AACA75,111111,2022/05/21,16:53:32.023,2022/05/21,16:53:31.978,,,,,,,,,,,,0
MSG,7,111,11111,AACA75,111111,2022/05/21,16:53:32.117,2022/05/21,16:53:32.108,,3025,,,,,,,,,,0
MSG,7,111,11111,AACA75,111111,2022/05/21,16:53:32.869,2022/05/21,16:53:32.830,,3025,,,,,,,,,,0
MSG,7,111,11111,AACA75,111111,2022/05/21,16:53:33.014,2022/05/21,16:53:32.963,,3025,,,,,,,,,,0
MSG,7,111,11111,AACA75,111111,2022/05/21,16:53:34.064,2022/05/21,16:53:34.012,,3025,,,,,,,,,,0
MSG,8,111,11111,C04C36,111111,2022/05/21,16:53:34.139,2022/05/21,16:53:34.139,,,,,,,,,,,,0
MSG,7,111,11111,AACA75,111111,2022/05/21,16:53:35.783,2022/05/21,16:53:35.778,,3025,,,,,,,,,,0
MSG,8,111,11111,AACA75,111111,2022/05/21,16:53:36.133,2022/05/21,16:53:36.107,,,,,,,,,,,,0
MSG,8,111,11111,C04C36,111111,2022/05/21,16:53:37.205,2022/05/21,16:53:37.158,,,,,,,,,,,,0
MSG,4,111,11111,AACA75,111111,2022/05/21,16:53:37.573,2022/05/21,16:53:37.548,,,210,112,,,-128,,,,,0
MSG,8,111,11111,AACA75,111111,2022/05/21,16:53:38.173,2022/05/21,16:53:38.138,,,,,,,,,,,,0
MSG,7,111,11111,AACA75,111111,2022/05/21,16:53:40.173,2022/05/21,16:53:40.169,,3000,,,,,,,,,,0
MSG,5,111,11111,AACA75,111111,2022/05/21,16:53:40.245,2022/05/21,16:53:40.234,,3000,,,,,,,0,,0,0
MSG,5,111,11111,AACA75,111111,2022/05/21,16:53:41.663,2022/05/21,16:53:41.614,,3000,,,,,,,0,,0,0
MSG,7,111,11111,AACA75,111111,2022/05/21,16:53:41.784,2022/05/21,16:53:41.743,,3000,,,,,,,,,,0
MSG,7,111,11111,AACA75,111111,2022/05/21,16:53:42.332,2022/05/21,16:53:42.332,,3000,,,,,,,,,,0
MSG,7,111,11111,AACA75,111111,2022/05/21,16:53:42.460,2022/05/21,16:53:42.401,,3000,,,,,,,,,,0
MSG,8,111,11111,AACA75,111111,2022/05/21,16:53:43.809,2022/05/21,16:53:43.775,,,,,,,,,,,,0
MSG,7,111,11111,AACA75,111111,2022/05/21,16:53:43.932,2022/05/21,16:53:43.906,,2975,,,,,,,,,,0
MSG,7,111,11111,AACA75,111111,2022/05/21,16:53:44.583,2022/05/21,16:53:44.561,,2975,,,,,,,,,,0
MSG,8,111,11111,A60F9B,111111,2022/05/21,16:54:25.227,2022/05/21,16:54:25.196,,,,,,,,,,,,0
MSG,7,111,11111,A60F9B,111111,2022/05/21,16:54:32.079,2022/05/21,16:54:32.076,,8825,,,,,,,,,,0
MSG,5,111,11111,A60F9B,111111,2022/05/21,16:54:44.860,2022/05/21,16:54:44.856,,9150,,,,,,,0,,0,0
MSG,7,111,11111,A1AA4E,111111,2022/05/21,16:55:02.128,2022/05/21,16:55:02.095,,18825,,,,,,,,,,0
MSG,8,111,11111,A1AA4E,111111,2022/05/21,16:55:02.129,2022/05/21,16:55:02.095,,,,,,,,,,,,0
MSG,7,111,11111,A1AA4E,111111,2022/05/21,16:55:02.190,2022/05/21,16:55:02.159,,18825,,,,,,,,,,0
MSG,7,111,11111,A1AA4E,111111,2022/05/21,16:55:02.315,2022/05/21,16:55:02.290,,18825,,,,,,,,,,0
MSG,7,111,11111,A1AA4E,111111,2022/05/21,16:55:03.214,2022/05/21,16:55:03.207,,18875,,,,,,,,,,0
MSG,7,111,11111,A1AA4E,111111,2022/05/21,16:55:03.503,2022/05/21,16:55:03.471,,18875,,,,,,,,,,0
MSG,7,111,11111,A1AA4E,111111,2022/05/21,16:55:03.506,2022/05/21,16:55:03.471,,18875,,,,,,,,,,0
MSG,8,111,11111,A1AA4E,111111,2022/05/21,16:55:04.076,2022/05/21,16:55:04.059,,,,,,,,,,,,0
MSG,7,111,11111,A1AA4E,111111,2022/05/21,16:55:04.158,2022/05/21,16:55:04.126,,18925,,,,,,,,,,0
MSG,7,111,11111,A1AA4E,111111,2022/05/21,16:55:04.312,2022/05/21,16:55:04.257,,18925,,,,,,,,,,0
MSG,7,111,11111,A1AA4E,111111,2022/05/21,16:55:04.865,2022/05/21,16:55:04.846,,18950,,,,,,,,,,0
MSG,5,111,11111,A1AA4E,111111,2022/05/21,16:55:04.881,2022/05/21,16:55:04.846,,18950,,,,,,,0,,0,0
MSG,5,111,11111,A1AA4E,111111,2022/05/21,16:55:05.091,2022/05/21,16:55:05.044,,18950,,,,,,,0,,0,0
