HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
A4B21B,2022/06/20,05:00:02.512,,37000,458,,NA
A07177,2022/06/20,05:00:15.288,UAL572,6500,457,3266,UAL
A08021,2022/06/20,05:03:23.963,,37000,183,,NA
AC5833,2022/06/20,05:04:10.297,,3725,302,,NA
A1314E,2022/06/20,05:06:43.048,,8600,285,,NA
A74679,2022/06/20,05:06:47.656,AAL1042,2150,191,544,AAL
3C70C7,2022/06/20,05:08:14.716,,2400,189,,NA
A39FB7,2022/06/20,05:09:38.352,UAL469,39000,457,3253,UAL
A4C4AE,2022/06/20,05:11:00.035,UAL469,8775,451,,UAL
ACDDE0,2022/06/20,05:11:58.710,GEC8221,2325,450,3253,GEC
AD6FF2,2022/06/20,05:13:52.670,UAL469,2300,449,,UAL
A513AC,2022/06/20,05:18:51.872,,,467,,NA
A94B2B,2022/06/20,05:18:53.650,,34975,458,,NA
A3FF61,2022/06/20,05:19:01.339,UAL1541,3175,458,7347,UAL
A325FD,2022/06/20,05:22:20.375,UAL2379,11600,293,2224,UAL
ACE96C,2022/06/20,05:25:11.880,AAL504,34950,284,6601,AAL
AAE6CD,2022/06/20,05:26:33.917,JTL928,12450,469,,JTL
A624AC,2022/06/20,05:27:41.236,AAL664,10450,336,7267,AAL
A9AF3E,2022/06/20,05:28:48.094,FFT509,2425,176,2230,FFT
AB3C0D,2022/06/20,05:28:52.362,FFT509,9825,180,2230,FFT
A12E80,2022/06/20,05:32:04.557,,37000,297,2230,NA
ABF78F,2022/06/20,05:32:10.129,AAL1552,2400,186,522,AAL
86E4FC,2022/06/20,05:35:30.640,,8775,300,,NA
A53F20,2022/06/20,05:35:57.414,SWA2863,14800,454,3504,SWA
AD8766,2022/06/20,05:37:50.009,SWA2863,37000,456,3504,SWA
ABE77A,2022/06/20,05:39:19.375,ASA262,38000,469,6620,ASA
AC03EF,2022/06/20,05:45:58.522,SWA1218,2850,193,517,SWA
A91700,2022/06/20,05:47:27.614,NKS1967,2700,452,2316,NKS
A445EF,2022/06/20,05:51:12.538,UAL2160,36000,446,2446,UAL
A3F401,2022/06/20,05:53:24.211,UAL2160,2325,448,2446,UAL
A3D039,2022/06/20,05:57:21.387,UAL2160,2250,454,542,UAL
A7130C,2022/06/20,05:58:13.606,UAL2160,36000,458,,UAL
A42A15,2022/06/20,05:58:15.375,UAL2160,10700,453,,UAL
A9F084,2022/06/20,05:59:01.423,XSR368,3025,453,2446,XSR
