HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
A445EF,2022/06/20,06:00:03.193,UAL2160,36000,451,,UAL
A42A15,2022/06/20,06:00:06.947,XSR368,6150,240,,XSR
A3D039,2022/06/20,06:00:16.189,XSR368,7225,451,,XSR
ACB248,2022/06/20,06:00:44.236,UAL2160,36000,450,,UAL
A7130C,2022/06/20,06:00:57.137,SWA1598,8800,292,,SWA
A9F084,2022/06/20,06:01:07.613,N917SM,9175,297,3254,Private
A0BAA1,2022/06/20,06:05:17.308,DAL1157,41000,444,2177,DAL
A4E833,2022/06/20,06:06:46.221,,3375,94,,NA
ABD8A5,2022/06/20,06:07:06.231,DAL1157,16925,447,,DAL
AB6339,2022/06/20,06:07:21.972,SWA1308,38000,456,2430,SWA
A953F0,2022/06/20,06:09:55.181,,33475,171,,NA
AA3518,2022/06/20,06:10:07.745,N70TT,6850,427,3254,Private
AB79CA,2022/06/20,06:11:12.387,N917SM,11850,351,2430,Private
A09947,2022/06/20,06:11:43.828,AAL962,2775,346,2430,AAL
A5B916,2022/06/20,06:12:03.884,DAL421,6000,178,,DAL
A9B637,2022/06/20,06:12:06.499,UAL557,6100,182,573,UAL
ABF32F,2022/06/20,06:12:36.759,N917SM,41000,261,,Private
AD6C3B,2022/06/20,06:13:32.289,,2525,,,NA
ABD90C,2022/06/20,06:13:34.557,N70TT,9850,469,564,Private
AD285F,2022/06/20,06:14:14.727,NKS343,11275,187,,NKS
AD24AB,2022/06/20,06:15:03.770,,15500,292,,NA
ABE2F6,2022/06/20,06:15:12.408,N70TT,2375,292,577,Private
A3CD6B,2022/06/20,06:16:54.482,UAL557,12125,372,2305,UAL
AA963E,2022/06/20,06:17:43.047,AAL2563,12350,375,,AAL
A0AD24,2022/06/20,06:18:51.618,UAL557,16500,462,573,UAL
A243CB,2022/06/20,06:20:56.010,DAL732,12900,351,2536,DAL
AA9F3F,2022/06/20,06:22:23.850,DAL732,12825,340,,DAL
A8EF81,2022/06/20,06:22:49.128,ENY3760,2300,368,2277,ENY
AA7757,2022/06/20,06:22:57.762,DAL732,12100,191,2277,DAL
A50887,2022/06/20,06:23:20.023,DAL732,12150,383,2305,DAL
AB06A1,2022/06/20,06:23:52.465,UAL2150,13225,81,7050,UAL
A944B9,2022/06/20,06:24:54.436,DAL732,7975,399,2305,DAL
AC015F,2022/06/20,06:25:22.453,UAL2150,8250,399,5223,UAL
AB839D,2022/06/20,06:28:07.380,,3400,98,,NA
AB17E1,2022/06/20,06:28:11.562,N8097H,3400,98,,Private
A4469E,2022/06/20,06:28:34.256,N8097H,3500,105,1200,Private
AAA6DD,2022/06/20,06:30:33.066,,9000,106,,NA
ABD1C5,2022/06/20,06:30:34.199,,9450,106,,NA
A3C4D2,2022/06/20,06:30:41.925,N8097H,3400,311,,Private
ABE09A,2022/06/20,06:30:59.406,N8137U,3400,374,,Private
ACB832,2022/06/20,06:31:43.842,N8137U,3200,177,2354,Private
A2B919,2022/06/20,06:36:42.570,ASA287,2200,185,2354,ASA
A9D413,2022/06/20,06:37:28.453,SWA1849,11850,280,2354,SWA
A8D2A8,2022/06/20,06:39:13.305,ENY3848 ,27450,472,,ENY
A9F757,2022/06/20,06:39:44.037,,4375,279,2436,NA
AB178F,2022/06/20,06:39:56.490,ASA287,11400,88,2436,ASA
AA8469,2022/06/20,06:40:18.887,ASA287,1600,315,2436,ASA
AA1870,2022/06/20,06:40:36.309,ASA287,9725,81,,ASA
AA1B9A,2022/06/20,06:40:44.862,ASA287,1800,304,2436,ASA
A6CEB8,2022/06/20,06:42:20.496,ASA287,2700,368,574,ASA
A0A2BD,2022/06/20,06:42:37.217,N8135G,13150,377,2236,Private
AD159B,2022/06/20,06:43:00.917,ASA287,13025,171,574,ASA
AD7828,2022/06/20,06:43:18.418,SWA783,34000,396,2357,SWA
AA6E58,2022/06/20,06:44:23.495,,16025,,,NA
AA64CA,2022/06/20,06:44:24.861,N741MC,9475,172,,Private
ACCF03,2022/06/20,06:44:27.940,SWA783,19325,281,2113,SWA
AA01DE,2022/06/20,06:44:56.996,N741MC,10625,420,2236,Private
A3C62B,2022/06/20,06:47:18.853,LXJ538,20350,285,,LXJ
A1DC2A,2022/06/20,06:47:47.502,N75HS,20725,286,,Private
AC8CE9,2022/06/20,06:47:56.357,EJA342,20925,269,2357,EJA
ACD838,2022/06/20,06:48:13.816,LXJ538,11875,396,2357,LXJ
ACF486,2022/06/20,06:48:28.126,EJA342,11875,397,2357,EJA
AC6F31,2022/06/20,06:48:47.065,LXJ538,10600,88,1476,LXJ
AC5CD7,2022/06/20,06:49:49.156,LXJ538,10775,417,1476,LXJ
A8050D,2022/06/20,06:50:17.140,AAL2327,11375,291,5163,AAL
A987AA,2022/06/20,06:51:17.475,SKW3262,11975,271,5163,SKW
A4ACAE,2022/06/20,06:52:00.027,,10300,281,,NA
AC76B6,2022/06/20,06:52:00.351,ENY3512,10300,434,5246,ENY
AAA201,2022/06/20,06:53:11.842,LXJ538,40000,442,5246,LXJ
ACDFB1,2022/06/20,06:53:53.805,N8137U,9275,449,,Private
AD247C,2022/06/20,06:53:57.949,,11275,449,2232,NA
AD071D,2022/06/20,06:54:08.807,LXJ538,8900,458,,LXJ
A82167,2022/06/20,06:54:14.235,SKW3184,7275,278,2450,SKW
AC96FC,2022/06/20,06:55:04.982,SKW3184,9850,453,2450,SKW
AD4844,2022/06/20,06:55:53.484,ASH5781,39000,312,2710,ASH
A9C2DE,2022/06/20,06:56:56.902,N910DF,39000,270,,Private
AD2741,2022/06/20,06:57:10.443,N910DF,3400,439,4665,Private
AD20F4,2022/06/20,06:57:26.835,N910DF,11475,451,4665,Private
A8FD2C,2022/06/20,06:57:44.814,N910DF,7875,269,5143,Private
A98515,2022/06/20,06:58:42.473,N910DF,11225,451,,Private
AC07FD,2022/06/20,06:58:47.625,ASH5781,10100,445,,ASH
ACB468,2022/06/20,06:58:57.997,N910DF,35025,452,2531,Private
A68FF6,2022/06/20,06:59:36.063,ASH5781,10375,447,5273,ASH
