HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
ACB8A0,2022/06/20,00:00:03.879,,2500,,,NA
7C806D,2022/06/20,00:00:03.898,,10400,,,NA
A9E5E9,2022/06/20,00:00:04.071,QFA8,39000,463,,QFA
A9B275,2022/06/20,00:00:05.339,ASH5831,7000,325,,ASH
AAA595,2022/06/20,00:00:10.027,SWA159,7400,331,2375,SWA
ACB832,2022/06/20,00:02:18.765,QFA8,13075,157,2252,QFA
ACDFB1,2022/06/20,00:03:12.901,QFA8,1300,429,2262,QFA
A4E060,2022/06/20,00:04:44.318,ASH5831,3400,452,2345,ASH
A64D15,2022/06/20,00:06:23.446,,1100,381,,NA
06A066,2022/06/20,00:06:26.905,QTR65B,14125,383,2271,QTR
AA31ED,2022/06/20,00:07:06.341,N413MH,40950,452,1462,Private
AC015F,2022/06/20,00:07:47.302,ASH5831,15575,420,,ASH
ABF78F,2022/06/20,00:08:37.058,ASH5831,11950,377,2345,ASH
A3F401,2022/06/20,00:08:52.433,DAL2373,16875,432,3754,DAL
A9AB72,2022/06/20,00:09:20.506,ASH5831,3575,337,3754,ASH
A9046D,2022/06/20,00:15:26.781,NKS2955,8850,282,,NKS
ADBACA,2022/06/20,00:16:41.274,NKS2955,7300,462,,NKS
AA7DF3,2022/06/20,00:17:31.917,,34000,457,,NA
AA7409,2022/06/20,00:17:35.259,JBU277,12775,462,3707,JBU
AD2741,2022/06/20,00:20:01.777,SIL3901,1275,460,2347,SIL
AC5CD7,2022/06/20,00:21:54.399,JBU277,1950,459,3707,JBU
A72711,2022/06/20,00:26:12.657,AAL1273,10950,343,515,AAL
A4FBAC,2022/06/20,00:27:43.185,AAL1273,5400,384,,AAL
A33741,2022/06/20,00:27:50.332,AAL1273,14000,249,515,AAL
AB628C,2022/06/20,00:29:14.821,FFL681,2750,283,7401,FFL
A3A9FF,2022/06/20,00:38:12.795,SWA221,24900,445,5155,SWA
AB5EB2,2022/06/20,00:42:40.760,SWA9016,33875,371,,SWA
A7538F,2022/06/20,00:43:24.378,EJA571,10925,276,5155,EJA
A0F91D,2022/06/20,00:45:36.582,SWA9016,2300,409,533,SWA
ABF32F,2022/06/20,00:48:04.093,SWA9016,19200,442,533,SWA
A44917,2022/06/20,00:54:09.444,AAL2390,16250,451,533,AAL
AA231C,2022/06/20,00:59:16.343,,35000,449,,NA
