HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
A2FEE9,2022/06/21,00:00:02.559,,31525,,,NA
A0311D,2022/06/21,00:00:02.973,,36975,464,,NA
345109,2022/06/21,00:00:11.722,SWA565,13200,364,2353,SWA
ACB8A0,2022/06/21,00:00:19.252,IBE6147,32175,461,,IBE
06A0DB,2022/06/21,00:00:24.589,DAL1443,37000,448,2353,DAL
AD5369,2022/06/21,00:02:43.728,QTR65B,2150,200,515,QTR
A91295,2022/06/21,00:05:27.584,ASH5887,8625,303,2314,ASH
A46E6A,2022/06/21,00:09:09.046,ASH5887,15450,396,,ASH
ACB260,2022/06/21,00:10:40.022,ASH5887,1625,174,,ASH
A36898,2022/06/21,00:11:21.115,DAL1002,2850,312,7122,DAL
ACB832,2022/06/21,00:11:53.699,DAL1002,9850,303,7122,DAL
AD84DE,2022/06/21,00:19:38.140,,10975,371,,NA
A5C2EA,2022/06/21,00:21:12.878,UPS1343,7475,291,2031,UPS
AD1160,2022/06/21,00:24:54.896,AAL2100,3450,201,2031,AAL
AD2741,2022/06/21,00:25:47.998,AAL2100,7950,122,2031,AAL
ACDFB1,2022/06/21,00:28:12.830,SIL3967,1975,183,,SIL
ACC9B2,2022/06/21,00:33:20.108,DAL1351,36000,447,,DAL
A9AB72,2022/06/21,00:38:05.603,SKW3272,2425,179,,SKW
ABE0DF,2022/06/21,00:39:10.977,,36000,454,,NA
A1288B,2022/06/21,00:43:15.825,DAL1351,36000,447,,DAL
A18A1C,2022/06/21,00:44:55.014,FDX1117 ,2300,449,,FDX
A51B27,2022/06/21,00:44:56.165,UPS755,5500,206,2267,UPS
A01EBA,2022/06/21,00:47:38.252,UPS755,2300,304,2267,UPS
A23A03,2022/06/21,00:48:17.299,UPS755,11000,455,2267,UPS
A5FC42,2022/06/21,00:55:26.836,UAL432,2225,182,,UAL
A15B2F,2022/06/21,00:58:22.255,GTI8102,2300,155,,GTI
A4DBC6,2022/06/21,01:00:56.964,N412CF,1150,113,4677,Private
A78DD7,2022/06/21,01:05:51.495,,16900,309,,NA
A7D751,2022/06/21,01:06:22.068,BYA586,16300,311,,BYA
A0D5D6,2022/06/21,01:07:03.719,BYA586,1275,309,7245,BYA
AC7E09,2022/06/21,01:11:14.108,NKS1679,8950,460,2365,NKS
ABC7A3,2022/06/21,01:15:12.767,,35000,256,,NA
A344C5,2022/06/21,01:17:54.546,GTX489,7000,460,,GTX
A0D90C,2022/06/21,01:22:47.620,SWA953,35000,464,,SWA
ABE124,2022/06/21,01:23:35.657,GTX489,33000,463,750,GTX
AB540D,2022/06/21,01:28:34.559,AAL651,10950,464,750,AAL
A64D15,2022/06/21,01:31:39.001,SWA2967,33025,71,750,SWA
ACE01B,2022/06/21,01:37:46.457,BVN8279,1600,85,,BVN
A511F6,2022/06/21,01:41:10.590,BVN8279,3950,91,,BVN
ACDC64,2022/06/21,01:42:25.927,BVN8279,4825,474,1372,BVN
A0552A,2022/06/21,01:49:14.532,N928FE,34925,163,,Private
0C2084,2022/06/21,01:49:40.273,N928FE,6500,453,1372,Private
ACF507,2022/06/21,02:00:28.356,BVN8275,1600,113,,BVN
A53D2C,2022/06/21,02:04:36.037,AAL2283,4675,132,7325,AAL
A5A690,2022/06/21,02:31:34.809,UPS1344,3225,190,2232,UPS
AA84F8,2022/06/21,02:33:37.706,N777VW,2850,216,,Private
AD6116,2022/06/21,02:36:12.248,AAL956,11875,160,2222,AAL
A56DDC,2022/06/21,02:46:57.588,UPS1386,2700,196,,UPS
0D0B3E,2022/06/21,02:47:12.236,VIV547,3350,452,1355,VIV
A11AFD,2022/06/21,02:48:31.623,UPS1302,3125,193,2375,UPS
A05939,2022/06/21,02:50:11.366,UPS1302,2875,183,1355,UPS
A513B9,2022/06/21,02:52:23.538,UPS1336 ,2775,193,,UPS
0D0B20,2022/06/21,02:53:36.554,VTM356,31000,462,2526,VTM
A10BBC,2022/06/21,02:53:56.858,,12200,469,,NA
A42BD4,2022/06/21,02:54:01.072,UPS930,2775,367,2205,UPS
A4CFE0,2022/06/21,02:57:43.893,UPS930,32975,467,2213,UPS
ADE8FA,2022/06/21,02:58:19.541,UPS930,33000,469,6727,UPS
A50126,2022/06/21,02:59:12.245,UPS930,2900,469,2243,UPS
ADE201,2022/06/21,03:01:38.112,UPS804,1350,478,2526,UPS
A0C5EF,2022/06/21,03:05:40.256,BVN8285,4075,179,517,BVN
A5B923,2022/06/21,03:08:10.927,UPS950,2775,176,,UPS
A2A416,2022/06/21,03:09:58.724,UPS950,6675,122,517,UPS
A16BF6,2022/06/21,03:12:28.017,UPS562,1750,160,2367,UPS
ACC262,2022/06/21,03:14:44.643,MDS269,2325,254,,MDS
A5465D,2022/06/21,03:15:34.421,MDS269,19000,185,2321,MDS
ADED25,2022/06/21,03:22:38.235,FDX1167,2250,378,527,FDX
ABD310,2022/06/21,03:25:44.149,FDX1156,10750,101,2303,FDX
AD0DA9,2022/06/21,03:28:20.014,BVN8280,3650,162,,BVN
A91349,2022/06/21,03:28:55.159,NKS208  ,4000,424,,NKS
ACED23,2022/06/21,03:29:44.604,AAL2054,35025,467,,AAL
A9CB47,2022/06/21,03:30:23.176,AAL2054,6025,442,7363,AAL
A417FE,2022/06/21,03:32:03.778,FDX2609,36975,278,,FDX
AAFC71,2022/06/21,03:32:12.686,FDX2609,1975,136,731,FDX
A1629D,2022/06/21,03:37:36.638,BVN8281,35000,461,712,BVN
AD4870,2022/06/21,03:40:19.700,BVN8281,13425,276,7337,BVN
A8A386,2022/06/21,03:42:10.885,,,123,,NA
A3CA01,2022/06/21,03:42:11.292,FDX1151,4700,123,7337,FDX
A4B5DF,2022/06/21,03:43:53.701,FDX1161,3225,448,2311,FDX
A533CA,2022/06/21,03:45:43.854,AAL2534,7125,452,2245,AAL
AAE9DE,2022/06/21,03:46:45.713,AAL2534,15625,454,7370,AAL
AA7864,2022/06/21,03:47:58.822,AAL2534,37000,202,7370,AAL
ABBDFA,2022/06/21,03:58:55.935,DAL2171,33000,475,,DAL
