HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
AC75A5,2022/06/20,14:00:10.907,,37000,,,NA
A71EFA,2022/06/20,14:00:11.005,,12175,390,,NA
AD3D4E,2022/06/20,14:00:11.013,,9525,,,NA
ABD706,2022/06/20,14:00:11.085,,4000,,,NA
A4200D,2022/06/20,14:00:11.474,,9550,297,,NA
A4C0F7,2022/06/20,14:00:11.756,DAL1576,33975,390,,DAL
AA234A,2022/06/20,14:00:12.854,,9575,266,,NA
899124,2022/06/20,14:00:13.199,AAL2065,9575,271,7205,AAL
A1314E,2022/06/20,14:00:13.921,,12275,390,543,NA
A35E66,2022/06/20,14:00:16.790,AAL2939,15550,390,543,AAL
A379F1,2022/06/20,14:00:29.218,AAL2065,12800,464,7205,AAL
AC5CD7,2022/06/20,14:00:35.542,DAL1576,9025,305,7205,DAL
AC72AF,2022/06/20,14:00:52.350,AAL2939,2225,321,7205,AAL
AB9ECA,2022/06/20,14:01:16.115,EVA691,2250,272,2361,EVA
ACD1F3,2022/06/20,14:01:41.838,AAL2065,9025,361,,AAL
A232FB,2022/06/20,14:01:52.601,AAL942,9525,125,,AAL
A779B0,2022/06/20,14:01:53.978,AAL2065,15125,364,2350,AAL
0D0B3A,2022/06/20,14:01:56.863,,33975,,,NA
A97DA7,2022/06/20,14:01:57.092,AAL942,12350,335,2355,AAL
86E822,2022/06/20,14:02:25.506,AAL942,41000,263,2361,AAL
AD6EC6,2022/06/20,14:03:17.433,AAL942,41000,470,2355,AAL
A2229C,2022/06/20,14:03:38.087,SKW3119,10900,282,1373,SKW
A9C938,2022/06/20,14:04:21.717,N862HT,40975,472,,Private
AA64CA,2022/06/20,14:04:28.221,,7050,274,4755,NA
A6E131,2022/06/20,14:04:29.507,AAL1188,2425,274,4755,AAL
AC667A,2022/06/20,14:04:41.334,N862HT,2775,175,2370,Private
A4AFBE,2022/06/20,14:04:45.511,,7475,,,NA
A37023,2022/06/20,14:04:47.924,N862HT,7550,321,2365,Private
A09533,2022/06/20,14:04:54.955,AAL2221,8650,320,2365,AAL
A50F40,2022/06/20,14:05:12.900,AAL1174,10825,459,2563,AAL
A83951,2022/06/20,14:05:28.574,AAL1174,10525,459,4225,AAL
ABC0C1,2022/06/20,14:05:43.772,AAL1263,1900,271,4225,AAL
ADCDCC,2022/06/20,14:06:20.977,VTM409,11825,350,4225,VTM
ACDCEC,2022/06/20,14:06:50.279,AAL1757,2125,278,,AAL
A0C4A3,2022/06/20,14:06:54.482,N149FG,2325,460,6234,Private
A690EF,2022/06/20,14:07:30.129,ASA228,37025,459,2772,ASA
A3F436,2022/06/20,14:08:52.122,SWA1062,2175,268,,SWA
AC1F0E,2022/06/20,14:08:52.785,AAL1785 ,18650,350,6234,AAL
A6FACA,2022/06/20,14:09:47.367,,20475,442,,NA
A95C29,2022/06/20,14:09:48.611,N862HT,35000,304,2745,Private
A34FAE,2022/06/20,14:10:37.392,ANA174,2850,351,,ANA
A92367,2022/06/20,14:10:43.175,SWA1062,35000,460,,SWA
A3244F,2022/06/20,14:10:54.267,SWA1062,41000,443,2745,SWA
AC2038,2022/06/20,14:11:21.228,,23300,441,,NA
AC7E09,2022/06/20,14:11:22.503,SWA1062,2250,442,2237,SWA
ABCCA0,2022/06/20,14:12:22.211,SWA2718,15675,380,,SWA
AA6ED1,2022/06/20,14:12:31.558,N86BJ,11175,326,,Private
AAF78A,2022/06/20,14:12:46.447,SWA2718,4050,332,,SWA
A413CB,2022/06/20,14:12:52.708,FFT2703,12100,153,2237,FFT
A4B1A3,2022/06/20,14:12:57.110,SWA1072,12325,149,,SWA
AC9E9F,2022/06/20,14:12:59.335,,40000,334,,NA
ABE075,2022/06/20,14:13:05.725,FFT2703,11375,335,5134,FFT
A9F4C6,2022/06/20,14:13:37.748,FFT2703,4575,179,563,FFT
A526E2,2022/06/20,14:14:47.828,AAL2166,8000,198,2555,AAL
ACAB11,2022/06/20,14:15:01.292,N8055U,2300,361,,Private
A3271E,2022/06/20,14:15:09.957,,21050,295,,NA
A9E26F,2022/06/20,14:15:14.011,SWA2718,13825,364,,SWA
A1D4BC,2022/06/20,14:16:09.492,N8055U,2050,155,2237,Private
A426DA,2022/06/20,14:17:02.512,N8055U,2150,168,1746,Private
A494EB,2022/06/20,14:17:04.991,FFT2703,8900,449,563,FFT
A8050D,2022/06/20,14:17:13.319,FFT2135,8650,202,1746,FFT
A43E5C,2022/06/20,14:18:20.409,EJM736,35000,291,,EJM
ABABEC,2022/06/20,14:18:24.135,AAL1290,10425,397,,AAL
ACF204,2022/06/20,14:18:48.014,AAL2769,2275,408,563,AAL
A2A429,2022/06/20,14:19:34.074,UAL1764,11575,274,5271,UAL
A87CA9,2022/06/20,14:19:55.195,AAL1290,1500,415,5271,AAL
AB4E94,2022/06/20,14:20:11.222,N27AF,9975,251,6254,Private
A1F1DE,2022/06/20,14:20:48.406,FFT2135,39000,392,3611,FFT
ADC17B,2022/06/20,14:20:57.319,EJA312,11425,393,3611,EJA
A3621E,2022/06/20,14:21:13.899,AAL1068,12150,200,5256,AAL
AC90A7,2022/06/20,14:21:34.295,EJA312,10275,435,5256,EJA
ABF396,2022/06/20,14:21:42.691,UAL1764,43000,277,6254,UAL
A53F20,2022/06/20,14:22:11.630,N27AF,1500,370,5256,Private
A951D6,2022/06/20,14:23:03.850,AAL1290,16600,215,,AAL
AC04BE,2022/06/20,14:23:18.381,FFT2135,43000,438,,FFT
A2C43B,2022/06/20,14:23:26.181,N646MS,5500,438,,Private
A0CDF3,2022/06/20,14:23:33.450,SWA1794,35000,192,,SWA
A15600,2022/06/20,14:23:57.447,ASH6124,18725,87,2273,ASH
ACB468,2022/06/20,14:24:06.666,,11700,377,,NA
A1F4CD,2022/06/20,14:24:09.878,N27AF,43000,440,5633,Private
A5BC2D,2022/06/20,14:24:43.241,ENY3835,10900,449,3646,ENY
ABC07B,2022/06/20,14:25:19.066,ASH6124,2925,318,6056,ASH
AC537F,2022/06/20,14:25:23.021,XSR185,9950,454,2245,XSR
AD1D0E,2022/06/20,14:26:19.579,N646MS,2800,189,,Private
A7F40F,2022/06/20,14:26:36.723,N7WF,43000,315,2357,Private
