HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
A98515,2022/06/20,03:02:52.532,SKW3276,2675,179,2253,SKW
A3FBA4,2022/06/20,03:06:24.268,,10050,452,2253,NA
A0B580,2022/06/20,03:06:40.516,SKW3276,10375,97,2253,SKW
A3A9EB,2022/06/20,03:10:35.804,AAL2534,37000,93,7274,AAL
AD7EA9,2022/06/20,03:19:14.876,AAL2534,4175,171,,AAL
ADC8E7,2022/06/20,03:27:18.524,,33000,479,,NA
A01EBA,2022/06/20,03:27:45.741,N107AE  ,2200,120,,Private
AC0B80,2022/06/20,03:28:19.914,AAL2054,33025,472,740,AAL
A5B4E1,2022/06/20,03:29:22.039,N467P,2425,118,740,Private
A7DA9C,2022/06/20,03:30:42.616,AAL2054,35000,118,740,AAL
A8EF81,2022/06/20,03:31:09.921,AAL2054,9275,478,740,AAL
A55B3C,2022/06/20,03:45:22.424,UAL2018 ,33000,486,,UAL
A36516,2022/06/20,03:46:32.434,FFT1286,35000,489,7365,FFT
A83782,2022/06/20,03:57:08.929,UAL437,35000,475,1763,UAL
