HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
A13541,2022/06/18,19:34:52.096,,8325,,,NA
A28928,2022/06/18,19:34:52.109,,38000,,,NA
AA59A5,2022/06/18,19:34:52.114,,8975,,,NA
ADEDDD,2022/06/18,19:34:52.132,,14950,404,,NA
A517A1,2022/06/18,19:34:52.235,,27650,,,NA
ACF975,2022/06/18,19:34:52.264,,,339,,NA
A2BBC6,2022/06/18,19:34:52.390,,35000,,,NA
A09533,2022/06/18,19:34:52.448,,15525,422,,NA
A0A2BD,2022/06/18,19:34:52.507,,9200,,,NA
AA5D23,2022/06/18,19:34:52.786,AAL695,17100,408,,AAL
A238A6,2022/06/18,19:34:55.317,,14500,408,,NA
A0822C,2022/06/18,19:34:56.154,SWA3726,30000,446,556,SWA
A46603,2022/06/18,19:35:02.571,AAL2761,35000,408,,AAL
AAE810,2022/06/18,19:35:04.349,UAL1906,11600,422,,UAL
A96C72,2022/06/18,19:35:08.001,SWA3726,6050,446,507,SWA
AD3997,2022/06/18,19:35:15.969,AAL1243,2450,408,2551,AAL
A66346,2022/06/18,19:35:21.470,AAL1227,30000,430,2222,AAL
A24EC1,2022/06/18,19:35:27.429,,30000,411,,NA
A32396,2022/06/18,19:35:27.647,AAL1227,16225,207,2222,AAL
A1B162,2022/06/18,19:35:36.454,AAL1227,33000,419,,AAL
AD049A,2022/06/18,19:35:40.614,,7125,278,,NA
A2F6B3,2022/06/18,19:35:40.968,SWA3726,28800,300,3623,SWA
AD8C4C,2022/06/18,19:35:51.775,SKW5463,16200,359,3623,SKW
AC267C,2022/06/18,19:36:00.920,UAL536,29325,466,1763,UAL
A4DF52,2022/06/18,19:36:17.047,ENY3559,26275,464,3670,ENY
A4B41C,2022/06/18,19:36:20.986,UAL536,2225,450,,UAL
AA9D1A,2022/06/18,19:36:24.473,SKW5463,10675,225,3621,SKW
A738D3,2022/06/18,19:36:41.259,AAL339,2800,428,3421,AAL
A62BDC,2022/06/18,19:37:37.022,,11675,445,,NA
A0EBAB,2022/06/18,19:37:37.141,,16025,439,,NA
ABB76D,2022/06/18,19:37:37.721,SCX3062,11700,197,,SCX
AB3982,2022/06/18,19:37:43.664,AAL2520,2400,204,760,AAL
AA2BC2,2022/06/18,19:38:10.617,AAL2861,32000,415,7250,AAL
A8EF81,2022/06/18,19:38:42.821,ASH5887,9600,445,7424,ASH
AA974F,2022/06/18,19:39:34.994,ASH5887,36000,335,4056,ASH
A287A4,2022/06/18,19:39:54.445,,17050,335,,NA
A35AAE,2022/06/18,19:40:02.263,ASH5887,2075,267,7424,ASH
AC76B6,2022/06/18,19:40:08.991,ENY3716,9425,449,760,ENY
A7FED0,2022/06/18,19:40:46.727,AAL2400,9025,448,760,AAL
ACED1C,2022/06/18,19:40:55.604,,4500,399,,NA
AA55B5,2022/06/18,19:40:57.822,ENY3800,35000,269,3113,ENY
ABFEFD,2022/06/18,19:41:30.417,,10525,268,,NA
A29908,2022/06/18,19:41:30.967,AAL2520,7775,268,7250,AAL
A35E66,2022/06/18,19:41:53.539,AAL339,9025,267,,AAL
A944B9,2022/06/18,19:41:55.435,AAL2861,3975,360,7250,AAL
A7F27A,2022/06/18,19:42:21.566,AAL339,20275,272,7250,AAL
A1BFF9,2022/06/18,19:42:49.737,AAL679,31975,370,547,AAL
A3F816,2022/06/18,19:43:21.136,AAL339,10050,266,2407,AAL
A1ED5F,2022/06/18,19:43:54.893,AAL679,9625,382,1663,AAL
A3A538,2022/06/18,19:44:06.475,AAL679,32000,265,,AAL
ABE65A,2022/06/18,19:44:11.558,N355HG,2400,389,1663,Private
A114F4,2022/06/18,19:44:39.419,AAL339,8225,407,1663,AAL
ADD667,2022/06/18,19:45:29.976,N355HG,10400,447,6213,Private
AB1FA7,2022/06/18,19:46:09.145,N355HG,20200,446,6230,Private
A0B550,2022/06/18,19:47:23.841,AAL2709,32000,361,3436,AAL
A6CC45,2022/06/18,19:47:38.489,SWA1038,10475,313,3352,SWA
A526ED,2022/06/18,19:47:39.873,AAL2709,11125,445,3436,AAL
ABDCDC,2022/06/18,19:47:58.255,,10125,364,,NA
ADA64D,2022/06/18,19:48:00.047,AAL2375,12025,273,2267,AAL
AAD5CA,2022/06/18,19:48:42.819,AAL1381,9250,375,3436,AAL
A2DDAC,2022/06/18,19:49:03.488,AAL2709,9925,186,2350,AAL
ADC2A7,2022/06/18,19:49:48.516,AAL1578,8700,199,3667,AAL
A97797,2022/06/18,19:50:34.310,AAL1381,2925,400,6213,AAL
ACB285,2022/06/18,19:51:57.635,,9000,,,NA
A6D3B3,2022/06/18,19:51:57.745,ATN3411,9000,185,,ATN
