HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
AC608E,2022/06/18,23:00:04.016,,15350,,,NA
A443E8,2022/06/18,23:00:04.023,,11950,,,NA
ACAD7B,2022/06/18,23:00:04.047,,14550,,,NA
A7BF21,2022/06/18,23:00:04.114,,3475,87,,NA
ADDA1E,2022/06/18,23:00:04.345,,11350,376,,NA
AA395B,2022/06/18,23:00:04.403,SKW3215 ,11350,394,,SKW
AC76B6,2022/06/18,23:00:07.994,,14700,376,,NA
A2DA59,2022/06/18,23:00:09.480,ENY4089 ,19850,376,,ENY
AC90A0,2022/06/18,23:00:09.965,,14775,266,,NA
ABD59A,2022/06/18,23:00:10.614,,35000,348,,NA
A1A7DF,2022/06/18,23:00:10.911,ENY3536,11950,284,,ENY
AA31ED,2022/06/18,23:00:15.417,DAL661,4800,203,1365,DAL
A5D1A0,2022/06/18,23:00:23.830,AAL508,3925,402,1365,AAL
ABBD0A,2022/06/18,23:00:43.837,SWA4188 ,17050,,,SWA
AA6E58,2022/06/18,23:00:44.226,DAL661,12775,196,1365,DAL
AA25A6,2022/06/18,23:00:50.147,AAL508,5325,407,1365,AAL
A29DEE,2022/06/18,23:01:51.748,AAL508,36000,350,2310,AAL
A7F27A,2022/06/18,23:02:34.965,TRF213,2750,86,,TRF
AD9003,2022/06/18,23:02:40.353,AAL508,3000,421,5103,AAL
A4C0A3,2022/06/18,23:03:16.829,AAL508,12850,380,3660,AAL
A98515,2022/06/18,23:03:54.276,ENY3536,13800,86,5270,ENY
AA18BE,2022/06/18,23:04:41.880,N405QS,14975,342,510,Private
A0CC06,2022/06/18,23:05:00.142,TRF213,36000,408,,TRF
A28C23,2022/06/18,23:05:03.672,ENY3536,14200,408,510,ENY
A3A538,2022/06/18,23:05:22.038,SKW3278,2325,84,,SKW
AC4A44,2022/06/18,23:05:32.066,ENY3536,2525,187,2234,ENY
A3BE4C,2022/06/18,23:06:32.967,N474TA,18100,107,523,Private
AC9F52,2022/06/18,23:07:41.662,AAL1103,3925,439,523,AAL
A948A2,2022/06/18,23:08:13.719,SWA3598,9975,461,5273,SWA
A72C78,2022/06/18,23:09:28.645,SWA3598,12925,190,523,SWA
A5198F,2022/06/18,23:09:53.622,SKW3273,11500,456,,SKW
A34B1E,2022/06/18,23:09:56.401,AAL633,13850,227,746,AAL
ADDDD5,2022/06/18,23:10:17.987,N75LV,13725,272,746,Private
A651CD,2022/06/18,23:11:17.551,N311G,2475,375,5244,Private
A43EC9,2022/06/18,23:11:26.163,FFT2137,37000,252,746,FFT
AC045E,2022/06/18,23:12:31.692,ENY3715,29425,458,,ENY
A87C4F,2022/06/18,23:13:00.365,SWA3598,33975,462,,SWA
ACBFFD,2022/06/18,23:13:27.653,AAL1744,2325,180,5273,AAL
AB473A,2022/06/18,23:14:02.713,ENY3715,31775,347,2361,ENY
AB84C9,2022/06/18,23:15:02.058,N474TA,2925,468,5273,Private
ACB9CF,2022/06/18,23:15:19.668,N474TA,3425,357,2260,Private
A79B5F,2022/06/18,23:17:43.609,TRF276,1900,88,,TRF
AC047D,2022/06/18,23:18:01.794,TRF276,9925,271,,TRF
ABD254,2022/06/18,23:18:51.097,N59DF,3425,324,2350,Private
AC7E09,2022/06/18,23:20:34.170,TRF276,3425,418,2055,TRF
A288FF,2022/06/18,23:20:54.959,AAL956,14000,282,2055,AAL
A9BD9A,2022/06/18,23:25:23.103,AAL2360,8600,206,2077,AAL
A789EA,2022/06/18,23:27:32.511,,35000,458,,NA
4D0107,2022/06/18,23:28:28.014,N20566,2150,158,2265,Private
AC769B,2022/06/18,23:31:04.469,ICV62N,2275,181,,ICV
AB8537,2022/06/18,23:31:53.710,,,264,,NA
A13541,2022/06/18,23:31:53.835,AAL1582 ,9125,457,2403,AAL
AD8CEC,2022/06/18,23:32:20.852,AAL1582,2300,331,2403,AAL
AAE391,2022/06/18,23:32:43.479,ICV62N,12600,344,2403,ICV
A0DE5D,2022/06/18,23:33:40.636,,37000,468,,NA
A8E0A5,2022/06/18,23:34:11.565,N155SL,37000,468,2265,Private
A1E6B9,2022/06/18,23:34:39.117,AAL2390,18475,304,2236,AAL
AAF1F2,2022/06/18,23:34:49.192,NKS2955,9125,189,2355,NKS
A9C2DE,2022/06/18,23:35:50.367,AAL2390,8500,317,2243,AAL
7C8064,2022/06/18,23:38:02.482,AAL2390,2100,414,7365,AAL
AD1218,2022/06/18,23:39:55.422,SWA3282,31075,263,,SWA
ACF204,2022/06/18,23:40:39.559,SKW3221,32000,168,507,SKW
A07177,2022/06/18,23:42:55.876,QFA8,17275,373,2231,QFA
A94B02,2022/06/18,23:43:27.006,QFA8,34000,380,2506,QFA
A6C248,2022/06/18,23:46:23.375,NKS869,36000,370,,NKS
A36E61,2022/06/18,23:47:02.370,NKS869,16875,263,507,NKS
A97DA7,2022/06/18,23:47:54.701,NKS869,14325,364,507,NKS
AAE9BA,2022/06/18,23:48:16.904,UAL1475,19050,470,507,UAL
ACF5BE,2022/06/18,23:49:24.226,AAL711,21275,401,507,AAL
A9AF3E,2022/06/18,23:50:38.522,AAL2562,23675,280,,AAL
AC1F0E,2022/06/18,23:50:41.413,AAL2562,13125,199,542,AAL
ABE0BB,2022/06/18,23:52:44.055,,35000,474,,NA
A08EFD,2022/06/18,23:52:49.621,AAL711,9750,422,2220,AAL
A5502B,2022/06/18,23:54:18.153,AAL2733,2450,190,2365,AAL
A6FB32,2022/06/18,23:55:57.454,AAL446,2475,182,,AAL
ACFFC2,2022/06/18,23:57:02.721,SIL3967 ,10575,329,2617,SIL
A3B88E,2022/06/18,23:57:34.115,AAL446,11850,355,2617,AAL
