HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
A214B3,2022/06/19,08:00:05.895,,25300,,,NA
AD9003,2022/06/19,08:00:06.244,,25325,388,,NA
A1EF65,2022/06/19,08:00:06.351,AAL1794,25325,388,,AAL
AC0C64,2022/06/19,08:00:07.846,,2300,389,,NA
A058B3,2022/06/19,08:00:10.225,AAL1794,12200,389,750,AAL
ABE79D,2022/06/19,08:00:22.465,AAL1794,6250,394,2237,AAL
AA37CE,2022/06/19,08:00:41.745,SWA1636,26425,441,2237,SWA
AC59AA,2022/06/19,08:00:59.683,AAL1794,34950,444,2377,AAL
AB6B02,2022/06/19,08:01:17.306,SWA1636,14225,89,2237,SWA
A837A3,2022/06/19,08:01:36.966,UAL2371,15350,216,2233,UAL
ABEFBA,2022/06/19,08:02:16.903,AAL1924,7550,151,2377,AAL
AA06C2,2022/06/19,08:05:15.645,AAL1794,1975,151,2237,AAL
AC249E,2022/06/19,08:06:12.630,UAL2371,12000,284,2674,UAL
A8553C,2022/06/19,08:06:35.485,,34000,85,2233,NA
A8EAE8,2022/06/19,08:06:38.286,,39000,371,,NA
AA5BB7,2022/06/19,08:06:40.993,UAL2371,4625,263,,UAL
A1213D,2022/06/19,08:06:43.648,,39000,372,,NA
A2B962,2022/06/19,08:06:44.472,UAL2371,13050,262,2674,UAL
AD4873,2022/06/19,08:06:57.670,UAL2371,8450,93,,UAL
AD8B1D,2022/06/19,08:07:03.099,UAL2371,39000,374,2233,UAL
AC24E4,2022/06/19,08:07:14.575,UAL2371,14275,376,2233,UAL
A50E7F,2022/06/19,08:07:58.497,UAL2371,15500,397,2233,UAL
ADD667,2022/06/19,08:09:59.065,ASA263,33525,461,3041,ASA
86E7A2,2022/06/19,08:10:16.572,,,198,,NA
AB1FBB,2022/06/19,08:10:16.814,ASA263,15000,460,2342,ASA
A4076A,2022/06/19,08:13:41.599,,2175,461,,NA
A8C028,2022/06/19,08:13:42.490,ASA263,34000,461,2306,ASA
A6A0A7,2022/06/19,08:14:02.536,ASA263,2175,181,,ASA
A0C6C6,2022/06/19,08:14:20.174,AAL809,10300,170,,AAL
A04B24,2022/06/19,08:14:49.800,EJA526,2175,145,,EJA
A380F4,2022/06/19,08:14:55.053,AAL1750,1300,280,540,AAL
AA59A5,2022/06/19,08:15:41.571,AAL809,34000,114,3205,AAL
A1CA5F,2022/06/19,08:15:47.832,,1400,385,,NA
A1C534,2022/06/19,08:15:48.933,AAL809,2100,265,6140,AAL
AA8882,2022/06/19,08:16:20.013,EJA526,1600,293,1200,EJA
A2FE21,2022/06/19,08:17:18.595,XSR325,8500,328,7311,XSR
AC608E,2022/06/19,08:18:27.173,XSR325,8050,314,,XSR
A0DF3C,2022/06/19,08:18:29.352,DAL2654,10950,374,2264,DAL
A02F2D,2022/06/19,08:19:51.211,,5250,449,1137,NA
AAED5A,2022/06/19,08:19:55.414,JBU939,10975,449,1502,JBU
AB2B23,2022/06/19,08:20:16.155,DAL2654,34000,271,2306,DAL
AA8152,2022/06/19,08:20:42.883,DCM1492,8950,398,1137,DCM
