HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
A193AA,2022/06/18,20:21:51.407,,,,,NA
AA10BA,2022/06/18,20:21:51.592,,10750,432,,NA
0D0A77,2022/06/18,20:21:53.237,,34975,272,,NA
A35A92,2022/06/18,20:21:55.150,,38000,,,NA
AD3C16,2022/06/18,20:21:55.874,SKW532E,13625,432,1661,SKW
A86499,2022/06/18,20:22:06.921,SKW532E,1500,430,,SKW
A0BAA1,2022/06/18,20:22:12.442,SKW532E,10400,431,1661,SKW
A5AA3A,2022/06/18,20:22:26.080,VIV0020,7225,432,1661,VIV
A2E1C7,2022/06/18,20:22:58.174,VIV0020,12350,472,4247,VIV
A3F816,2022/06/18,20:23:20.597,N355HG  ,5750,199,,Private
ABFB46,2022/06/18,20:23:21.885,SKW532E,10775,473,,SKW
AD4873,2022/06/18,20:23:26.619,SKW532E,10650,430,,SKW
A83673,2022/06/18,20:23:28.908,VIV0020,10075,430,2563,VIV
A33327,2022/06/18,20:24:37.324,,11650,267,,NA
ABD932,2022/06/18,20:24:39.847,VIV0020,11750,363,2563,VIV
A1B4AB,2022/06/18,20:25:38.976,SWA4788,9150,442,1441,SWA
A99DF4,2022/06/18,20:25:49.668,,14625,432,,NA
A1D105,2022/06/18,20:25:51.203,SWA4788,2075,406,1441,SWA
A40027,2022/06/18,20:26:26.222,AAL2597,10950,242,2265,AAL
ACF204,2022/06/18,20:27:00.841,SKW3202,16950,419,2265,SKW
A95665,2022/06/18,20:27:25.780,NKS1017,20250,425,6170,NKS
ABBDB3,2022/06/18,20:27:44.288,N355HG,20775,431,6170,Private
A1C997,2022/06/18,20:28:41.889,AAL941,38000,409,6170,AAL
AD9EDF,2022/06/18,20:28:54.304,AAL1482,8575,261,3465,AAL
A2E07B,2022/06/18,20:29:20.078,ENY4246,38000,411,,ENY
A08EFD,2022/06/18,20:29:21.405,SWA4788,14125,437,,SWA
A4D9D8,2022/06/18,20:29:24.191,,15925,269,,NA
ABC4BE,2022/06/18,20:29:24.486,SWA4788,4775,269,2063,SWA
ABBB24,2022/06/18,20:30:18.889,N355HG,10400,276,5254,Private
A20C44,2022/06/18,20:30:59.539,SKW4782,2375,446,2231,SKW
A39A13,2022/06/18,20:32:12.609,AAL2597,15250,398,2356,AAL
A53774,2022/06/18,20:32:39.628,AAL2597,31525,398,,AAL
AB19DF,2022/06/18,20:33:06.610,,31575,402,,NA
AA3839,2022/06/18,20:33:08.010,SKW4782,11225,402,,SKW
AE0976,2022/06/18,20:33:27.312,AAL2747,10725,271,3465,AAL
AC7968,2022/06/18,20:34:03.625,AAL2747,13575,276,3465,AAL
A9FB4E,2022/06/18,20:34:22.798,AAL2064,11500,285,554,AAL
ACDE71,2022/06/18,20:34:33.485,AAL1482,14800,149,554,AAL
A3BC8E,2022/06/18,20:34:42.062,AAL1482,15150,266,554,AAL
ACD0CA,2022/06/18,20:35:32.903,AAL1482,6975,355,2547,AAL
AA42AA,2022/06/18,20:36:26.818,CNV4700,25075,205,2370,CNV
A3EEB0,2022/06/18,20:36:35.127,CNV4700,2975,289,,CNV
A58103,2022/06/18,20:37:08.870,CNV4700,19725,203,1200,CNV
ACD64B,2022/06/18,20:37:17.431,AAL696,10300,197,2211,AAL
AA75C6,2022/06/18,20:38:01.084,CNV4700,14400,311,,CNV
A178DE,2022/06/18,20:38:07.299,CNV4700,12700,142,6424,CNV
AB6FDD,2022/06/18,20:39:05.498,AAL1269,9325,262,2115,AAL
ACE81D,2022/06/18,20:39:20.983,UAL1010,10700,259,2115,UAL
AD1A4E,2022/06/18,20:39:56.506,AAL1485,13075,452,3505,AAL
A4F790,2022/06/18,20:40:26.520,,11200,452,,NA
ABFE12,2022/06/18,20:40:29.362,SKW3252,6200,274,,SKW
AB6B02,2022/06/18,20:40:34.799,SKW3252,10775,450,2312,SKW
A3DC34,2022/06/18,20:41:29.530,,16500,273,,NA
AD4FB2,2022/06/18,20:41:30.269,AAL2553,34025,293,2312,AAL
AC2BB6,2022/06/18,20:41:47.829,AAL1467,11275,270,1557,AAL
A21772,2022/06/18,20:42:25.120,AAL1467,33950,277,3122,AAL
AB2C04,2022/06/18,20:42:39.392,SWA3208,2375,180,6253,SWA
A05A6B,2022/06/18,20:42:51.193,SKW3252,36000,393,,SKW
A4076A,2022/06/18,20:42:59.359,SKW3252,9450,286,2565,SKW
A7EEC3,2022/06/18,20:43:22.386,SWA3208,10925,423,2565,SWA
AC121A,2022/06/18,20:43:38.626,SKW3252,8650,265,2565,SKW
AD2833,2022/06/18,20:44:07.318,CMB364,7950,275,2565,CMB
A05EB4,2022/06/18,20:44:54.143,AAL2373,2425,447,2542,AAL
C06539,2022/06/18,20:44:56.698,CMB364,35950,442,,CMB
A29DEE,2022/06/18,20:45:11.030,,2400,403,,NA
AB2C72,2022/06/18,20:45:13.297,DAL1410,2425,403,,DAL
A38211,2022/06/18,20:45:24.459,DAL1303,10425,466,5137,DAL
AA31ED,2022/06/18,20:46:05.392,SKW4979,6400,276,3152,SKW
A06646,2022/06/18,20:46:43.066,DAL1410,35975,266,6261,DAL
A712F1,2022/06/18,20:47:14.702,UAL1673,10275,239,7207,UAL
AC0448,2022/06/18,20:47:30.588,SKW3170,5675,454,,SKW
AD8CEC,2022/06/18,20:47:41.489,DAL1410,36025,449,,DAL
A0541B,2022/06/18,20:47:45.775,ACA933,7875,457,2213,ACA
A2B05B,2022/06/18,20:47:50.653,SWA3208,10175,458,4147,SWA
A330A0,2022/06/18,20:48:08.373,DAL1410,35000,449,6261,DAL
A2B691,2022/06/18,20:48:19.529,ENY4138,2200,455,,ENY
AA7409,2022/06/18,20:48:50.175,DAL1410,36050,379,2302,DAL
