HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
AA2B79,2022/06/20,18:00:16.304,,,458,,NA
A89CCC,2022/06/20,18:00:16.320,,14225,,,NA
A85E2B,2022/06/20,18:00:16.507,,,,,NA
A50119,2022/06/20,18:00:16.617,,33000,,,NA
A624AC,2022/06/20,18:00:16.717,,38000,,,NA
A9DF25,2022/06/20,18:00:17.313,,4500,458,,NA
A6A446,2022/06/20,18:00:18.234,,35000,72,,NA
A48234,2022/06/20,18:00:20.065,,11025,451,,NA
ABD254,2022/06/20,18:00:20.123,UAL1851,35000,458,,UAL
A149F1,2022/06/20,18:00:22.701,,34025,451,,NA
ADDA1E,2022/06/20,18:00:23.123,UAL2057,8250,458,,UAL
A3D87C,2022/06/20,18:00:26.551,UAL1851,8400,451,,UAL
A5449A,2022/06/20,18:00:35.868,,35000,196,,NA
A94B6B,2022/06/20,18:00:36.008,NKS867,35000,450,2231,NKS
A9B4DE,2022/06/20,18:00:44.807,NKS867,37000,451,7012,NKS
A622B0,2022/06/20,18:00:55.498,NKS867,33025,452,,NKS
A1D318,2022/06/20,18:01:13.211,UAL2057,35000,461,2273,UAL
AB686F,2022/06/20,18:01:40.999,UAL2057,6550,460,7430,UAL
A782E4,2022/06/20,18:02:02.790,UAL2057,32025,460,,UAL
ACCE3F,2022/06/20,18:02:06.093,N527PT,35000,450,1163,Private
A47221,2022/06/20,18:02:52.794,UAL1791,9600,195,2572,UAL
A0F886,2022/06/20,18:03:02.100,N527PT,10075,439,,Private
A45316,2022/06/20,18:03:10.771,UAL750,34000,457,1163,UAL
A912F0,2022/06/20,18:04:04.765,AAL2522,11500,399,1331,AAL
AA97B8,2022/06/20,18:04:33.597,N527PT,16800,456,3643,Private
AB6C26,2022/06/20,18:05:16.180,AAL797,10600,277,3643,AAL
AD82F4,2022/06/20,18:05:56.321,,19975,206,,NA
A1F1DE,2022/06/20,18:05:56.406,AAL797,19975,466,7444,AAL
AD73A9,2022/06/20,18:06:21.742,AAL2673,20825,200,,AAL
A437DA,2022/06/20,18:06:24.516,AAL2522,35000,421,,AAL
AA2C62,2022/06/20,18:06:26.242,AAL797,20975,466,7444,AAL
AA4195,2022/06/20,18:07:14.809,SWA1756,32000,349,6265,SWA
AD4FB2,2022/06/20,18:08:17.818,SWA1756,15550,283,6265,SWA
