HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
AA9FE3,2022/06/20,23:24:31.006,FDX1359,39000,462,,FDX
A1BE72,2022/06/20,23:24:31.194,,2250,,,NA
AD6D03,2022/06/20,23:24:32.117,,2275,457,,NA
ABAA1A,2022/06/20,23:24:34.506,FDX1359,39025,462,5226,FDX
A8C802,2022/06/20,23:26:40.738,NKS2955,7925,462,,NKS
A8FDA9,2022/06/20,23:26:56.103,,7900,463,,NA
A1D873,2022/06/20,23:26:59.976,,2250,190,,NA
ACFBAF,2022/06/20,23:27:03.359,NKS2955,3400,194,,NKS
A948A2,2022/06/20,23:27:07.889,N9358C,39000,199,2247,Private
A9E93B,2022/06/20,23:28:20.192,FDX1121,2475,296,2276,FDX
A21432,2022/06/20,23:30:05.704,FFT2136 ,3400,461,2741,FFT
ABC035,2022/06/20,23:30:54.892,SWA2463,39025,104,2741,SWA
AB1203,2022/06/20,23:31:47.609,SKW3052,2125,233,574,SKW
