HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
AB5841,2022/06/19,18:00:19.037,,30725,,,NA
AA7E3A,2022/06/19,18:00:19.049,,26075,,,NA
A7D83A,2022/06/19,18:00:19.077,,,,,NA
A728A9,2022/06/19,18:00:19.078,,30375,264,,NA
A13541,2022/06/19,18:00:19.102,,10125,,,NA
ACB468,2022/06/19,18:00:19.207,,11225,,,NA
A3B414,2022/06/19,18:00:19.296,,,,,NA
ADA521,2022/06/19,18:00:19.323,,21125,,,NA
A1D873,2022/06/19,18:00:19.435,,26100,,,NA
A3DFEB,2022/06/19,18:00:19.553,,35975,404,,NA
A79B5F,2022/06/19,18:00:19.778,,3525,,,NA
A72C78,2022/06/19,18:00:19.945,,12500,,,NA
AAEF60,2022/06/19,18:00:20.029,,12100,274,,NA
ACF946,2022/06/19,18:00:20.396,N604XT,8700,398,,Private
A51B1A,2022/06/19,18:00:21.187,,3700,342,,NA
AD049A,2022/06/19,18:00:22.085,,11400,277,,NA
AA8469,2022/06/19,18:00:22.228,,10675,343,,NA
AA2701,2022/06/19,18:00:22.274,AAL2854,11925,391,,AAL
A951D6,2022/06/19,18:00:24.948,,3700,391,,NA
AAE6CD,2022/06/19,18:00:26.082,AAL2854,11550,373,733,AAL
AA797D,2022/06/19,18:00:30.812,SWA38,11750,295,5145,SWA
AC62DE,2022/06/19,18:00:31.456,N83ZA,26475,104,,Private
A1CECC,2022/06/19,18:00:35.543,,35975,116,,NA
A6E89F,2022/06/19,18:00:35.893,N21520,10700,308,2144,Private
AD2BEA,2022/06/19,18:00:46.522,AAL2671,31025,276,2144,AAL
AC8A66,2022/06/19,18:01:50.793,AAL1017,11900,272,2144,AAL
AAAD49,2022/06/19,18:01:56.344,SWA355,10775,281,2144,SWA
AD4FB2,2022/06/19,18:02:30.486,,13850,196,,NA
AC4A44,2022/06/19,18:02:30.556,AAL1017,11100,185,5113,AAL
A1F4BC,2022/06/19,18:03:02.413,N560TX,40000,144,517,Private
AB5993,2022/06/19,18:03:23.699,AAL1017,9925,135,6012,AAL
A5031A,2022/06/19,18:03:38.659,N225MW,2375,323,2264,Private
AC72AF,2022/06/19,18:04:04.563,FFT2707,14750,347,,FFT
A339D5,2022/06/19,18:04:15.007,FFT2707,39975,460,532,FFT
AD159B,2022/06/19,18:05:04.143,AAL2221,12950,383,,AAL
ADCDCC,2022/06/19,18:05:18.422,N225MW,14925,322,,Private
A9B4DE,2022/06/19,18:05:20.961,,35000,463,,NA
A973E0,2022/06/19,18:05:21.922,AAL1208,5350,463,6635,AAL
A83673,2022/06/19,18:05:59.299,N6281C  ,12000,313,,Private
A2B991,2022/06/19,18:06:13.035,FDX916  ,11975,385,,FDX
A1A218,2022/06/19,18:06:29.826,AAL2673,11975,390,532,AAL
A959B4,2022/06/19,18:06:53.587,UAL1186,35000,185,532,UAL
A262AD,2022/06/19,18:06:58.104,UAL1186,10600,475,,UAL
ABE147,2022/06/19,18:08:07.249,AAL2221,12175,205,,AAL
AD83B2,2022/06/19,18:08:12.544,AAL1208,2175,352,,AAL
A031BD,2022/06/19,18:08:16.375,ASA698,8700,268,,ASA
A4AEA2,2022/06/19,18:08:37.008,AAL2673,35000,458,4053,AAL
ABE0BB,2022/06/19,18:09:17.469,SWA2966 ,35000,280,,SWA
AA64CA,2022/06/19,18:09:18.384,ENY3747,11175,186,,ENY
A0AC92,2022/06/19,18:10:16.647,AAL1208,9700,457,4053,AAL
AAF485,2022/06/19,18:10:32.184,ASA698,9200,348,3602,ASA
