HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
AA31ED,2022/06/20,12:00:15.729,,9875,,,NA
AADED5,2022/06/20,12:00:15.777,,27475,,,NA
A70C67,2022/06/20,12:00:15.824,,10000,,,NA
A06646,2022/06/20,12:00:15.855,,2500,,,NA
A3D4ED,2022/06/20,12:00:15.975,,17000,413,,NA
A71B43,2022/06/20,12:00:16.023,,13800,352,,NA
A8FD2C,2022/06/20,12:00:16.266,,11150,389,,NA
A520C2,2022/06/20,12:00:16.551,,13825,83,,NA
A5BCCD,2022/06/20,12:00:17.159,,9925,352,,NA
A47AC0,2022/06/20,12:00:17.388,N42998,1450,413,,Private
A3B7CB,2022/06/20,12:00:19.248,PWA8TA,11625,413,,PWA
A54849,2022/06/20,12:00:19.841,SKW3019,27600,352,,SKW
C2B35F,2022/06/20,12:00:27.244,,37000,415,,NA
AB9ECA,2022/06/20,12:00:27.402,PWA8TA,15475,389,,PWA
AB82E2,2022/06/20,12:00:34.569,N8405B,27975,100,,Private
A05B7E,2022/06/20,12:00:42.007,UAL1807,10950,300,540,UAL
A8D4F6,2022/06/20,12:01:05.364,AAL444,18900,311,4032,AAL
A4EA77,2022/06/20,12:01:13.385,,19200,474,,NA
AD285F,2022/06/20,12:01:13.879,SKW3019,19200,319,2211,SKW
A0D2B6,2022/06/20,12:01:22.893,NKS344,10950,79,7436,NKS
A071C2,2022/06/20,12:01:56.793,AAL2846,12375,454,504,AAL
AD2BEA,2022/06/20,12:02:22.921,,16075,430,,NA
A8FA0A,2022/06/20,12:02:27.694,SKW3019,3300,368,6132,SKW
A1D873,2022/06/20,12:02:40.939,AAL444,16625,287,6132,AAL
A98B7B,2022/06/20,12:02:49.280,N8405B,13675,454,4005,Private
A657BF,2022/06/20,12:02:51.357,AAL2846,11825,95,,AAL
AB214D,2022/06/20,12:03:05.551,AAL2469,12975,455,,AAL
A92362,2022/06/20,12:03:22.660,,15475,450,2203,NA
AD70BA,2022/06/20,12:03:23.369,N8405B,1000,364,2762,Private
A68FF6,2022/06/20,12:03:59.108,N8405B,1200,89,,Private
AC7E09,2022/06/20,12:04:39.965,UAL529,3200,313,2762,UAL
A4D946,2022/06/20,12:04:51.530,,10900,296,,NA
A793D4,2022/06/20,12:04:55.843,AAL2469,16050,327,,AAL
AB79CA,2022/06/20,12:04:57.373,AAL2181,3100,408,,AAL
A3AA6F,2022/06/20,12:05:01.947,N42998,3000,442,,Private
A8CED2,2022/06/20,12:05:08.699,UAL529,1300,281,,UAL
A0D352,2022/06/20,12:05:27.787,AAL2181,1200,98,7435,AAL
A34B1E,2022/06/20,12:05:43.475,N8405B,2350,117,7435,Private
ABF593,2022/06/20,12:05:54.335,AAL2469,11875,100,4005,AAL
ADD2B0,2022/06/20,12:06:11.259,UAL529,2150,265,4005,UAL
A57F42,2022/06/20,12:07:10.072,UAL529,14275,378,,UAL
ABBD2D,2022/06/20,12:07:23.490,N335X,6850,80,,Private
A3D7A7,2022/06/20,12:07:29.990,AAL2181,35000,84,,AAL
AD4FB2,2022/06/20,12:07:38.242,SWA1754,11075,467,,SWA
A7F9FE,2022/06/20,12:07:39.747,DAL809,37000,91,4070,DAL
A3B028,2022/06/20,12:08:44.683,N152TM,14975,85,,Private
A9DF25,2022/06/20,12:08:55.642,N152TM,15475,91,1200,Private
A05559,2022/06/20,12:10:41.560,N152TM,1800,103,3667,Private
A83951,2022/06/20,12:10:55.309,N5217D,1625,463,,Private
A05410,2022/06/20,12:11:31.075,,36025,169,,NA
AC8EE5,2022/06/20,12:11:32.026,SWA1039 ,1400,95,3667,SWA
C01E10,2022/06/20,12:11:49.300,DAL1600,16425,423,3667,DAL
A3D166,2022/06/20,12:12:11.444,SWA2681,3850,170,,SWA
A1F4CD,2022/06/20,12:12:19.078,,3575,461,,NA
A9DF2F,2022/06/20,12:12:20.023,ENY4240,36000,461,,ENY
AC667A,2022/06/20,12:12:29.997,AAL115,37000,111,3667,AAL
AB2E55,2022/06/20,12:12:55.124,AAL115,1800,461,3667,AAL
AA596C,2022/06/20,12:13:12.448,AAL115,8525,164,6217,AAL
AB3446,2022/06/20,12:13:45.814,,1500,107,,NA
A724CB,2022/06/20,12:13:48.080,N345RP,2200,239,1200,Private
A37EC4,2022/06/20,12:14:41.736,DAL1600,35000,100,,DAL
ABE075,2022/06/20,12:15:04.177,DAL823,3300,185,,DAL
AA1870,2022/06/20,12:15:41.862,DAL1600,36000,348,2420,DAL
AC4067,2022/06/20,12:15:53.010,SWQ854,3900,136,3643,SWQ
AC0C8B,2022/06/20,12:16:09.290,N56CH,8475,293,6340,Private
AD4873,2022/06/20,12:16:19.325,,1300,118,,NA
A1EEFC,2022/06/20,12:16:20.149,N345RP,1475,118,1200,Private
ACE01A,2022/06/20,12:16:40.864,N89878,9875,150,2420,Private
