HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
AB3446,2022/06/20,22:00:08.233,,2900,,,NA
A83C94,2022/06/20,22:00:08.487,PKW833,20000,281,,PKW
A263DC,2022/06/20,22:00:09.200,,,,,NA
A87CA9,2022/06/20,22:00:09.292,,2900,82,,NA
A526E2,2022/06/20,22:00:09.849,,2900,276,,NA
AC8A63,2022/06/20,22:00:11.586,,33025,281,,NA
ACE01B,2022/06/20,22:00:13.190,N646MS,4950,282,1036,Private
A6AADF,2022/06/20,22:00:55.820,AAL574,20650,271,1036,AAL
A2E25E,2022/06/20,22:01:01.921,N82075,4875,388,1036,Private
ABBB24,2022/06/20,22:02:04.003,AAL2267,2250,459,2310,AAL
A14F46,2022/06/20,22:02:25.767,N929FE,4175,170,,Private
AD185A,2022/06/20,22:03:06.618,N929FE,2300,187,2032,Private
A651CD,2022/06/20,22:03:19.559,NKS310,2400,198,,NKS
A2EDB4,2022/06/20,22:03:24.529,NKS310,4075,170,,NKS
ACF50B,2022/06/20,22:03:47.367,TRF222,2400,279,5135,TRF
A3F436,2022/06/20,22:04:00.469,PKW833,2050,456,2204,PKW
A98051,2022/06/20,22:05:05.194,,2000,70,,NA
AAF83C,2022/06/20,22:05:08.340,N929FE,2800,180,2217,Private
AC97E4,2022/06/20,22:06:17.159,TRF222,9975,186,,TRF
AAA26A,2022/06/20,22:06:20.738,AAL2267,10000,69,2234,AAL
A94B4D,2022/06/20,22:07:01.463,FFT507,2000,440,,FFT
A5D570,2022/06/20,22:07:22.483,N82075,32000,65,,Private
AC77D3,2022/06/20,22:07:38.115,N82075,17725,317,,Private
A5CE40,2022/06/20,22:07:43.799,FFT507,1900,339,2204,FFT
AC267C,2022/06/20,22:08:21.572,N82075,2225,198,2343,Private
A0E250,2022/06/20,22:09:24.031,N82075,1300,422,5217,Private
A1DD6C,2022/06/20,22:10:06.718,TRF222,1700,321,,TRF
AD493B,2022/06/20,22:10:11.631,SWA3019,10275,328,2217,SWA
A9FB3E,2022/06/20,22:10:55.788,SWA3019,32025,126,,SWA
A05939,2022/06/20,22:11:24.094,UAL2308,11475,424,,UAL
ACD961,2022/06/20,22:11:32.416,UAL2308,9775,178,552,UAL
AA6FCA,2022/06/20,22:11:48.242,NKS1857,11175,449,1045,NKS
A038FF,2022/06/20,22:13:18.081,AAL1138,12675,470,2474,AAL
AD8F4B,2022/06/20,22:14:18.692,FDX1660 ,14725,299,2343,FDX
A43EA3,2022/06/20,22:14:19.986,UAL2739,39000,390,2547,UAL
AC5331,2022/06/20,22:14:30.261,,15150,472,,NA
AB39F0,2022/06/20,22:14:30.616,AAL1996,33575,315,,AAL
A0D19E,2022/06/20,22:14:41.057,AAL1138,8950,172,2343,AAL
ABD8E4,2022/06/20,22:16:19.070,SKW5608,10925,340,533,SKW
A2BD48,2022/06/20,22:16:57.497,AAL1996,34000,439,526,AAL
A260BC,2022/06/20,22:17:06.468,SKW5608,34000,229,533,SKW
A336E3,2022/06/20,22:17:23.630,SKW5608,34000,292,,SKW
A98515,2022/06/20,22:17:45.326,SWA745,2375,441,,SWA
A533CA,2022/06/20,22:18:19.096,UAL2739,38000,470,,UAL
A3A0CA,2022/06/20,22:18:28.627,N82075,36000,439,2547,Private
A60C09,2022/06/20,22:18:56.197,,,448,,NA
ACB260,2022/06/20,22:18:56.284,SWA745,1800,157,745,SWA
A4EE59,2022/06/20,22:19:25.436,SWA745,1200,471,1411,SWA
A25278,2022/06/20,22:20:22.076,UPS753,1275,103,2466,UPS
A4CFE0,2022/06/20,22:21:20.423,UPS753,12750,107,,UPS
A9E93B,2022/06/20,22:21:34.093,ASH5697,36000,277,2403,ASH
AA147A,2022/06/20,22:21:50.596,FDX1286,35000,103,2547,FDX
AC81D2,2022/06/20,22:22:59.318,N917TL,9875,287,,Private
A987AA,2022/06/20,22:23:22.200,SKW3157 ,36000,451,1122,SKW
A50126,2022/06/20,22:24:35.014,FDX1344,8925,319,771,FDX
A0E249,2022/06/20,22:25:44.362,UPS1349,2925,202,7451,UPS
A2F74A,2022/06/20,22:26:10.933,UPS789,38950,479,,UPS
A84A7B,2022/06/20,22:26:51.239,FDX1344,34975,283,5127,FDX
A07F1B,2022/06/20,22:27:24.683,SKW3206,37025,452,7456,SKW
A3EEB0,2022/06/20,22:28:02.978,,10400,315,,NA
ACFDF4,2022/06/20,22:28:05.829,FDX1286,14950,386,7456,FDX
ADDB4A,2022/06/20,22:29:27.450,N82075,38000,472,2530,Private
AA6E58,2022/06/20,22:29:48.723,FDX1286,35000,195,771,FDX
A51763,2022/06/20,22:31:41.190,SWA1704,36000,434,2354,SWA
AD5720,2022/06/20,22:32:58.045,SKW3198,27150,468,,SKW
A2F092,2022/06/20,22:33:00.835,,9250,,,NA
ABC0C1,2022/06/20,22:33:01.803,SWA1946,2250,306,2325,SWA
A2B991,2022/06/20,22:33:09.898,FDX1286,2400,465,6213,FDX
A8FC06,2022/06/20,22:34:29.193,FDX1315,34000,471,6213,FDX
A728EB,2022/06/20,22:35:48.553,SKW3198,13650,472,6213,SKW
AD6EC6,2022/06/20,22:36:22.010,SKW3198,39025,178,2656,SKW
A4491D,2022/06/20,22:36:54.816,FDX1315,15450,479,,FDX
ACFD2C,2022/06/20,22:38:05.134,SKW3198,2150,402,2317,SKW
ACAD7B,2022/06/20,22:38:24.619,ENY4100,39025,182,2526,ENY
A0B199,2022/06/20,22:39:14.289,ENY4100,2350,178,2317,ENY
A04D68,2022/06/20,22:41:17.498,FDX1315,34000,146,,FDX
A75A10,2022/06/20,22:42:07.618,,34000,118,2656,NA
ACB468,2022/06/20,22:42:11.311,UAL511,1950,465,2656,UAL
A41447,2022/06/20,22:43:41.853,N131CA,1925,455,5244,Private
AC9E9F,2022/06/20,22:44:00.916,ASH5783,2425,458,,ASH
A5465D,2022/06/20,22:44:02.649,UAL511,2425,350,2402,UAL
AA76A8,2022/06/20,22:44:35.711,,7925,295,2211,NA
A3B4D6,2022/06/20,22:44:44.408,,2375,189,5244,NA
A276D3,2022/06/20,22:44:48.746,AAL508,40000,312,,AAL
A8D62A,2022/06/20,22:44:51.518,AAL1085,2525,197,5244,AAL
A29DEE,2022/06/20,22:45:22.336,,2300,176,,NA
AD50A9,2022/06/20,22:45:29.337,AAL1085,2425,186,,AAL
AC828F,2022/06/20,22:46:00.744,N917TL,10700,183,5102,Private
ACB285,2022/06/20,22:47:10.426,AAL2568 ,40000,139,,AAL
AC741C,2022/06/20,22:47:57.698,ENY3545,2350,303,6212,ENY
A390E3,2022/06/20,22:48:40.256,,12650,354,,NA
AB774B,2022/06/20,22:48:40.728,ASH5874,10975,346,532,ASH
ABE77A,2022/06/20,22:48:48.456,FDX1311,2450,318,2323,FDX
A58DE0,2022/06/20,22:49:47.866,,14975,401,,NA
AA0300,2022/06/20,22:49:48.513,ENY3545,36975,462,2366,ENY
A8EE50,2022/06/20,22:50:19.682,AAL508,15925,353,2233,AAL
ACDF9A,2022/06/20,22:50:23.863,ASH5874,37000,208,6505,ASH
A0E086,2022/06/20,22:51:04.652,ASH5874,15325,175,2323,ASH
A0E869,2022/06/20,22:52:05.024,ASH5874,18725,196,,ASH
AA8859,2022/06/20,22:52:10.363,AAL2568,10575,372,6212,AAL
A0F91D,2022/06/20,22:53:46.625,AAL2564,15050,173,,AAL
A912F0,2022/06/20,22:53:48.330,ASH5885,10500,352,5141,ASH
ADE543,2022/06/20,22:54:40.187,AAL2568,14950,170,6505,AAL
