HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
AD247C,2022/06/20,07:00:03.906,,8925,,,NA
ACB468,2022/06/20,07:00:03.973,,,,,NA
AC96FC,2022/06/20,07:00:03.999,,8925,447,,NA
AD20F4,2022/06/20,07:00:04.157,,35000,271,,NA
AB17E1,2022/06/20,07:00:05.325,AAL1230,3400,447,,AAL
A98515,2022/06/20,07:00:08.654,N8137U,6925,285,5273,Private
AB06A1,2022/06/20,07:00:54.700,N910DF,39000,92,,Private
A1F116,2022/06/20,07:01:02.837,N8097H,11325,94,,Private
A3DC34,2022/06/20,07:01:29.404,ENY3300,10900,95,3142,ENY
AC23EF,2022/06/20,07:01:43.772,N8137U,39000,448,,Private
AD84DE,2022/06/20,07:01:43.989,N8097H,9075,98,,Private
A9614D,2022/06/20,07:01:51.356,ENY3300,10300,104,3142,ENY
A8FD2C,2022/06/20,07:02:03.209,N8137U,9950,247,3142,Private
ADB656,2022/06/20,07:02:10.334,,35025,279,,NA
AC07FD,2022/06/20,07:02:11.909,,36000,105,,NA
A8FA0A,2022/06/20,07:02:15.593,AAL2442,9475,201,7304,AAL
ACCB22,2022/06/20,07:02:39.683,DAL2239,37025,99,3142,DAL
A07177,2022/06/20,07:03:43.790,N8137U,2275,459,,Private
A9A404,2022/06/20,07:03:50.790,N8097H,3200,460,2276,Private
ACEA6A,2022/06/20,07:06:47.071,,,,,NA
ADDA1E,2022/06/20,07:06:47.173,SWA2287,1600,380,7304,SWA
A4189F,2022/06/20,07:07:00.070,N8097H,2375,100,537,Private
A8592C,2022/06/20,07:07:22.692,N8137U,10575,73,2437,Private
AB6FDD,2022/06/20,07:07:53.177,N8097H,11850,355,2437,Private
AB6229,2022/06/20,07:08:04.227,AAL2789,1900,467,2437,AAL
ACD143,2022/06/20,07:08:42.851,,10750,290,,NA
A163F2,2022/06/20,07:08:49.119,AAL2789,15400,326,2437,AAL
AD2736,2022/06/20,07:08:55.028,SKW3106,22950,188,537,SKW
AB329E,2022/06/20,07:09:21.492,,25475,319,,NA
A708B0,2022/06/20,07:09:22.982,GLF64,11725,449,551,GLF
AAA621,2022/06/20,07:09:30.205,,,,,NA
ACF972,2022/06/20,07:09:30.397,GLF64,9200,453,551,GLF
AD0D6B,2022/06/20,07:10:01.851,ASH5877,25700,272,2417,ASH
AC608E,2022/06/20,07:10:47.686,ASH5772,10475,258,2417,ASH
A32C96,2022/06/20,07:11:19.979,N303XT  ,9825,454,5211,Private
A9AB72,2022/06/20,07:11:36.064,,15350,455,,NA
A2B081,2022/06/20,07:11:37.513,GLF64,29400,472,,GLF
A11745,2022/06/20,07:11:42.118,SWA2765,38000,265,5211,SWA
780232,2022/06/20,07:12:41.748,AAL2342,9725,269,2756,AAL
ACD82C,2022/06/20,07:13:44.812,UAL305,3825,313,551,UAL
A3AA6F,2022/06/20,07:14:05.605,AAL1595,18900,115,7336,AAL
AA1F97,2022/06/20,07:14:18.810,N335X,14325,270,7336,Private
AB7FEE,2022/06/20,07:14:36.852,AAL1595,37050,316,5260,AAL
AB7B54,2022/06/20,07:15:13.889,DAL1662,38000,456,5260,DAL
A345C3,2022/06/20,07:15:27.392,N31PF   ,38000,,,Private
A3A222,2022/06/20,07:15:27.649,DAL2563,37000,266,2336,DAL
AA3839,2022/06/20,07:16:00.639,SWA2765,15000,454,,SWA
A10931,2022/06/20,07:16:04.589,DAL2563,2225,100,,DAL
A94B6B,2022/06/20,07:16:36.637,N335X,35000,275,1200,Private
C00B86,2022/06/20,07:17:21.902,AAL2286,4350,120,7232,AAL
A36549,2022/06/20,07:17:29.678,N839RV,6250,259,2516,Private
A466D2,2022/06/20,07:18:06.252,N31PF,36975,277,2576,Private
A3C2A9,2022/06/20,07:20:21.356,N318HS,7300,280,1714,Private
AB68F9,2022/06/20,07:21:19.187,N318HS,2600,285,556,Private
AC38D3,2022/06/20,07:21:54.672,SKW3138,2675,391,2565,SKW
A7C935,2022/06/20,07:22:31.072,,16975,470,,NA
A23FE5,2022/06/20,07:22:31.446,N31PF,20425,345,,Private
A68FF6,2022/06/20,07:22:42.732,N335X,5375,397,,Private
ACE8DA,2022/06/20,07:23:24.360,N335X,5325,118,,Private
ADC180,2022/06/20,07:23:32.228,N318HS,11075,281,,Private
A071C8,2022/06/20,07:24:00.448,N335X,8550,476,2371,Private
A1314E,2022/06/20,07:24:23.199,N335X,5350,118,502,Private
AB1B3E,2022/06/20,07:25:19.778,N9306G,35000,118,7310,Private
AB5F6A,2022/06/20,07:26:41.861,UAL1253,35000,470,,UAL
AC5310,2022/06/20,07:26:51.442,N600WB,35000,457,,Private
ABF949,2022/06/20,07:27:14.685,UAL1253,35000,386,,UAL
A1C2B3,2022/06/20,07:27:20.255,ASH5820,9175,295,2616,ASH
A0DDFB,2022/06/20,07:27:58.987,ASH5820,11775,466,2616,ASH
A6C247,2022/06/20,07:28:49.819,UAL2382 ,8425,308,2611,UAL
AAA28D,2022/06/20,07:29:03.894,SWA749,34000,330,2611,SWA
A85B94,2022/06/20,07:29:35.121,UAL505,31000,471,2371,UAL
AB39F0,2022/06/20,07:31:17.935,SWA749,21400,174,530,SWA
A05F31,2022/06/20,07:31:54.218,SWA749,2600,470,2257,SWA
AD15CC,2022/06/20,07:32:23.638,UAL505,2225,443,516,UAL
A1A286,2022/06/20,07:33:08.536,AAL2627,24050,451,516,AAL
A56505,2022/06/20,07:35:18.019,NKS207,32725,291,,NKS
A3209F,2022/06/20,07:35:41.230,NKS207,10175,426,,NKS
A9046D,2022/06/20,07:36:08.115,NKS207,10475,204,2344,NKS
ABC7C6,2022/06/20,07:36:36.954,,11300,274,,NA
AB8D84,2022/06/20,07:36:37.230,N8431L,2400,352,516,Private
A04EDB,2022/06/20,07:37:05.707,N8431L,2300,366,516,Private
A923A7,2022/06/20,07:38:34.271,NKS207,34000,382,,NKS
A2362A,2022/06/20,07:38:44.366,NKS207,16200,448,516,NKS
AC0417,2022/06/20,07:39:30.709,NKS207,17925,391,1771,NKS
A1EF65,2022/06/20,07:40:28.094,NKS718,1300,337,1144,NKS
A8CED2,2022/06/20,07:41:10.593,UAL2167,28000,270,3676,UAL
ADA6B9,2022/06/20,07:43:33.903,,34000,396,,NA
A3B86C,2022/06/20,07:43:34.516,SKW4632,2350,396,2203,SKW
A0822C,2022/06/20,07:44:46.932,N447EC,26150,417,3676,Private
A79433,2022/06/20,07:45:15.101,CWG300,26850,414,3676,CWG
ABAC48,2022/06/20,07:46:42.119,SKW4632,45000,187,505,SKW
A9029D,2022/06/20,07:47:08.971,SKW4632,1250,441,2605,SKW
A63AEF,2022/06/20,07:48:13.083,LXJ588,31000,220,,LXJ
