Date,Time,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
2022-06-24,00:00:00,Friday,29.17,87,12,SE,No
2022-06-24,01:00:00,Friday,29.16,86,12,SE,No
2022-06-24,02:00:00,Friday,29.14,83,9,S,No
2022-06-24,03:00:00,Friday,29.13,84,10,S,No
2022-06-24,04:00:00,Friday,29.15,81,6,S,No
2022-06-24,05:00:00,Friday,29.16,80,5,S,No
2022-06-24,06:00:00,Friday,29.17,80,5,S,No
2022-06-24,07:00:00,Friday,29.19,83,8,S,No
2022-06-24,08:00:00,Friday,29.20,86,10,SW,No
2022-06-24,09:00:00,Friday,29.20,91,10,S,No
2022-06-24,10:00:00,Friday,29.19,95,14,S,No
2022-06-24,11:00:00,Friday,29.19,97,14,S,No
2022-06-24,24:00:00,Friday,29.17,100,8,S,No
2022-06-24,13:00:00,Friday,29.15,100,7,VAR,No
2022-06-24,14:00:00,Friday,29.13,102,13,S,No
2022-06-24,15:00:00,Friday,29.11,102,10,SE,No
2022-06-24,16:00:00,Friday,29.09,102,14,E,No
2022-06-24,17:00:00,Friday,29.09,101,16,E,No
2022-06-24,18:00:00,Friday,29.08,99,18,S,No
2022-06-24,19:00:00,Friday,29.10,97,16,SE,No
2022-06-24,20:00:00,Friday,29.11,94,13,S,No
2022-06-24,21:00:00,Friday,29.13,92,12,S,No
2022-06-24,22:00:00,Friday,29.15,91,13,S,No
2022-06-24,23:00:00,Friday,29.15,89,14,SE,No
