Date,Time,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
2022-06-30,00:00:00,Thursday,29.33,80,6,E,No
2022-06-30,01:00:00,Thursday,29.32,78,6,E,No
2022-06-30,02:00:00,Thursday,29.32,77,6,E,No
2022-06-30,03:00:00,Thursday,29.31,76,6,E,No
2022-06-30,04:00:00,Thursday,29.31,74,0,CALM,No
2022-06-30,05:00:00,Thursday,29.32,76,3,E,No
2022-06-30,06:00:00,Thursday,29.31,75,3,E,No
2022-06-30,07:00:00,Thursday,29.31,77,3,E,No
2022-06-30,08:00:00,Thursday,29.32,80,6,S,No
2022-06-30,09:00:00,Thursday,29.31,84,5,S,No
2022-06-30,10:00:00,Thursday,29.30,89,5,SW,No
2022-06-30,11:00:00,Thursday,29.28,92,6,S,No
2022-06-30,24:00:00,Thursday,29.27,95,0,,No
2022-06-30,13:00:00,Thursday,29.25,95,5,E,No
2022-06-30,14:00:00,Thursday,29.22,96,7,E,No
2022-06-30,15:00:00,Thursday,29.20,97,0,,No
2022-06-30,16:00:00,Thursday,29.18,97,8,S,No
2022-06-30,17:00:00,Thursday,29.16,97,9,SE,No
2022-06-30,18:00:00,Thursday,29.15,96,7,E,No
2022-06-30,19:00:00,Thursday,29.15,94,12,E,No
2022-06-30,20:00:00,Thursday,29.16,92,10,E,No
2022-06-30,21:00:00,Thursday,29.18,90,15,E,No
2022-06-30,22:00:00,Thursday,29.20,88,22,SE,No
2022-06-30,23:00:00,Thursday,29.22,85,18,S,No
