Date,Time,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
2022-07-04,00:00:00,Monday,29.23,80,0,CALM,No
2022-07-04,01:00:00,Monday,29.23,81,7,S,No
2022-07-04,02:00:00,Monday,29.23,83,12,S,No
2022-07-04,03:00:00,Monday,29.24,83,10,S,No
2022-07-04,04:00:00,Monday,29.24,81,12,S,No
2022-07-04,05:00:00,Monday,29.26,79,8,S,No
2022-07-04,06:00:00,Monday,29.27,78,9,S,No
2022-07-04,07:00:00,Monday,29.29,81,12,S,No
2022-07-04,08:00:00,Monday,29.30,83,14,S,No
2022-07-04,09:00:00,Monday,29.30,87,14,S,No
2022-07-04,10:00:00,Monday,29.30,89,9,S,No
2022-07-04,11:00:00,Monday,29.29,92,15,SE,No
2022-07-04,24:00:00,Monday,29.28,94,16,S,No
2022-07-04,13:00:00,Monday,29.25,97,14,S,No
2022-07-04,14:00:00,Monday,29.24,99,14,S,No
2022-07-04,15:00:00,Monday,29.21,99,13,S,No
2022-07-04,16:00:00,Monday,29.19,99,14,S,No
2022-07-04,17:00:00,Monday,29.18,99,15,S,No
2022-07-04,18:00:00,Monday,29.17,97,15,S,No
2022-07-04,19:00:00,Monday,29.18,95,16,S,No
2022-07-04,20:00:00,Monday,29.19,93,15,S,No
2022-07-04,21:00:00,Monday,29.20,91,12,S,No
2022-07-04,22:00:00,Monday,29.22,89,12,S,No
2022-07-04,23:00:00,Monday,29.23,88,13,S,No
