Date,Time,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
2022-06-28,00:00:00,Tuesday,29.40,80,7,E,No
2022-06-28,01:00:00,Tuesday,29.40,80,6,E,No
2022-06-28,02:00:00,Tuesday,29.39,79,12,E,No
2022-06-28,03:00:00,Tuesday,29.41,79,9,E,No
2022-06-28,04:00:00,Tuesday,29.40,78,8,E,No
2022-06-28,05:00:00,Tuesday,29.40,77,10,E,No
2022-06-28,06:00:00,Tuesday,29.40,77,9,E,No
2022-06-28,07:00:00,Tuesday,29.42,78,10,E,No
2022-06-28,08:00:00,Tuesday,29.44,80,13,E,No
2022-06-28,09:00:00,Tuesday,29.45,81,10,E,No
2022-06-28,10:00:00,Tuesday,29.45,84,8,E,No
2022-06-28,11:00:00,Tuesday,29.45,84,10,NE,No
2022-06-28,24:00:00,Tuesday,29.44,84,7,NE,No
2022-06-28,13:00:00,Tuesday,29.42,88,16,N,No
2022-06-28,14:00:00,Tuesday,29.42,90,9,NE,No
2022-06-28,15:00:00,Tuesday,29.39,89,12,N,No
2022-06-28,16:00:00,Tuesday,29.36,90,0,,No
2022-06-28,17:00:00,Tuesday,29.33,89,3,VAR,No
2022-06-28,18:00:00,Tuesday,29.32,89,9,E,No
2022-06-28,19:00:00,Tuesday,29.32,87,10,NE,No
2022-06-28,20:00:00,Tuesday,29.34,85,8,NE,No
2022-06-28,21:00:00,Tuesday,29.35,81,8,N,No
2022-06-28,22:00:00,Tuesday,29.37,81,10,NE,No
2022-06-28,23:00:00,Tuesday,29.39,79,8,NE,No
