Date,Time,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
2022-06-20,00:00:00,Monday,29.28,80,8,E,No
2022-06-20,01:00:00,Monday,29.29,80,10,E,No
2022-06-20,02:00:00,Monday,29.29,79,12,E,No
2022-06-20,03:00:00,Monday,29.29,78,7,E,No
2022-06-20,04:00:00,Monday,29.31,78,9,E,No
2022-06-20,05:00:00,Monday,29.31,77,7,E,No
2022-06-20,06:00:00,Monday,29.32,76,8,SE,No
2022-06-20,07:00:00,Monday,29.33,79,8,SE,No
2022-06-20,08:00:00,Monday,29.34,83,9,S,No
2022-06-20,09:00:00,Monday,29.34,86,6,S,No
2022-06-20,10:00:00,Monday,29.34,90,7,S,No
2022-06-20,11:00:00,Monday,29.34,93,12,S,No
2022-06-20,12:00:00,Monday,29.32,96,10,SE,No
2022-06-20,13:00:00,Monday,29.31,97,10,S,No
2022-06-20,14:00:00,Monday,29.29,99,13,S,No
2022-06-20,15:00:00,Monday,29.27,99,13,E,No
2022-06-20,16:00:00,Monday,29.25,100,16,SE,No
2022-06-20,17:00:00,Monday,29.24,99,15,SE,No
2022-06-20,18:00:00,Monday,29.24,97,13,S,No
2022-06-20,19:00:00,Monday,29.23,95,12,SE,No
2022-06-20,20:00:00,Monday,29.25,93,12,SE,No
2022-06-20,21:00:00,Monday,29.27,91,10,SE,No
2022-06-20,22:00:00,Monday,29.31,89,12,SE,No
2022-06-20,23:00:00,Monday,29.32,87,7,E,No
