Date,Time,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
2022-06-29,00:00:00,Wednesday,29.39,78,7,NE,No
2022-06-29,01:00:00,Wednesday,29.39,77,7,E,No
2022-06-29,02:00:00,Wednesday,29.38,76,6,E,No
2022-06-29,03:00:00,Wednesday,29.38,76,5,E,No
2022-06-29,04:00:00,Wednesday,29.38,74,5,E,No
2022-06-29,05:00:00,Wednesday,29.39,74,6,NE,No
2022-06-29,06:00:00,Wednesday,29.41,74,5,E,No
2022-06-29,07:00:00,Wednesday,29.43,76,7,E,No
2022-06-29,08:00:00,Wednesday,29.44,79,10,E,No
2022-06-29,09:00:00,Wednesday,29.44,83,12,E,No
2022-06-29,10:00:00,Wednesday,29.44,85,8,E,No
2022-06-29,11:00:00,Wednesday,29.43,86,6,E,No
2022-06-29,24:00:00,Wednesday,29.41,90,8,N,No
2022-06-29,13:00:00,Wednesday,29.39,89,0,CALM,No
2022-06-29,14:00:00,Wednesday,29.37,91,7,VAR,No
2022-06-29,15:00:00,Wednesday,29.35,93,9,N,No
2022-06-29,16:00:00,Wednesday,29.33,92,5,VAR,No
2022-06-29,17:00:00,Wednesday,29.32,93,10,E,No
2022-06-29,18:00:00,Wednesday,29.31,91,5,E,No
2022-06-29,19:00:00,Wednesday,29.31,89,10,E,No
2022-06-29,20:00:00,Wednesday,29.32,88,7,E,No
2022-06-29,21:00:00,Wednesday,29.32,86,9,E,No
2022-06-29,22:00:00,Wednesday,29.34,84,7,E,No
2022-06-29,23:00:00,Wednesday,29.34,83,8,E,No
