Date,Time,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
2022-06-26,00:00:00,Sunday,29.26,83,8,S,No
2022-06-26,01:00:00,Sunday,29.25,83,3,S,No
2022-06-26,02:00:00,Sunday,29.25,83,7,S,No
2022-06-26,03:00:00,Sunday,29.25,84,9,S,No
2022-06-26,04:00:00,Sunday,29.26,81,7,S,No
2022-06-26,05:00:00,Sunday,29.29,78,3,W,No
2022-06-26,06:00:00,Sunday,29.32,79,0,CALM,No
2022-06-26,07:00:00,Sunday,29.33,80,0,CALM,No
2022-06-26,08:00:00,Sunday,29.36,86,15,NW,No
2022-06-26,09:00:00,Sunday,29.37,90,9,NW,No
2022-06-26,10:00:00,Sunday,29.36,94,12,N,No
2022-06-26,11:00:00,Sunday,29.35,97,13,NW,No
2022-06-26,24:00:00,Sunday,29.34,98,10,N,No
2022-06-26,13:00:00,Sunday,29.32,99,7,VAR,No
2022-06-26,14:00:00,Sunday,29.31,99,14,N,No
2022-06-26,15:00:00,Sunday,29.29,98,0,,No
2022-06-26,16:00:00,Sunday,29.28,98,14,N,No
2022-06-26,17:00:00,Sunday,29.27,99,13,NE,No
2022-06-26,18:00:00,Sunday,29.27,95,15,NE,No
2022-06-26,19:00:00,Sunday,29.30,92,18,N,No
2022-06-26,20:00:00,Sunday,29.32,89,22,N,No
2022-06-26,21:00:00,Sunday,29.35,86,20,N,No
2022-06-26,22:00:00,Sunday,29.38,84,13,N,No
2022-06-26,23:00:00,Sunday,29.40,82,17,N,No
