Date,Time,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
2022-07-21,23:00:00,Thursday,29.92,91.04,12.75,E,No
2022-07-21,22:00:00,Thursday,29.9,91.94,10.29,SE,No
2022-07-21,21:00:00,Thursday,29.89,93.92,8.05,E,No
2022-07-21,20:00:00,Thursday,29.88,96.08,11.41,SE,No
2022-07-21,19:00:00,Thursday,29.87,98.06,14.99,SE,No
2022-07-21,18:00:00,Thursday,29.85,98.96,10.29,SE,No
2022-07-21,17:00:00,Thursday,29.85,100.94,9.17,SE,No
2022-07-21,16:00:00,Thursday,29.88,102.02,12.75,SE,No
2022-07-21,15:00:00,Thursday,29.91,100.04,8.05,E,No
2022-07-21,14:00:00,Thursday,29.92,100.04,8.05,E,No
2022-07-21,13:00:00,Thursday,29.94,96.08,8.05,E,No
2022-07-21,12:00:00,Thursday,29.95,93.02,3.36,NA,No
2022-07-21,11:00:00,Thursday,29.96,93.02,4.7,NA,No
2022-07-21,10:00:00,Thursday,29.97,89.06,0.0,,No
2022-07-21,09:00:00,Thursday,29.96,87.98,6.94,S,No
2022-07-21,08:00:00,Thursday,29.95,86.0,8.05,S,No
2022-07-21,07:00:00,Thursday,29.94,84.02,6.94,S,No
2022-07-21,06:00:00,Thursday,29.91,84.02,6.94,SE,No
2022-07-21,05:00:00,Thursday,29.87,84.92,10.29,S,No
2022-07-21,04:00:00,Thursday,29.86,87.98,8.05,S,No
2022-07-21,03:00:00,Thursday,29.84,89.06,9.17,S,Yes
2022-07-21,02:00:00,Thursday,29.84,89.96,16.11,S,No
2022-07-21,01:00:00,Thursday,29.84,91.94,16.11,S,No
2022-07-21,00:00:00,Thursday,29.85,93.92,14.99,S,No
