Date,Time,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
2022-07-10,00:00:00,Sunday,29.26,88,9,N,No
2022-07-10,01:00:00,Sunday,29.26,86,8,N,No
2022-07-10,02:00:00,Sunday,29.25,85,6,N,No
2022-07-10,03:00:00,Sunday,29.25,84,6,N,No
2022-07-10,04:00:00,Sunday,29.25,83,7,N,No
2022-07-10,05:00:00,Sunday,29.25,79,5,N,No
2022-07-10,06:00:00,Sunday,29.26,79,8,N,No
2022-07-10,07:00:00,Sunday,29.27,82,9,N,No
2022-07-10,08:00:00,Sunday,29.28,86,6,N,No
2022-07-10,09:00:00,Sunday,29.28,90,8,N,No
2022-07-10,10:00:00,Sunday,29.28,93,7,N,No
2022-07-10,11:00:00,Sunday,29.27,96,8,N,No
2022-07-10,24:00:00,Sunday,29.25,98,10,N,No
2022-07-10,13:00:00,Sunday,29.22,98,12,N,No
2022-07-10,14:00:00,Sunday,29.20,101,7,VAR,No
2022-07-10,15:00:00,Sunday,29.17,102,10,N,No
2022-07-10,16:00:00,Sunday,29.15,101,13,NE,No
2022-07-10,17:00:00,Sunday,29.13,100,8,NE,No
2022-07-10,18:00:00,Sunday,29.12,99,7,E,No
2022-07-10,19:00:00,Sunday,29.11,97,9,NE,No
2022-07-10,20:00:00,Sunday,29.11,94,7,NE,No
2022-07-10,21:00:00,Sunday,29.13,93,8,NE,No
2022-07-10,22:00:00,Sunday,29.16,92,10,E,No
2022-07-10,23:00:00,Sunday,29.17,91,7,E,No
