Date,Time,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
2022-07-02,00:00:00,Saturday,29.19,83,13,SE,No
2022-07-02,01:00:00,Saturday,29.19,81,14,SE,No
2022-07-02,02:00:00,Saturday,29.19,80,9,S,No
2022-07-02,03:00:00,Saturday,29.18,78,9,SE,No
2022-07-02,04:00:00,Saturday,29.18,77,7,SE,No
2022-07-02,05:00:00,Saturday,29.18,76,6,SE,No
2022-07-02,06:00:00,Saturday,29.19,76,6,S,No
2022-07-02,07:00:00,Saturday,29.20,79,6,S,No
2022-07-02,08:00:00,Saturday,29.20,83,5,VAR,No
2022-07-02,09:00:00,Saturday,29.20,87,5,VAR,No
2022-07-02,10:00:00,Saturday,29.20,89,6,S,No
2022-07-02,11:00:00,Saturday,29.19,90,3,W,No
2022-07-02,24:00:00,Saturday,29.18,92,3,S,No
2022-07-02,13:00:00,Saturday,29.17,95,7,E,No
2022-07-02,14:00:00,Saturday,29.14,97,9,SE,No
2022-07-02,15:00:00,Saturday,29.12,99,12,E,No
2022-07-02,16:00:00,Saturday,29.12,96,0,CALM,No
2022-07-02,17:00:00,Saturday,29.12,90,17,SE,No
2022-07-02,18:00:00,Saturday,29.11,88,10,S,No
2022-07-02,19:00:00,Saturday,29.12,89,7,S,No
2022-07-02,20:00:00,Saturday,29.13,89,9,E,No
2022-07-02,21:00:00,Saturday,29.15,87,12,E,No
2022-07-02,22:00:00,Saturday,29.17,85,12,E,No
2022-07-02,23:00:00,Saturday,29.20,84,13,SE,No
