Date,Time,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
2022-06-25,00:00:00,Saturday,29.15,86,7,SE,No
2022-06-25,01:00:00,Saturday,29.15,86,10,S,No
2022-06-25,02:00:00,Saturday,29.15,85,9,S,No
2022-06-25,03:00:00,Saturday,29.16,83,8,S,No
2022-06-25,04:00:00,Saturday,29.17,83,10,S,No
2022-06-25,05:00:00,Saturday,29.18,79,6,S,No
2022-06-25,06:00:00,Saturday,29.20,80,7,S,No
2022-06-25,07:00:00,Saturday,29.21,82,9,S,No
2022-06-25,08:00:00,Saturday,29.23,85,10,S,No
2022-06-25,09:00:00,Saturday,29.23,88,9,SW,No
2022-06-25,10:00:00,Saturday,29.24,92,7,VAR,No
2022-06-25,11:00:00,Saturday,29.24,94,9,S,No
2022-06-25,24:00:00,Saturday,29.24,97,7,VAR,No
2022-06-25,13:00:00,Saturday,29.22,99,13,S,No
2022-06-25,14:00:00,Saturday,29.19,100,8,S,No
2022-06-25,15:00:00,Saturday,29.17,101,0,,No
2022-06-25,16:00:00,Saturday,29.16,101,15,E,No
2022-06-25,17:00:00,Saturday,29.15,100,8,SE,No
2022-06-25,18:00:00,Saturday,29.15,99,10,E,No
2022-06-25,19:00:00,Saturday,29.16,97,10,SE,No
2022-06-25,20:00:00,Saturday,29.19,94,12,SE,No
2022-06-25,21:00:00,Saturday,29.22,91,8,SE,No
2022-06-25,22:00:00,Saturday,29.25,90,13,SE,No
2022-06-25,23:00:00,Saturday,29.26,88,10,SE,No
