Date,Time,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
2022-07-07,00:00:00,Thursday,29.17,88,15,SE,No
2022-07-07,01:00:00,Thursday,29.17,85,16,S,No
2022-07-07,02:00:00,Thursday,29.15,84,14,S,No
2022-07-07,03:00:00,Thursday,29.16,83,13,S,No
2022-07-07,04:00:00,Thursday,29.17,82,12,S,No
2022-07-07,05:00:00,Thursday,29.19,82,13,S,No
2022-07-07,06:00:00,Thursday,29.20,81,13,S,No
2022-07-07,07:00:00,Thursday,29.22,82,12,S,No
2022-07-07,08:00:00,Thursday,29.24,84,8,S,No
2022-07-07,09:00:00,Thursday,29.24,88,8,S,No
2022-07-07,10:00:00,Thursday,29.24,92,14,S,No
2022-07-07,11:00:00,Thursday,29.23,97,13,S,No
2022-07-07,12:00:00,Thursday,29.21,99,9,SE,No
2022-07-07,13:00:00,Thursday,29.19,100,13,S,No
2022-07-07,14:00:00,Thursday,29.17,101,12,S,No
2022-07-07,15:00:00,Thursday,29.16,101,0,,No
2022-07-07,16:00:00,Thursday,29.15,102,14,E,No
2022-07-07,17:00:00,Thursday,29.13,102,12,S,No
2022-07-07,18:00:00,Thursday,29.12,100,12,S,No
2022-07-07,19:00:00,Thursday,29.13,97,12,S,No
2022-07-07,20:00:00,Thursday,29.14,94,10,SE,No
2022-07-07,21:00:00,Thursday,29.16,91,8,S,No
2022-07-07,22:00:00,Thursday,29.18,90,9,S,No
2022-07-07,23:00:00,Thursday,29.19,87,7,S,No
