Date,Time,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
2022-07-15,00:00:00,Friday,29.32,79,0,CALM,No
2022-07-15,01:00:00,Friday,29.32,80,8,SE,No
2022-07-15,02:00:00,Friday,29.32,78,8,E,No
2022-07-15,03:00:00,Friday,29.32,77,7,SE,No
2022-07-15,04:00:00,Friday,29.32,76,7,E,No
2022-07-15,05:00:00,Friday,29.32,75,8,SE,No
2022-07-15,06:00:00,Friday,29.32,74,3,S,No
2022-07-15,07:00:00,Friday,29.32,78,5,S,No
2022-07-15,08:00:00,Friday,29.34,83,5,S,No
2022-07-15,09:00:00,Friday,29.33,87,7,S,No
2022-07-15,10:00:00,Friday,29.33,90,0,CALM,No
2022-07-15,11:00:00,Friday,29.32,93,10,SE,No
2022-07-15,12:00:00,Friday,29.32,94,0,,No
2022-07-15,13:00:00,Friday,29.31,97,13,SE,No
2022-07-15,14:00:00,Friday,29.29,98,6,VAR,No
2022-07-15,15:00:00,Friday,29.27,97,8,SE,No
2022-07-15,16:00:00,Friday,29.25,95,12,E,No
2022-07-15,17:00:00,Friday,29.24,97,9,E,No
2022-07-15,18:00:00,Friday,29.23,95,10,S,No
2022-07-15,19:00:00,Friday,29.24,94,9,SE,No
2022-07-15,20:00:00,Friday,29.24,91,12,S,No
2022-07-15,21:00:00,Friday,29.25,89,8,SE,No
2022-07-15,22:00:00,Friday,29.25,87,7,SE,No
2022-07-15,23:00:00,Friday,29.25,84,7,SE,No
