Date,Time,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
2022-07-17,23:00:00,Sunday,29.86,91.94,11.41,S,No
2022-07-17,22:00:00,Sunday,29.85,93.02,12.75,S,No
2022-07-17,21:00:00,Sunday,29.84,96.08,14.99,S,No
2022-07-17,20:00:00,Sunday,29.82,96.98,9.17,S,No
2022-07-17,19:00:00,Sunday,29.81,100.04,12.75,S,No
2022-07-17,18:00:00,Sunday,29.81,102.92,13.87,S,No
2022-07-17,17:00:00,Sunday,29.81,104.0,11.41,S,No
2022-07-17,16:00:00,Sunday,29.84,105.08,10.29,S,No
2022-07-17,15:00:00,Sunday,29.85,102.92,NA,NA,No
2022-07-17,14:00:00,Sunday,29.87,102.02,10.29,S,No
2022-07-17,13:00:00,Sunday,29.89,100.94,0.0,,No
2022-07-17,12:00:00,Sunday,29.91,100.04,8.05,SE,No
2022-07-17,11:00:00,Sunday,29.92,98.06,9.17,SW,No
2022-07-17,10:00:00,Sunday,29.92,93.02,10.29,SW,No
2022-07-17,09:00:00,Sunday,29.94,89.06,10.29,S,No
2022-07-17,08:00:00,Sunday,29.94,84.92,12.75,SW,No
2022-07-17,07:00:00,Sunday,29.94,82.04,10.29,S,No
2022-07-17,06:00:00,Sunday,29.94,80.96,8.05,S,No
2022-07-17,05:00:00,Sunday,29.91,82.04,10.29,S,No
2022-07-17,04:00:00,Sunday,29.9,82.94,13.87,S,No
2022-07-17,03:00:00,Sunday,29.91,84.02,12.75,S,No
2022-07-17,02:00:00,Sunday,29.91,86.0,10.29,S,No
2022-07-17,01:00:00,Sunday,29.91,86.0,9.17,S,No
2022-07-17,00:00:00,Sunday,29.91,87.08,10.29,S,No
