Date,Time,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
2022-06-23,00:00:00,Thursday,29.28,84,7,SE,No
2022-06-23,01:00:00,Thursday,29.27,83,5,S,No
2022-06-23,02:00:00,Thursday,29.26,83,3,E,No
2022-06-23,03:00:00,Thursday,29.26,82,5,E,No
2022-06-23,04:00:00,Thursday,29.26,81,5,E,No
2022-06-23,05:00:00,Thursday,29.27,80,0,CALM,No
2022-06-23,06:00:00,Thursday,29.28,78,3,S,No
2022-06-23,07:00:00,Thursday,29.29,83,0,CALM,No
2022-06-23,08:00:00,Thursday,29.28,86,3,VAR,No
2022-06-23,09:00:00,Thursday,29.28,91,6,VAR,No
2022-06-23,10:00:00,Thursday,29.27,94,10,S,No
2022-06-23,11:00:00,Thursday,29.25,96,8,S,No
2022-06-23,12:00:00,Thursday,29.23,98,8,SE,No
2022-06-23,13:00:00,Thursday,29.21,99,3,VAR,No
2022-06-23,14:00:00,Thursday,29.18,100,6,VAR,No
2022-06-23,15:00:00,Thursday,29.16,101,0,CALM,No
2022-06-23,16:00:00,Thursday,29.13,101,7,S,No
2022-06-23,17:00:00,Thursday,29.13,100,13,E,No
2022-06-23,18:00:00,Thursday,29.11,99,12,E,No
2022-06-23,19:00:00,Thursday,29.12,97,9,SE,No
2022-06-23,20:00:00,Thursday,29.12,95,10,SE,No
2022-06-23,21:00:00,Thursday,29.14,94,10,SE,No
2022-06-23,22:00:00,Thursday,29.15,91,9,SE,No
2022-06-23,23:00:00,Thursday,29.17,89,9,E,No
