Date,Time,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
2022-07-16,23:00:00,Saturday,29.92,87.98,8.05,SE,No
2022-07-16,22:00:00,Saturday,29.91,89.96,9.17,SE,No
2022-07-16,21:00:00,Saturday,29.9,91.94,10.29,SE,No
2022-07-16,20:00:00,Saturday,29.89,93.02,13.87,SE,No
2022-07-16,19:00:00,Saturday,29.88,95.0,11.41,SE,No
2022-07-16,18:00:00,Saturday,29.88,98.06,11.41,S,No
2022-07-16,17:00:00,Saturday,29.89,98.06,11.41,S,No
2022-07-16,16:00:00,Saturday,29.91,98.06,9.17,S,No
2022-07-16,15:00:00,Saturday,29.94,98.96,NA,NA,No
2022-07-16,14:00:00,Saturday,29.95,96.98,9.17,E,No
2022-07-16,13:00:00,Saturday,29.97,95.0,8.05,E,No
2022-07-16,12:00:00,Saturday,30.0,93.92,10.29,SE,No
2022-07-16,11:00:00,Saturday,30.02,91.04,5.82,NA,No
2022-07-16,10:00:00,Saturday,30.03,89.06,4.7,S,No
2022-07-16,09:00:00,Saturday,30.03,86.0,11.41,S,No
2022-07-16,08:00:00,Saturday,30.04,82.94,11.41,S,No
2022-07-16,07:00:00,Saturday,30.03,80.06,8.05,S,No
2022-07-16,06:00:00,Saturday,30.02,75.92,6.94,S,No
2022-07-16,05:00:00,Saturday,30.0,77.0,9.17,S,No
2022-07-16,04:00:00,Saturday,29.99,77.0,6.94,SE,No
2022-07-16,03:00:00,Saturday,29.99,80.06,8.05,S,No
2022-07-16,02:00:00,Saturday,29.99,80.06,8.05,S,No
2022-07-16,01:00:00,Saturday,29.99,82.94,10.29,S,No
2022-07-16,00:00:00,Saturday,29.99,84.02,10.29,S,No
