HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
ACC954,2022-07-05,20:01:20,ENY3596,12875,327,,ENY,Wednesday,29.12,95,13,SE,No
AB2729,2022-07-05,20:01:20,AAL632,21500,393,2244,AAL,Wednesday,29.12,95,13,SE,No
A0CBF4,2022-07-05,20:01:21,N150UC,1600,82,,Private,Wednesday,29.12,95,13,SE,No
A8FD3C,2022-07-05,20:01:22,NA,13425,344,,NA,Wednesday,29.12,95,13,SE,No
ACA6C0,2022-07-05,20:01:22,AAL2709,2350,202,3425,AAL,Wednesday,29.12,95,13,SE,No
A1EF65,2022-07-05,20:01:22,N2236W,3500,93,1200,Private,Wednesday,29.12,95,13,SE,No
AC6FA3,2022-07-05,20:01:33,FTH900,38000,477,,FTH,Wednesday,29.12,95,13,SE,No
AA2C62,2022-07-05,20:01:36,NA,,160,,NA,Wednesday,29.12,95,13,SE,No
AA596C,2022-07-05,20:01:36,SKW3077,7675,276,3601,SKW,Wednesday,29.12,95,13,SE,No
A3D4ED,2022-07-05,20:01:44,NA,2625,207,504,NA,Wednesday,29.12,95,13,SE,No
A0F73C,2022-07-05,20:01:48,NA,16700,392,,NA,Wednesday,29.12,95,13,SE,No
A8D206,2022-07-05,20:02:42,AAL1959,2425,199,,AAL,Wednesday,29.12,95,13,SE,No
A37DB9,2022-07-05,20:02:52,NA,36975,,,NA,Wednesday,29.12,95,13,SE,No
A344C5,2022-07-05,20:03:04,GTX889,3700,149,5131,GTX,Wednesday,29.12,95,13,SE,No
A8E6F2,2022-07-05,20:03:05,AAL303,2500,179,2204,AAL,Wednesday,29.12,95,13,SE,No
AD6B0F,2022-07-05,20:03:09,NA,19700,,,NA,Wednesday,29.12,95,13,SE,No
A28036,2022-07-05,20:03:14,NA,11175,346,,NA,Wednesday,29.12,95,13,SE,No
AD3994,2022-07-05,20:03:37,NA,11550,273,1414,NA,Wednesday,29.12,95,13,SE,No
ACF946,2022-07-05,20:03:41,ASH5693,2650,198,3637,ASH,Wednesday,29.12,95,13,SE,No
AAED17,2022-07-05,20:03:58,NA,10750,336,,NA,Wednesday,29.12,95,13,SE,No
ABFB46,2022-07-05,20:05:08,NA,2525,187,2361,NA,Wednesday,29.12,95,13,SE,No
A0E956,2022-07-05,20:05:28,N158QS,33650,479,,Private,Wednesday,29.12,95,13,SE,No
