HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
A76C61,2022-06-30,20:01:50,N578CP,2625,139,5626,Private,Friday,29.12,90,9,E,No
ACC091,2022-06-30,20:01:50,N9200Q,1700,130,1200,Private,Friday,29.12,90,9,E,No
A24EC1,2022-06-30,20:01:50,NA,16900,360,,NA,Friday,29.12,90,9,E,No
AA2A8A,2022-06-30,20:01:50,SWA1073,10800,302,,SWA,Friday,29.12,90,9,E,No
A999FD,2022-06-30,20:01:50,N718CF,19200,388,2201,Private,Friday,29.12,90,9,E,No
A17AD3,2022-06-30,20:01:51,NA,21900,,,NA,Friday,29.12,90,9,E,No
A2A26D,2022-06-30,20:02:02,SWA464,37000,452,1406,SWA,Friday,29.12,90,9,E,No
AB3446,2022-06-30,20:02:05,N82075,1200,98,574,Private,Friday,29.12,90,9,E,No
A13501,2022-06-30,20:02:11,NA,,,,NA,Friday,29.12,90,9,E,No
A1AC1A,2022-06-30,20:02:17,CMB585,2050,180,552,CMB,Friday,29.12,90,9,E,No
A80113,2022-06-30,20:02:31,N6148J,1600,102,1200,Private,Friday,29.12,90,9,E,No
A258B7,2022-06-30,20:02:43,NA,2375,195,,NA,Friday,29.12,90,9,E,No
ACC61E,2022-06-30,20:02:56,NA,,,,NA,Friday,29.12,90,9,E,No
AD3D4B,2022-06-30,20:03:12,NKS1017,12025,275,6166,NKS,Friday,29.12,90,9,E,No
A707D1,2022-06-30,20:03:22,NA,,,,NA,Friday,29.12,90,9,E,No
A2D92A,2022-06-30,20:03:30,ASA703,2200,213,6270,ASA,Friday,29.12,90,9,E,No
AC7E09,2022-06-30,20:04:22,NA,2225,203,6240,NA,Friday,29.12,90,9,E,No
A3A8BA,2022-06-30,20:04:39,NA,9550,297,,NA,Friday,29.12,90,9,E,No
A284B5,2022-06-30,20:05:20,SWA2982,39000,449,6535,SWA,Friday,29.12,90,9,E,No
A8B44E,2022-06-30,20:05:50,AAL303,2350,191,6216,AAL,Friday,29.12,90,9,E,No
A66B46,2022-06-30,20:06:16,N5120S,2650,78,,Private,Friday,29.12,90,9,E,No
ACBEB0,2022-06-30,20:06:27,ASH5693,2450,202,,ASH,Friday,29.12,90,9,E,No
A2F092,2022-06-30,20:06:47,ENY4193,14850,341,2534,ENY,Friday,29.12,90,9,E,No
A2BB10,2022-06-30,20:07:28,SWA523,9400,296,,SWA,Friday,29.12,90,9,E,No
A313BF,2022-06-30,20:07:32,NA,2200,196,2243,NA,Friday,29.12,90,9,E,No
A0D561,2022-06-30,20:07:39,AAL2254,2550,186,2212,AAL,Friday,29.12,90,9,E,No
