HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
AB3446,2022-06-20,22:00:08,N82075,2900,93,,Private,Monday,29.31,89,12,SE,No
A83C94,2022-06-20,22:00:08,PKW833,20000,281,,PKW,Monday,29.31,89,12,SE,No
A263DC,2022-06-20,22:00:09,NA,16950,,,NA,Monday,29.31,89,12,SE,No
A87CA9,2022-06-20,22:00:09,N646MS,1400,82,,Private,Monday,29.31,89,12,SE,No
A526E2,2022-06-20,22:00:09,AAL574,10475,276,1036,AAL,Monday,29.31,89,12,SE,No
AC8A63,2022-06-20,22:00:11,NKS310,33025,459,2032,NKS,Monday,29.31,89,12,SE,No
ACE01B,2022-06-20,22:00:13,N929FE,4950,155,,Private,Monday,29.31,89,12,SE,No
A6AADF,2022-06-20,22:00:55,NA,20650,452,,NA,Monday,29.31,89,12,SE,No
A2E25E,2022-06-20,22:01:01,UPS767,15000,388,,UPS,Monday,29.31,89,12,SE,No
ABBB24,2022-06-20,22:02:04,AAL2267,2250,188,2310,AAL,Monday,29.31,89,12,SE,No
A14F46,2022-06-20,22:02:25,NA,2425,,,NA,Monday,29.31,89,12,SE,No
AD185A,2022-06-20,22:03:06,AAL2313,2300,187,,AAL,Monday,29.31,89,12,SE,No
A651CD,2022-06-20,22:03:19,TRF222,1575,90,5135,TRF,Monday,29.31,89,12,SE,No
A2EDB4,2022-06-20,22:03:24,SWA932,4075,240,,SWA,Monday,29.31,89,12,SE,No
ACF50B,2022-06-20,22:03:47,ASH5869,1950,213,2347,ASH,Monday,29.31,89,12,SE,No
A3F436,2022-06-20,22:04:00,FFT507,2225,195,2204,FFT,Monday,29.31,89,12,SE,No
A98051,2022-06-20,22:05:05,NA,3000,,,NA,Monday,29.31,89,12,SE,No
AAF83C,2022-06-20,22:05:08,AAL2863,2475,184,2217,AAL,Monday,29.31,89,12,SE,No
AC97E4,2022-06-20,22:06:17,AAL2628,2350,186,2234,AAL,Monday,29.31,89,12,SE,No
AAA26A,2022-06-20,22:06:20,SWA3019,15850,377,5217,SWA,Monday,29.31,89,12,SE,No
A94B4D,2022-06-20,22:07:01,NA,36000,440,,NA,Monday,29.31,89,12,SE,No
A5D570,2022-06-20,22:07:22,UAL2308,32000,480,2474,UAL,Monday,29.31,89,12,SE,No
AC77D3,2022-06-20,22:07:38,AAL1950,11925,317,1416,AAL,Monday,29.31,89,12,SE,No
A5CE40,2022-06-20,22:07:43,NA,4925,,,NA,Monday,29.31,89,12,SE,No
AC267C,2022-06-20,22:08:21,AAL1138,2225,198,2343,AAL,Monday,29.31,89,12,SE,No
A0E250,2022-06-20,22:09:24,AAL1996,2400,175,533,AAL,Monday,29.31,89,12,SE,No
A1DD6C,2022-06-20,22:10:06,NA,1700,103,,NA,Monday,29.31,89,12,SE,No
AD493B,2022-06-20,22:10:11,SWA58,10275,328,,SWA,Monday,29.31,89,12,SE,No
A9FB3E,2022-06-20,22:10:55,NA,3925,126,,NA,Monday,29.31,89,12,SE,No
A05939,2022-06-20,22:11:24,NA,11475,371,1045,NA,Monday,29.31,89,12,SE,No
ACD961,2022-06-20,22:11:32,NKS1857,2450,178,552,NKS,Monday,29.31,89,12,SE,No
