HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
A385BE,2022-06-26,20:01:29,ASH5683,11925,307,1406,ASH,Monday,29.33,85,13,NE,No
AA7ABD,2022-06-26,20:01:29,UAL560,36000,433,,UAL,Monday,29.33,85,13,NE,No
A1D752,2022-06-26,20:01:29,N218AZ,5575,163,,Private,Monday,29.33,85,13,NE,No
AE001E,2022-06-26,20:01:29,SHOOT44,3000,251,,SHOOT,Monday,29.33,85,13,NE,No
A0B7DA,2022-06-26,20:01:30,N14513,4450,140,,Private,Monday,29.33,85,13,NE,No
A42665,2022-06-26,20:01:39,ATN3411,7550,297,2214,ATN,Monday,29.33,85,13,NE,No
A8D4CC,2022-06-26,20:01:41,UAL1632,34000,436,,UAL,Monday,29.33,85,13,NE,No
AAC5EC,2022-06-26,20:01:47,SCX6051,3900,277,,SCX,Monday,29.33,85,13,NE,No
AB6542,2022-06-26,20:01:51,UAL1220,30975,462,,UAL,Monday,29.33,85,13,NE,No
A98853,2022-06-26,20:04:47,NA,4400,154,,NA,Monday,29.33,85,13,NE,No
A423C4,2022-06-26,20:04:48,NA,1125,129,,NA,Monday,29.33,85,13,NE,No
ACCD8C,2022-06-26,20:04:51,ASH5859,11900,267,,ASH,Monday,29.33,85,13,NE,No
A51F0F,2022-06-26,20:05:27,SWA2822,34000,431,2160,SWA,Monday,29.33,85,13,NE,No
AB0E82,2022-06-26,20:06:59,NA,43000,487,,NA,Monday,29.33,85,13,NE,No
A214B3,2022-06-26,20:07:06,SWA985,9450,295,2311,SWA,Monday,29.33,85,13,NE,No
A238A6,2022-06-26,20:07:22,NA,11850,304,,NA,Monday,29.33,85,13,NE,No
A0708D,2022-06-26,20:08:31,N12730,2375,130,,Private,Monday,29.33,85,13,NE,No
AD5FEA,2022-06-26,20:08:58,AAL1582 ,15100,377,,AAL,Monday,29.33,85,13,NE,No
AA2A7F,2022-06-26,20:09:51,SKW9898,15425,342,,SKW,Monday,29.33,85,13,NE,No
AC81D2,2022-06-26,20:09:56,AAL2837,5825,284,,AAL,Monday,29.33,85,13,NE,No
A8C439,2022-06-26,20:09:59,ENY4008,11900,300,,ENY,Monday,29.33,85,13,NE,No
A047DB,2022-06-26,20:10:33,SKW5608,30000,409,2414,SKW,Monday,29.33,85,13,NE,No
A988F1,2022-06-26,20:10:43,NA,41000,386,,NA,Monday,29.33,85,13,NE,No
AE0046,2022-06-26,20:11:54,SHOOT66,3200,305,,SHOOT,Monday,29.33,85,13,NE,No
AD2EA4,2022-06-26,20:12:11,AAL2245,11875,309,,AAL,Monday,29.33,85,13,NE,No
AA26C8,2022-06-26,20:12:43,SKW4969,9350,302,2267,SKW,Monday,29.33,85,13,NE,No
A74871,2022-06-26,20:13:31,NA,37000,480,,NA,Monday,29.33,85,13,NE,No
ADEA26,2022-06-26,20:14:10,AAL2464,11325,308,,AAL,Monday,29.33,85,13,NE,No
AC8287,2022-06-26,20:14:24,NA,10275,367,,NA,Monday,29.33,85,13,NE,No
A9768A,2022-06-26,20:15:01,NA,10550,351,,NA,Monday,29.33,85,13,NE,No
ABE8B6,2022-06-26,20:15:47,NA,8475,,,NA,Monday,29.33,85,13,NE,No
AE002F,2022-06-26,20:15:53,SHOOT33,3875,289,,SHOOT,Monday,29.33,85,13,NE,No
AD6C3B,2022-06-26,20:16:45,AAL2520,8750,303,,AAL,Monday,29.33,85,13,NE,No
