HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
A58DE0,2022-06-21,20:01:45,UAL1435,35000,459,3632,UAL,Wednesday,29.27,92,9,SE,No
A4DF56,2022-06-21,20:01:45,ASA703,2025,288,2343,ASA,Wednesday,29.27,92,9,SE,No
A9D7C1,2022-06-21,20:01:45,SWA2982,39000,446,,SWA,Wednesday,29.27,92,9,SE,No
A98CBC,2022-06-21,20:01:45,AAL632,19225,435,2225,AAL,Wednesday,29.27,92,9,SE,No
A18F70,2022-06-21,20:01:45,N2XT,2875,163,,Private,Wednesday,29.27,92,9,SE,No
AD7471,2022-06-21,20:01:46,SWA3152,18525,393,2243,SWA,Wednesday,29.27,92,9,SE,No
A32B04,2022-06-21,20:01:47,NA,22725,385,,NA,Wednesday,29.27,92,9,SE,No
A2107B,2022-06-21,20:02:00,FFT1962,35000,452,2466,FFT,Wednesday,29.27,92,9,SE,No
ADBB39,2022-06-21,20:02:02,AAL1482,7175,288,2220,AAL,Wednesday,29.27,92,9,SE,No
AA4E80,2022-06-21,20:02:31,NA,7175,339,,NA,Wednesday,29.27,92,9,SE,No
A0D99A,2022-06-21,20:02:37,N154FT,1400,88,,Private,Wednesday,29.27,92,9,SE,No
A96F07,2022-06-21,20:03:07,SKW3202,11500,268,7357,SKW,Wednesday,29.27,92,9,SE,No
A7289E,2022-06-21,20:03:54,NA,,,,NA,Wednesday,29.27,92,9,SE,No
A3244F,2022-06-21,20:04:05,AAL1564 ,2225,201,,AAL,Wednesday,29.27,92,9,SE,No
A4D7EC,2022-06-21,20:05:05,N411AW,3375,245,2241,Private,Wednesday,29.27,92,9,SE,No
AA596C,2022-06-21,20:05:24,SKW3288,11725,264,1555,SKW,Wednesday,29.27,92,9,SE,No
A1E302,2022-06-21,20:06:04,SWA523,8100,288,2347,SWA,Wednesday,29.27,92,9,SE,No
A9614D,2022-06-21,20:06:23,SKW3171,14100,331,4052,SKW,Wednesday,29.27,92,9,SE,No
A7016C,2022-06-21,20:06:44,NA,39000,438,1616,NA,Wednesday,29.27,92,9,SE,No
A17527,2022-06-21,20:06:55,AAL1422,11350,366,,AAL,Wednesday,29.27,92,9,SE,No
AB674B,2022-06-21,20:07:20,NA,2350,196,,NA,Wednesday,29.27,92,9,SE,No
A0CBF4,2022-06-21,20:07:40,N150UC,1700,69,1200,Private,Wednesday,29.27,92,9,SE,No
A50C7C,2022-06-21,20:07:51,NA,10175,292,,NA,Wednesday,29.27,92,9,SE,No
A513AC,2022-06-21,20:08:05,NA,8700,288,,NA,Wednesday,29.27,92,9,SE,No
A03397,2022-06-21,20:08:25,UCA4820,30000,460,2103,UCA,Wednesday,29.27,92,9,SE,No
AA2E0B,2022-06-21,20:09:10,EJA755,45000,460,2434,EJA,Wednesday,29.27,92,9,SE,No
AA6ED1,2022-06-21,20:10:25,AAL1560,16050,334,1620,AAL,Wednesday,29.27,92,9,SE,No
A21CB8,2022-06-21,20:11:02,BYA235,4700,230,540,BYA,Wednesday,29.27,92,9,SE,No
A4AFBE,2022-06-21,20:11:10,AAL2863,9675,296,2360,AAL,Wednesday,29.27,92,9,SE,No
ADEDDD,2022-06-21,20:12:09,AAL2761,2225,205,2323,AAL,Wednesday,29.27,92,9,SE,No
A2C1B6,2022-06-21,20:12:16,ENY4193,15100,343,2704,ENY,Wednesday,29.27,92,9,SE,No
A59B9C,2022-06-21,20:13:25,SWA2601,39000,448,731,SWA,Wednesday,29.27,92,9,SE,No
A0D344,2022-06-21,20:14:39,SKW532E,34000,440,7443,SKW,Wednesday,29.27,92,9,SE,No
ABC14D,2022-06-21,20:14:54,NA,10500,,,NA,Wednesday,29.27,92,9,SE,No
A35E66,2022-06-21,20:15:04,AAL2597,2225,198,2316,AAL,Wednesday,29.27,92,9,SE,No
A67074,2022-06-21,20:15:31,NA,1900,,,NA,Wednesday,29.27,92,9,SE,No
AC7A52,2022-06-21,20:15:53,AAL2837,2350,182,,AAL,Wednesday,29.27,92,9,SE,No
AE53FD,2022-06-21,20:17:16,RONIN45,21975,299,1114,RONIN,Wednesday,29.27,92,9,SE,No
AD4FB2,2022-06-21,20:17:29,NA,9975,288,7133,NA,Wednesday,29.27,92,9,SE,No
A819F6,2022-06-21,20:17:40,NA,,,,NA,Wednesday,29.27,92,9,SE,No
A1AFC8,2022-06-21,20:17:58,ENY3698,2000,202,,ENY,Wednesday,29.27,92,9,SE,No
AD5398,2022-06-21,20:18:07,AAL2345,2000,209,3473,AAL,Wednesday,29.27,92,9,SE,No
A0D561,2022-06-21,20:18:16,AAL2886,9100,292,5225,AAL,Wednesday,29.27,92,9,SE,No
A52D50,2022-06-21,20:18:52,N4323C,1300,103,,Private,Wednesday,29.27,92,9,SE,No
AB1203,2022-06-21,20:19:13,AAL2698,2150,202,2335,AAL,Wednesday,29.27,92,9,SE,No
A64E2A,2022-06-21,20:19:44,SKW6269,34000,446,2735,SKW,Wednesday,29.27,92,9,SE,No
AA7AA6,2022-06-21,20:19:45,SWA1659,37475,469,2272,SWA,Wednesday,29.27,92,9,SE,No
A5986A,2022-06-21,20:19:50,N46MW,1675,180,5215,Private,Wednesday,29.27,92,9,SE,No
ACE0D2,2022-06-21,20:20:08,NA,2250,223,6211,NA,Wednesday,29.27,92,9,SE,No
