HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
ABAA1A,2022-06-20,23:32:06,SWA2463,39025,464,3734,SWA,Tuesday,29.35,85,6,SE,No
A8FDA9,2022-06-20,23:32:06,NA,3725,232,,NA,Tuesday,29.35,85,6,SE,No
AD6D03,2022-06-20,23:32:06,NA,39000,,,NA,Tuesday,29.35,85,6,SE,No
A9E93B,2022-06-20,23:32:06,SKW3052,11000,325,2276,SKW,Tuesday,29.35,85,6,SE,No
ACFBAF,2022-06-20,23:32:06,N9358C,3300,103,2247,Private,Tuesday,29.35,85,6,SE,No
A1D873,2022-06-20,23:32:06,ENY4089,13275,371,2370,ENY,Tuesday,29.35,85,6,SE,No
ABC035,2022-06-20,23:32:07,SWA2624,34000,462,7440,SWA,Tuesday,29.35,85,6,SE,No
AB1203,2022-06-20,23:32:37,AAL1273,3625,284,574,AAL,Tuesday,29.35,85,6,SE,No
AA9FE3,2022-06-20,23:32:50,NA,39000,469,,NA,Tuesday,29.35,85,6,SE,No
A97797,2022-06-20,23:33:16,SKW3273,2550,198,5236,SKW,Tuesday,29.35,85,6,SE,No
AAE9DE,2022-06-20,23:33:29,MTN7277,3875,273,,MTN,Tuesday,29.35,85,6,SE,No
A94B48,2022-06-20,23:34:55,UAL1497,35000,469,3643,UAL,Tuesday,29.35,85,6,SE,No
A443E8,2022-06-20,23:35:29,DAL661,10075,289,,DAL,Tuesday,29.35,85,6,SE,No
AC4D1A,2022-06-20,23:36:57,DAL2331,35000,463,7207,DAL,Tuesday,29.35,85,6,SE,No
ACC262,2022-06-20,23:37:14,NA,4225,219,,NA,Tuesday,29.35,85,6,SE,No
ADE862,2022-06-20,23:37:21,NA,3900,,,NA,Tuesday,29.35,85,6,SE,No
ABD310,2022-06-20,23:40:13,BVN7280,2900,180,,BVN,Tuesday,29.35,85,6,SE,No
ADD793,2022-06-20,23:42:31,AAL1219,10300,274,1405,AAL,Tuesday,29.35,85,6,SE,No
A9DF25,2022-06-20,23:42:35,N735RR,3200,125,,Private,Tuesday,29.35,85,6,SE,No
ADED25,2022-06-20,23:43:01,FDX1114,3900,288,,FDX,Tuesday,29.35,85,6,SE,No
ABB9DF,2022-06-20,23:44:42,NA,38000,448,,NA,Tuesday,29.35,85,6,SE,No
