HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
ACD143,2022-06-25,20:01:15,ASH5693,11900,343,,ASH,Sunday,29.32,89,22,N,No
50028C,2022-06-25,20:01:15,T7KLCPM,43000,482,3720,NA,Sunday,29.32,89,22,N,No
A0D90C,2022-06-25,20:01:15,AAL313,11650,273,2052,AAL,Sunday,29.32,89,22,N,No
ABB94F,2022-06-25,20:01:15,SWA4572,16125,405,2225,SWA,Sunday,29.32,89,22,N,No
A886BF,2022-06-25,20:01:15,NA,2550,323,,NA,Sunday,29.32,89,22,N,No
ABD1E3,2022-06-25,20:01:15,SWA4073,22575,439,555,SWA,Sunday,29.32,89,22,N,No
A817AC,2022-06-25,20:01:15,EJA620,45000,406,,EJA,Sunday,29.32,89,22,N,No
AB2496,2022-06-25,20:01:15,NA,,,,NA,Sunday,29.32,89,22,N,No
06A129,2022-06-25,20:01:16,QTR22G,9950,304,,QTR,Sunday,29.32,89,22,N,No
A9CB83,2022-06-25,20:01:17,SKW4968,7475,288,2250,SKW,Sunday,29.32,89,22,N,No
A9B088,2022-06-25,20:01:18,AAL403,9800,301,,AAL,Sunday,29.32,89,22,N,No
ACD5AA,2022-06-25,20:01:19,NKS869,9725,269,6130,NKS,Sunday,29.32,89,22,N,No
AC7E09,2022-06-25,20:01:21,NA,17775,419,,NA,Sunday,29.32,89,22,N,No
AA9E6D,2022-06-25,20:01:26,SWA4992,38000,473,,SWA,Sunday,29.32,89,22,N,No
A33964,2022-06-25,20:01:26,ASA703  ,7850,292,3406,ASA,Sunday,29.32,89,22,N,No
A2FD3C,2022-06-25,20:01:27,N292DJ,31000,283,3706,Private,Sunday,29.32,89,22,N,No
ADF068,2022-06-25,20:01:28,AAL695,11950,273,2367,AAL,Sunday,29.32,89,22,N,No
A37D3D,2022-06-25,20:02:08,XSR324,6025,273,,XSR,Sunday,29.32,89,22,N,No
A5F581,2022-06-25,20:02:09,NA,16425,,,NA,Sunday,29.32,89,22,N,No
AB19DF,2022-06-25,20:02:34,SCX506,12025,289,6111,SCX,Sunday,29.32,89,22,N,No
ACF1A3,2022-06-25,20:02:40,ENY3887,2700,196,6241,ENY,Sunday,29.32,89,22,N,No
A1CE16,2022-06-25,20:03:02,SWA4501,40000,435,2133,SWA,Sunday,29.32,89,22,N,No
A68E7C,2022-06-25,20:03:20,AAL1366,8050,294,,AAL,Sunday,29.32,89,22,N,No
0D0CB0,2022-06-25,20:03:39,NA,2225,228,2322,NA,Sunday,29.32,89,22,N,No
A465DF,2022-06-25,20:03:52,UAL2198 ,36000,487,7253,UAL,Sunday,29.32,89,22,N,No
A8E6F2,2022-06-25,20:04:12,AAL599,33025,468,2656,AAL,Sunday,29.32,89,22,N,No
AAF485,2022-06-25,20:04:20,AAL2243,11600,273,4006,AAL,Sunday,29.32,89,22,N,No
AC4A44,2022-06-25,20:04:23,AAL1484,2525,198,,AAL,Sunday,29.32,89,22,N,No
A9FB4E,2022-06-25,20:04:24,AAL632,8325,211,2271,AAL,Sunday,29.32,89,22,N,No
A3ABCD,2022-06-25,20:04:28,N33575,3050,95,1200,Private,Sunday,29.32,89,22,N,No
ABE075,2022-06-25,20:04:29,SWA4377,14025,391,2230,SWA,Sunday,29.32,89,22,N,No
A114F4,2022-06-25,20:05:12,AAL2065,9525,300,527,AAL,Sunday,29.32,89,22,N,No
ACC6D1,2022-06-25,20:05:33,AAL408,12025,272,2546,AAL,Sunday,29.32,89,22,N,No
A1CD4E,2022-06-25,20:05:57,ENY3772,2100,200,522,ENY,Sunday,29.32,89,22,N,No
A22003,2022-06-25,20:06:13,NA,12150,354,,NA,Sunday,29.32,89,22,N,No
A44005,2022-06-25,20:06:37,N373MB,3000,,1200,Private,Sunday,29.32,89,22,N,No
AB525F,2022-06-25,20:06:46,AAL2583,2450,188,2261,AAL,Sunday,29.32,89,22,N,No
A9B2E0,2022-06-25,20:06:59,SKW4919,14400,322,2406,SKW,Sunday,29.32,89,22,N,No
A3D7DC,2022-06-25,20:07:06,FFT2300,2700,192,565,FFT,Sunday,29.32,89,22,N,No
AD44B9,2022-06-25,20:07:48,NKS813,11925,269,3774,NKS,Sunday,29.32,89,22,N,No
ABEB7C,2022-06-25,20:08:54,NA,4875,,,NA,Sunday,29.32,89,22,N,No
A356F6,2022-06-25,20:09:09,AAL1482,2425,202,6266,AAL,Sunday,29.32,89,22,N,No
A832BE,2022-06-25,20:09:27,N6271E,1700,84,1200,Private,Sunday,29.32,89,22,N,No
AB1628,2022-06-25,20:09:28,SCX738,11825,291,4143,SCX,Sunday,29.32,89,22,N,No
A0ADE2,2022-06-25,20:10:08,AAL2769 ,13550,412,3517,AAL,Sunday,29.32,89,22,N,No
A90AB7,2022-06-25,20:11:13,N682AT  ,4000,132,,Private,Sunday,29.32,89,22,N,No
A83673,2022-06-25,20:11:56,N6281C,1400,100,,Private,Sunday,29.32,89,22,N,No
AD5FEA,2022-06-25,20:12:19,NA,2325,203,6263,NA,Sunday,29.32,89,22,N,No
A1057A,2022-06-25,20:12:36,AAL2254,2350,171,2337,AAL,Sunday,29.32,89,22,N,No
ACE6E2,2022-06-25,20:13:40,AAL2520,2450,199,505,AAL,Sunday,29.32,89,22,N,No
A9942E,2022-06-25,20:14:56,AAL1923,2475,187,2327,AAL,Sunday,29.32,89,22,N,No
AC03EF,2022-06-25,20:15:03,ASH6114,34000,478,,ASH,Sunday,29.32,89,22,N,No
A42E48,2022-06-25,20:15:04,FFT758  ,38975,435,621,FFT,Sunday,29.32,89,22,N,No
A696D5,2022-06-25,20:15:36,GTI3659,2125,165,,GTI,Sunday,29.32,89,22,N,No
A1F1DE,2022-06-25,20:15:45,SWA4351,13150,340,537,SWA,Sunday,29.32,89,22,N,No
ACB8A0,2022-06-25,20:15:59,ASH5759,2650,180,504,ASH,Sunday,29.32,89,22,N,No
ACC59D,2022-06-25,20:16:33,ENY3596,2825,201,5267,ENY,Sunday,29.32,89,22,N,No
A19F29,2022-06-25,20:16:47,SWA3208,15550,391,2246,SWA,Sunday,29.32,89,22,N,No
A6246E,2022-06-25,20:17:08,UAL366,35000,444,3702,UAL,Sunday,29.32,89,22,N,No
ADD66D,2022-06-25,20:17:31,AAL1547,2450,193,,AAL,Sunday,29.32,89,22,N,No
AA1F97,2022-06-25,20:18:18,AAL2939,11650,330,4001,AAL,Sunday,29.32,89,22,N,No
AB3655,2022-06-25,20:19:17,UAL2005,2200,183,3653,UAL,Sunday,29.32,89,22,N,No
ABBCA1,2022-06-25,20:19:21,SWA4307,35000,438,656,SWA,Sunday,29.32,89,22,N,No
AC03EE,2022-06-25,20:19:39,NA,,,,NA,Sunday,29.32,89,22,N,No
AAEC9C,2022-06-25,20:20:10,AAL1485,11700,269,1420,AAL,Sunday,29.32,89,22,N,No
A8C32A,2022-06-25,20:20:47,AAL1733,2450,180,6245,AAL,Sunday,29.32,89,22,N,No
A10931,2022-06-25,20:20:57,AAL2886,15450,342,2060,AAL,Sunday,29.32,89,22,N,No
A24B39,2022-06-25,20:21:36,ENY3771,2150,200,,ENY,Sunday,29.32,89,22,N,No
A04EDB,2022-06-25,20:22:13,AAL1241,2400,200,574,AAL,Sunday,29.32,89,22,N,No
A9F302,2022-06-25,20:22:34,SKW3202,11900,283,2407,SKW,Sunday,29.32,89,22,N,No
A3ED91,2022-06-25,20:22:39,AAL2432,14925,354,3272,AAL,Sunday,29.32,89,22,N,No
A129A2,2022-06-25,20:23:06,N174SJ,43000,407,2466,Private,Sunday,29.32,89,22,N,No
AA26C8,2022-06-25,20:23:46,SKW3252,15225,347,2563,SKW,Sunday,29.32,89,22,N,No
AA720F,2022-06-25,20:24:04,SKW3134,2350,206,3457,SKW,Sunday,29.32,89,22,N,No
A5D32B,2022-06-25,20:25:06,N4746L,3475,123,4632,Private,Sunday,29.32,89,22,N,No
A1D4F2,2022-06-25,20:25:44,NA,13000,,,NA,Sunday,29.32,89,22,N,No
A98051,2022-06-25,20:26:00,NA,2575,197,,NA,Sunday,29.32,89,22,N,No
AD6FF2,2022-06-25,20:26:13,AAL2466,9550,292,526,AAL,Sunday,29.32,89,22,N,No
AD44BC,2022-06-25,20:27:14,AAL1467,14625,338,4235,AAL,Sunday,29.32,89,22,N,No
A757AE,2022-06-25,20:27:22,AAL556,2300,188,2301,AAL,Sunday,29.32,89,22,N,No
A423C4,2022-06-25,20:27:24,DAL2862,9125,294,,DAL,Sunday,29.32,89,22,N,No
ABF057,2022-06-25,20:29:04,SKW4782,31625,428,4017,SKW,Sunday,29.32,89,22,N,No
AA0701,2022-06-25,20:29:15,AAL2851,2400,192,2212,AAL,Sunday,29.32,89,22,N,No
A5E095,2022-06-25,20:29:22,UAL1010,34025,477,,UAL,Sunday,29.32,89,22,N,No
