HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
ACAF82,2022-07-01,20:01:25,N9161T  ,4025,104,2362,Private,Saturday,29.13,89,9,E,No
AA2BA2,2022-07-01,20:01:25,UAL1762,35000,452,,UAL,Saturday,29.13,89,9,E,No
A06A09,2022-07-01,20:01:30,AAL695,10325,252,1361,AAL,Saturday,29.13,89,9,E,No
AD1D0E,2022-07-01,20:01:31,ASH5693,,,,ASH,Saturday,29.13,89,9,E,No
AA6E58,2022-07-01,20:01:55,SKW3009,2475,216,3465,SKW,Saturday,29.13,89,9,E,No
A1CA5F,2022-07-01,20:02:13,SWA3152,17200,401,2315,SWA,Saturday,29.13,89,9,E,No
A4CE11,2022-07-01,20:02:29,AAL1241,6600,290,3414,AAL,Saturday,29.13,89,9,E,No
AB473A,2022-07-01,20:02:32,AAL632,9850,263,552,AAL,Saturday,29.13,89,9,E,No
A99A3D,2022-07-01,20:03:25,SKW3077,2350,199,2310,SKW,Saturday,29.13,89,9,E,No
AD0851,2022-07-01,20:03:49,NA,2425,206,,NA,Saturday,29.13,89,9,E,No
A71D9D,2022-07-01,20:04:12,N558EX,1975,148,,Private,Saturday,29.13,89,9,E,No
A24A0A,2022-07-01,20:04:27,ASA703,2150,219,2333,ASA,Saturday,29.13,89,9,E,No
AB2FA9,2022-07-01,20:04:51,N82MV,4775,156,2753,Private,Saturday,29.13,89,9,E,No
ACC5A5,2022-07-01,20:05:18,AAL2804,2300,290,2322,AAL,Saturday,29.13,89,9,E,No
AC04D3,2022-07-01,20:05:32,SWA2073,9575,284,,SWA,Saturday,29.13,89,9,E,No
AD4C2A,2022-07-01,20:05:43,AAL1482,2375,190,2361,AAL,Saturday,29.13,89,9,E,No
AAAA92,2022-07-01,20:06:45,AAL2543,14250,340,7651,AAL,Saturday,29.13,89,9,E,No
A1C2F1,2022-07-01,20:06:53,NA,10050,380,,NA,Saturday,29.13,89,9,E,No
A8D5BD,2022-07-01,20:07:01,AAL303,2200,214,2344,AAL,Saturday,29.13,89,9,E,No
AD6394,2022-07-01,20:07:11,N962A   ,2300,218,,Private,Saturday,29.13,89,9,E,No
AC8EE5,2022-07-01,20:07:20,SWA2982,39000,446,612,SWA,Saturday,29.13,89,9,E,No
ACDBEE,2022-07-01,20:08:11,AAL1777,2300,188,2206,AAL,Saturday,29.13,89,9,E,No
A203A9,2022-07-01,20:08:53,ENY4237,2250,199,,ENY,Saturday,29.13,89,9,E,No
A01EBA,2022-07-01,20:09:07,N107AE,1625,136,1200,Private,Saturday,29.13,89,9,E,No
A3244A,2022-07-01,20:09:16,AAL1080,14475,338,2514,AAL,Saturday,29.13,89,9,E,No
A19159,2022-07-01,20:09:27,N20TF,10600,253,5113,Private,Saturday,29.13,89,9,E,No
AD8766,2022-07-01,20:10:34,ASA463,34000,459,,ASA,Saturday,29.13,89,9,E,No
A5E8CD,2022-07-01,20:10:48,NA,11950,,,NA,Saturday,29.13,89,9,E,No
A24014,2022-07-01,20:10:51,ENY4193,14825,337,2752,ENY,Saturday,29.13,89,9,E,No
A00C27,2022-07-01,20:10:53,N102AE,3025,137,,Private,Saturday,29.13,89,9,E,No
ABC478,2022-07-01,20:11:26,SWA107,38000,435,2403,SWA,Saturday,29.13,89,9,E,No
A704F9,2022-07-01,20:11:34,AAL2065,9125,290,,AAL,Saturday,29.13,89,9,E,No
AB178F,2022-07-01,20:12:13,N8135G,2100,80,,Private,Saturday,29.13,89,9,E,No
