HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
C069D8,2022-07-02,20:01:09,WJA2057,34000,465,6136,WJA,Sunday,29.19,82,5,N,No
A2D92A,2022-07-02,20:01:09,ASA703,16375,395,,ASA,Sunday,29.19,82,5,N,No
AAED17,2022-07-02,20:01:11,AAL2580,12100,265,4273,AAL,Sunday,29.19,82,5,N,No
AA6E58,2022-07-02,20:01:12,SKW3202,9775,257,7207,SKW,Sunday,29.19,82,5,N,No
ABE124,2022-07-02,20:01:12,SWA4307,37000,442,1433,SWA,Sunday,29.19,82,5,N,No
A8AD4E,2022-07-02,20:01:12,NA,,,,NA,Sunday,29.19,82,5,N,No
ADEDDD,2022-07-02,20:01:12,AAL1273,6425,242,513,AAL,Sunday,29.19,82,5,N,No
A40797,2022-07-02,20:01:12,AAL2597,9950,290,2312,AAL,Sunday,29.19,82,5,N,No
A98515,2022-07-02,20:01:17,SKW3182,12125,291,3417,SKW,Sunday,29.19,82,5,N,No
ACE6E2,2022-07-02,20:01:17,AAL2065,8775,281,2272,AAL,Sunday,29.19,82,5,N,No
AAE6CD,2022-07-02,20:01:23,AAL1080,12075,261,2552,AAL,Sunday,29.19,82,5,N,No
A17170,2022-07-02,20:01:33,AAL555,2400,178,2255,AAL,Sunday,29.19,82,5,N,No
A24753,2022-07-02,20:01:36,ASH5810,6250,284,,ASH,Sunday,29.19,82,5,N,No
AAEE3B,2022-07-02,20:02:20,AAL1974,26000,437,,AAL,Sunday,29.19,82,5,N,No
A47221,2022-07-02,20:02:23,FFT2300,2225,192,2220,FFT,Sunday,29.19,82,5,N,No
AA97B8,2022-07-02,20:02:25,SWA3726,17150,398,2232,SWA,Sunday,29.19,82,5,N,No
A12625,2022-07-02,20:02:33,AAL810,7350,282,3616,AAL,Sunday,29.19,82,5,N,No
A54F74,2022-07-02,20:02:34,N441MN,2100,169,571,Private,Sunday,29.19,82,5,N,No
A2AF23,2022-07-02,20:03:12,ENY4230,36000,434,,ENY,Sunday,29.19,82,5,N,No
AC0143,2022-07-02,20:03:25,NA,4025,,,NA,Sunday,29.19,82,5,N,No
AA797D,2022-07-02,20:03:31,SKW3053,8000,294,2341,SKW,Sunday,29.19,82,5,N,No
ACED23,2022-07-02,20:04:10,AAL2837,2425,186,2353,AAL,Sunday,29.19,82,5,N,No
A972D3,2022-07-02,20:04:56,FFT1246,2200,190,,FFT,Sunday,29.19,82,5,N,No
A38CB2,2022-07-02,20:05:05,NA,2700,348,,NA,Sunday,29.19,82,5,N,No
AA0300,2022-07-02,20:05:45,SKW3123,2650,200,2225,SKW,Sunday,29.19,82,5,N,No
485788,2022-07-02,20:05:49,KLM668,31625,538,2462,KLM,Sunday,29.19,82,5,N,No
A23C5D,2022-07-02,20:07:05,ENY3771,1975,199,,ENY,Sunday,29.19,82,5,N,No
A74679,2022-07-02,20:08:24,AAL2635,14475,342,1323,AAL,Sunday,29.19,82,5,N,No
A309B4,2022-07-02,20:08:25,SKW3547,34000,437,3656,SKW,Sunday,29.19,82,5,N,No
AB9074,2022-07-02,20:08:45,NA,1450,69,,NA,Sunday,29.19,82,5,N,No
AC5569,2022-07-02,20:08:53,AAL408,11900,257,2545,AAL,Sunday,29.19,82,5,N,No
AB6EB9,2022-07-02,20:09:00,AAL371,2475,188,3456,AAL,Sunday,29.19,82,5,N,No
AD049A,2022-07-02,20:10:07,NA,2450,189,,NA,Sunday,29.19,82,5,N,No
A695EA,2022-07-02,20:10:41,AAL584,10250,250,727,AAL,Sunday,29.19,82,5,N,No
AA55BD,2022-07-02,20:10:42,ENY4193,14950,339,2461,ENY,Sunday,29.19,82,5,N,No
ACF5BB,2022-07-02,20:10:42,NKS1017,11525,257,6111,NKS,Sunday,29.19,82,5,N,No
4D012E,2022-07-02,20:11:14,CLX58M,2175,181,2345,CLX,Sunday,29.19,82,5,N,No
AB15BA,2022-07-02,20:12:23,AAL560  ,11275,258,7240,AAL,Sunday,29.19,82,5,N,No
A5D965,2022-07-02,20:13:07,NA,10375,,,NA,Sunday,29.19,82,5,N,No
A438B0,2022-07-02,20:13:10,DAL2335,37975,446,,DAL,Sunday,29.19,82,5,N,No
A86499,2022-07-02,20:13:58,N64TP,1100,,1200,Private,Sunday,29.19,82,5,N,No
A41E2C,2022-07-02,20:14:00,NA,34000,462,,NA,Sunday,29.19,82,5,N,No
A0D561,2022-07-02,20:14:44,AAL2254,2600,182,,AAL,Sunday,29.19,82,5,N,No
AB8C37,2022-07-02,20:16:04,AAL1482,2225,197,3645,AAL,Sunday,29.19,82,5,N,No
A0C42C,2022-07-02,20:16:08,AAL2886,14550,374,6721,AAL,Sunday,29.19,82,5,N,No
ACD5AA,2022-07-02,20:16:26,NKS813,11900,256,1170,NKS,Sunday,29.19,82,5,N,No
A19159,2022-07-02,20:16:41,N20TF,5300,250,,Private,Sunday,29.19,82,5,N,No
AA9F6F,2022-07-02,20:17:28,NA,2200,,2234,NA,Sunday,29.19,82,5,N,No
ABD17B,2022-07-02,20:17:33,SWA4788,16625,412,2361,SWA,Sunday,29.19,82,5,N,No
AA4A9B,2022-07-02,20:17:49,SWA4398,11075,354,2263,SWA,Sunday,29.19,82,5,N,No
AD6C3B,2022-07-02,20:17:49,AAL2698,2625,196,2304,AAL,Sunday,29.19,82,5,N,No
AA64CA,2022-07-02,20:18:08,NA,36025,440,,NA,Sunday,29.19,82,5,N,No
A33D97,2022-07-02,20:18:45,FFT758,36925,428,667,FFT,Sunday,29.19,82,5,N,No
AC045C,2022-07-02,20:18:55,NA,33000,481,,NA,Sunday,29.19,82,5,N,No
AC9E9F,2022-07-02,20:18:58,ASH5791,10850,289,752,ASH,Sunday,29.19,82,5,N,No
A5713D,2022-07-02,20:19:37,N45RB,4000,191,,Private,Sunday,29.19,82,5,N,No
ABDCDC,2022-07-02,20:19:39,ASH6114,34000,484,,ASH,Sunday,29.19,82,5,N,No
A60BCB,2022-07-02,20:19:42,UAL329,36250,476,7421,UAL,Sunday,29.19,82,5,N,No
A5C2DD,2022-07-02,20:19:59,NA,7025,285,,NA,Sunday,29.19,82,5,N,No
A94B08,2022-07-02,20:21:34,UAL2005,2075,206,2316,UAL,Sunday,29.19,82,5,N,No
ACFA3D,2022-07-02,20:22:32,SWA4403,6625,248,2215,SWA,Sunday,29.19,82,5,N,No
AB3856,2022-07-02,20:23:53,NA,2200,210,,NA,Sunday,29.19,82,5,N,No
A0FEA6,2022-07-02,20:24:03,AAL1781,11875,258,2424,AAL,Sunday,29.19,82,5,N,No
ACD296,2022-07-02,20:25:03,AAL556,2475,184,527,AAL,Sunday,29.19,82,5,N,No
AD574F,2022-07-02,20:25:31,AAL2432,17075,366,2656,AAL,Sunday,29.19,82,5,N,No
ADC17B,2022-07-02,20:27:08,AAL1207,2425,189,546,AAL,Sunday,29.19,82,5,N,No
A41E74,2022-07-02,20:27:25,NA,33000,474,,NA,Sunday,29.19,82,5,N,No
AB7FEE,2022-07-02,20:28:28,NA,2700,193,,NA,Sunday,29.19,82,5,N,No
ACB4C1,2022-07-02,20:29:10,DAL1351,34000,489,2564,DAL,Sunday,29.19,82,5,N,No
AD4747,2022-07-02,20:29:21,AAL2515,2425,183,2244,AAL,Sunday,29.19,82,5,N,No
A791C0,2022-07-02,20:29:31,AAL1455,2400,216,2317,AAL,Sunday,29.19,82,5,N,No
A513AC,2022-07-02,20:29:43,UAL1010,31975,491,,UAL,Sunday,29.19,82,5,N,No
ADDA24,2022-07-02,20:31:08,AAL695,11550,263,1316,AAL,Sunday,29.19,82,5,N,No
AA4E80,2022-07-02,20:32:31,AAL330,2200,223,3460,AAL,Sunday,29.19,82,5,N,No
A3E9B2,2022-07-02,20:32:57,DAL1410,33500,487,2773,DAL,Sunday,29.19,82,5,N,No
A16AF3,2022-07-02,20:33:19,N1903G,3550,199,5116,Private,Sunday,29.19,82,5,N,No
AB2C72,2022-07-02,20:33:31,SCX506,11600,275,6157,SCX,Sunday,29.19,82,5,N,No
A9CD8F,2022-07-02,20:33:55,N7301J,2400,67,,Private,Sunday,29.19,82,5,N,No
ACED1C,2022-07-02,20:34:47,ENY4177,11425,256,5207,ENY,Sunday,29.19,82,5,N,No
ACE5BC,2022-07-02,20:35:22,AAL2820 ,9275,297,2344,AAL,Sunday,29.19,82,5,N,No
A3B4D6,2022-07-02,20:35:41,AAL2520,2350,201,2333,AAL,Sunday,29.19,82,5,N,No
AC9FF2,2022-07-02,20:36:40,AAL1814,2800,183,,AAL,Sunday,29.19,82,5,N,No
A8FD2C,2022-07-02,20:37:12,ENY3631,12075,261,2527,ENY,Sunday,29.19,82,5,N,No
ACDBEE,2022-07-02,20:37:37,AAL1368,15950,357,740,AAL,Sunday,29.19,82,5,N,No
ABF9F8,2022-07-02,20:38:06,SWA3598,11125,354,2217,SWA,Sunday,29.19,82,5,N,No
AA75C6,2022-07-02,20:38:20,SKW3157,8450,284,5216,SKW,Sunday,29.19,82,5,N,No
A61F27,2022-07-02,20:38:42,SKW4782,27700,422,7401,SKW,Sunday,29.19,82,5,N,No
AC79C7,2022-07-02,20:39:19,AAL753,12050,273,3342,AAL,Sunday,29.19,82,5,N,No
A066A3,2022-07-02,20:39:43,DAL1443,36975,447,,DAL,Sunday,29.19,82,5,N,No
A7130C,2022-07-02,20:40:20,SWA4501,40000,435,1124,SWA,Sunday,29.19,82,5,N,No
A5E095,2022-07-02,20:40:29,UAL1673 ,36025,469,,UAL,Sunday,29.19,82,5,N,No
A0DE99,2022-07-02,20:42:33,NA,2650,,,NA,Sunday,29.19,82,5,N,No
A3B0FE,2022-07-02,20:42:55,NA,8300,288,,NA,Sunday,29.19,82,5,N,No
AA7685,2022-07-02,20:42:56,SWA4060 ,12650,299,2303,SWA,Sunday,29.19,82,5,N,No
ACE6B3,2022-07-02,20:43:29,ASH5871,2450,208,2226,ASH,Sunday,29.19,82,5,N,No
ACC799,2022-07-02,20:44:08,SWA4727,10850,372,552,SWA,Sunday,29.19,82,5,N,No
A29A37,2022-07-02,20:44:17,ENY4138,2150,208,,ENY,Sunday,29.19,82,5,N,No
A50C7C,2022-07-02,20:44:38,NA,37000,470,,NA,Sunday,29.19,82,5,N,No
A6CFFC,2022-07-02,20:45:01,AAL1331,14825,407,1305,AAL,Sunday,29.19,82,5,N,No
A158C9,2022-07-02,20:45:07,AAL898,12050,262,5710,AAL,Sunday,29.19,82,5,N,No
A68C82,2022-07-02,20:45:16,SCX3045,3775,202,,SCX,Sunday,29.19,82,5,N,No
A9B4DE,2022-07-02,20:45:28,NA,35000,483,,NA,Sunday,29.19,82,5,N,No
0D09F7,2022-07-02,20:46:25,VIV020,38950,461,2654,VIV,Sunday,29.19,82,5,N,No
A987AA,2022-07-02,20:46:42,SKW3190,11950,250,5635,SKW,Sunday,29.19,82,5,N,No
A68096,2022-07-02,20:47:12,EJA518  ,3175,220,3473,EJA,Sunday,29.19,82,5,N,No
ACA309,2022-07-02,20:47:22,AAL2810,12050,265,6641,AAL,Sunday,29.19,82,5,N,No
A99DF4,2022-07-02,20:47:51,SKW3273,7775,291,5125,SKW,Sunday,29.19,82,5,N,No
A2ECEC,2022-07-02,20:48:22,NA,2425,194,536,NA,Sunday,29.19,82,5,N,No
A4076A,2022-07-02,20:48:26,DAL1303,38025,443,2453,DAL,Sunday,29.19,82,5,N,No
AD2AED,2022-07-02,20:49:31,NA,2400,196,,NA,Sunday,29.19,82,5,N,No
AD0919,2022-07-02,20:49:51,NA,9725,307,,NA,Sunday,29.19,82,5,N,No
ACDBE7,2022-07-02,20:49:52,ENY3633,12050,276,2515,ENY,Sunday,29.19,82,5,N,No
ACDFA6,2022-07-02,20:50:12,NA,2375,204,551,NA,Sunday,29.19,82,5,N,No
