HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
A94B51,2022-06-27,20:01:41,UAL1435,35000,480,6211,UAL,Tuesday,29.34,85,8,NE,No
A6E258,2022-06-27,20:01:41,UAL1413,37000,469,6756,UAL,Tuesday,29.34,85,8,NE,No
A2CFFC,2022-06-27,20:01:41,SWA3152 ,22225,425,2270,SWA,Tuesday,29.34,85,8,NE,No
AD1D3D,2022-06-27,20:01:41,AAL1482,14600,389,,AAL,Tuesday,29.34,85,8,NE,No
AB6909,2022-06-27,20:01:42,NA,35975,419,,NA,Tuesday,29.34,85,8,NE,No
AC79A3,2022-06-27,20:01:42,AAL1312,19975,434,,AAL,Tuesday,29.34,85,8,NE,No
AA7685,2022-06-27,20:01:42,SWA1707,10450,316,3417,SWA,Tuesday,29.34,85,8,NE,No
A34209,2022-06-27,20:01:42,AAL2375,11925,347,,AAL,Tuesday,29.34,85,8,NE,No
A3E8DC,2022-06-27,20:01:42,DAL871,34000,446,,DAL,Tuesday,29.34,85,8,NE,No
A9768A,2022-06-27,20:01:43,NA,10350,335,,NA,Tuesday,29.34,85,8,NE,No
A438C3,2022-06-27,20:01:44,DAL1066,8125,298,,DAL,Tuesday,29.34,85,8,NE,No
A2B562,2022-06-27,20:01:50,ASA703,10225,300,,ASA,Tuesday,29.34,85,8,NE,No
ACE7AA,2022-06-27,20:01:51,SWA2982,39000,439,,SWA,Tuesday,29.34,85,8,NE,No
AB2AE0,2022-06-27,20:01:58,AAL771,7650,263,571,AAL,Tuesday,29.34,85,8,NE,No
A3AFE1,2022-06-27,20:02:08,XSR337,1500,150,1200,XSR,Tuesday,29.34,85,8,NE,No
A79B38,2022-06-27,20:02:39,N59BS,19300,345,5176,Private,Tuesday,29.34,85,8,NE,No
A18B71,2022-06-27,20:03:14,AAL1455,22000,458,,AAL,Tuesday,29.34,85,8,NE,No
A258B7,2022-06-27,20:03:24,NA,,,,NA,Tuesday,29.34,85,8,NE,No
A2D1BC,2022-06-27,20:03:45,ASA463,34000,444,3240,ASA,Tuesday,29.34,85,8,NE,No
A0E607,2022-06-27,20:03:53,NA,,368,,NA,Tuesday,29.34,85,8,NE,No
A10614,2022-06-27,20:04:24,NA,10350,315,,NA,Tuesday,29.34,85,8,NE,No
AB406E,2022-06-27,20:04:37,N824HH,6475,264,3675,Private,Tuesday,29.34,85,8,NE,No
A138B8,2022-06-27,20:05:11,AAL1422,9550,299,,AAL,Tuesday,29.34,85,8,NE,No
AC048D,2022-06-27,20:05:26,SWA2221,35000,477,2673,SWA,Tuesday,29.34,85,8,NE,No
