HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
AD90A3,2022-07-12,20:01:38,AAL482,32000,466,2542,AAL,Wednesday,29.16,97,6,E,No
ADCCA6,2022-07-12,20:01:38,NA,17350,438,,NA,Wednesday,29.16,97,6,E,No
AA55EE,2022-07-12,20:01:38,NA,28300,438,,NA,Wednesday,29.16,97,6,E,No
AC79C7,2022-07-12,20:01:38,NA,14400,387,,NA,Wednesday,29.16,97,6,E,No
A511F6,2022-07-12,20:01:43,NA,32000,464,,NA,Wednesday,29.16,97,6,E,No
A6E89F,2022-07-12,20:01:50,NA,15875,439,,NA,Wednesday,29.16,97,6,E,No
A7130C,2022-07-12,20:01:51,NA,36000,470,,NA,Wednesday,29.16,97,6,E,No
ABD77E,2022-07-12,20:01:55,AAL1052,37000,440,,AAL,Wednesday,29.16,97,6,E,No
ACB8A0,2022-07-12,20:01:56,ASH5887,8625,253,,ASH,Wednesday,29.16,97,6,E,No
A9D59F,2022-07-12,20:01:57,UAL2210,37000,480,,UAL,Wednesday,29.16,97,6,E,No
A98FCC,2022-07-12,20:01:57,NA,,,,NA,Wednesday,29.16,97,6,E,No
A68FF6,2022-07-12,20:02:45,N5217D,1000,74,1200,Private,Wednesday,29.16,97,6,E,No
AA9F1C,2022-07-12,20:02:48,SWA523,11900,342,,SWA,Wednesday,29.16,97,6,E,No
AB3446,2022-07-12,20:02:50,N82075,1100,104,,Private,Wednesday,29.16,97,6,E,No
ADD66D,2022-07-12,20:03:00,AAL288,4400,259,,AAL,Wednesday,29.16,97,6,E,No
AE5F09,2022-07-12,20:03:01,ROPER61,1400,,5241,ROPER,Wednesday,29.16,97,6,E,No
A344C5,2022-07-12,20:04:02,GTX889,4300,160,,GTX,Wednesday,29.16,97,6,E,No
A2C56D,2022-07-12,20:04:57,ENY3698,4925,279,2240,ENY,Wednesday,29.16,97,6,E,No
ABE65A,2022-07-12,20:05:07,AAL1770,14875,351,3274,AAL,Wednesday,29.16,97,6,E,No
A41096,2022-07-12,20:05:20,LXJ361,1575,168,2341,LXJ,Wednesday,29.16,97,6,E,No
A43F51,2022-07-12,20:06:43,DAL303,30000,478,,DAL,Wednesday,29.16,97,6,E,No
A042D5,2022-07-12,20:07:21,DAL2908,27975,460,7106,DAL,Wednesday,29.16,97,6,E,No
A2DCE1,2022-07-12,20:07:39,NA,9225,303,,NA,Wednesday,29.16,97,6,E,No
AA1BE0,2022-07-12,20:08:14,AAL1964,12050,280,1060,AAL,Wednesday,29.16,97,6,E,No
A85B07,2022-07-12,20:08:27,N63767,3400,92,,Private,Wednesday,29.16,97,6,E,No
AD79EB,2022-07-12,20:08:45,AAL2698,8575,302,556,AAL,Wednesday,29.16,97,6,E,No
ACAA77,2022-07-12,20:08:53,AAL2515,5800,243,,AAL,Wednesday,29.16,97,6,E,No
AA779D,2022-07-12,20:09:03,NA,12400,339,,NA,Wednesday,29.16,97,6,E,No
ADDA24,2022-07-12,20:10:01,AAL1207,5250,280,6217,AAL,Wednesday,29.16,97,6,E,No
ACD1F6,2022-07-12,20:10:06,AAL2553,12050,309,1572,AAL,Wednesday,29.16,97,6,E,No
AD1C11,2022-07-12,20:11:02,AAL2709 ,5375,277,2333,AAL,Wednesday,29.16,97,6,E,No
ADC17B,2022-07-12,20:11:15,AAL2212,34025,453,750,AAL,Wednesday,29.16,97,6,E,No
ACE5BC,2022-07-12,20:12:10,AAL1547,10550,308,,AAL,Wednesday,29.16,97,6,E,No
AA31ED,2022-07-12,20:12:14,SKW3276,5050,264,3412,SKW,Wednesday,29.16,97,6,E,No
A43F7D,2022-07-12,20:12:35,FFT2133,7775,296,6230,FFT,Wednesday,29.16,97,6,E,No
AB1C04,2022-07-12,20:13:50,AAL1618,12050,273,1145,AAL,Wednesday,29.16,97,6,E,No
A7FF92,2022-07-12,20:14:53,NA,12350,305,,NA,Wednesday,29.16,97,6,E,No
A59608,2022-07-12,20:15:33,MRA660,6200,158,,MRA,Wednesday,29.16,97,6,E,No
A9F6B9,2022-07-12,20:15:53,SKW3077 ,6300,286,6263,SKW,Wednesday,29.16,97,6,E,No
C00B7C,2022-07-12,20:16:07,JZA981,12075,273,6333,JZA,Wednesday,29.16,97,6,E,No
ADB782,2022-07-12,20:16:50,NA,,,,NA,Wednesday,29.16,97,6,E,No
AE4B4A,2022-07-12,20:18:22,NA,1000,,5272,NA,Wednesday,29.16,97,6,E,No
AE4B2D,2022-07-12,20:18:46,HMRHD11,975,109,277,HMRHD,Wednesday,29.16,97,6,E,No
A55D31,2022-07-12,20:19:43,AAL2588,32000,447,1444,AAL,Wednesday,29.16,97,6,E,No
AE6A15,2022-07-12,20:19:56,170040,27000,313,7726,NA,Wednesday,29.16,97,6,E,No
A987BF,2022-07-12,20:20:52,FFT2702,17225,376,2631,FFT,Wednesday,29.16,97,6,E,No
ABC292,2022-07-12,20:21:11,AAL1482,5150,287,2304,AAL,Wednesday,29.16,97,6,E,No
ACC1EE,2022-07-12,20:22:09,NA,11025,322,,NA,Wednesday,29.16,97,6,E,No
A8B926,2022-07-12,20:23:13,NKS1814,9825,292,,NKS,Wednesday,29.16,97,6,E,No
AA7DAD,2022-07-12,20:23:20,AAL1497,12225,276,1741,AAL,Wednesday,29.16,97,6,E,No
A318EA,2022-07-12,20:23:38,SWA1659,39000,472,2227,SWA,Wednesday,29.16,97,6,E,No
A04DFA,2022-07-12,20:26:08,NA,36000,,,NA,Wednesday,29.16,97,6,E,No
AAA68A,2022-07-12,20:27:04,NA,9900,310,,NA,Wednesday,29.16,97,6,E,No
A445EE,2022-07-12,20:27:30,UAL2005,4900,275,2271,UAL,Wednesday,29.16,97,6,E,No
A69761,2022-07-12,20:27:51,GTI3659,3050,200,,GTI,Wednesday,29.16,97,6,E,No
AC2A33,2022-07-12,20:28:02,AAL2818,12050,275,3014,AAL,Wednesday,29.16,97,6,E,No
A832BE,2022-07-12,20:28:20,N6271E,1700,93,,Private,Wednesday,29.16,97,6,E,No
A4EE2E,2022-07-12,20:28:34,NA,35000,467,,NA,Wednesday,29.16,97,6,E,No
A03732,2022-07-12,20:28:46,N11288,15650,301,2375,Private,Wednesday,29.16,97,6,E,No
AB5FDD,2022-07-12,20:29:21,AAL1923,10075,287,,AAL,Wednesday,29.16,97,6,E,No
AB10DF,2022-07-12,20:30:04,AAL2851,6025,279,2302,AAL,Wednesday,29.16,97,6,E,No
A0B8FB,2022-07-12,20:31:56,AAL2837,5775,293,2365,AAL,Wednesday,29.16,97,6,E,No
A37E5A,2022-07-12,20:32:25,DAL2862,17125,369,4033,DAL,Wednesday,29.16,97,6,E,No
A97675,2022-07-12,20:32:34,SKW3013,4475,231,520,SKW,Wednesday,29.16,97,6,E,No
A2C90D,2022-07-12,20:32:55,NA,10200,363,,NA,Wednesday,29.16,97,6,E,No
A2E9FD,2022-07-12,20:33:53,SWA1957,38000,431,2501,SWA,Wednesday,29.16,97,6,E,No
A6FFC7,2022-07-12,20:34:06,DCM6878,39000,393,3407,DCM,Wednesday,29.16,97,6,E,No
A39A13,2022-07-12,20:34:54,FFT1962,37000,476,5736,FFT,Wednesday,29.16,97,6,E,No
A97029,2022-07-12,20:35:17,SKW3012,16700,365,611,SKW,Wednesday,29.16,97,6,E,No
A1226E,2022-07-12,20:35:23,AAL1455,9725,285,,AAL,Wednesday,29.16,97,6,E,No
AAADDC,2022-07-12,20:35:58,SWA3015,37000,441,,SWA,Wednesday,29.16,97,6,E,No
A6A1B4,2022-07-12,20:36:08,SCX3045,3075,203,,SCX,Wednesday,29.16,97,6,E,No
A0541B,2022-07-12,20:36:22,AAL556,5550,275,2346,AAL,Wednesday,29.16,97,6,E,No
AC769B,2022-07-12,20:36:41,AAL682,6050,270,,AAL,Wednesday,29.16,97,6,E,No
AB178F,2022-07-12,20:36:55,N8135G,1400,90,1200,Private,Wednesday,29.16,97,6,E,No
AD4FB2,2022-07-12,20:37:16,ASH5789,11200,340,,ASH,Wednesday,29.16,97,6,E,No
A0ADE2,2022-07-12,20:37:30,AAL1100,12100,344,1621,AAL,Wednesday,29.16,97,6,E,No
A80113,2022-07-12,20:38:43,N6148J,2775,90,,Private,Wednesday,29.16,97,6,E,No
AB385E,2022-07-12,20:38:49,AAL1736,12050,362,6575,AAL,Wednesday,29.16,97,6,E,No
A48234,2022-07-12,20:39:19,AMF1721,7050,251,4136,AMF,Wednesday,29.16,97,6,E,No
