HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
AB2729,2022-07-09,20:01:05,AAL1865,15275,408,1763,AAL,Sunday,29.11,94,7,NE,No
AD6FF2,2022-07-09,20:01:05,AAL2861,12200,333,7666,AAL,Sunday,29.11,94,7,NE,No
C0737C,2022-07-09,20:01:05,WJA2057,36000,449,,WJA,Sunday,29.11,94,7,NE,No
A10614,2022-07-09,20:01:05,AAL2516,12900,388,2305,AAL,Sunday,29.11,94,7,NE,No
A906F3,2022-07-09,20:01:05,ENY3725,8450,269,,ENY,Sunday,29.11,94,7,NE,No
A10BBC,2022-07-09,20:01:05,AAL1207,15750,411,,AAL,Sunday,29.11,94,7,NE,No
A6C694,2022-07-09,20:01:05,N5359A,8600,167,,Private,Sunday,29.11,94,7,NE,No
A05776,2022-07-09,20:01:06,AAL1243,9375,294,6203,AAL,Sunday,29.11,94,7,NE,No
A0F8D3,2022-07-09,20:01:06,UCA4894,32000,472,2143,UCA,Sunday,29.11,94,7,NE,No
AC8CE9,2022-07-09,20:01:06,ENY3980,12525,302,5173,ENY,Sunday,29.11,94,7,NE,No
A59A0B,2022-07-09,20:01:07,EMD67,9925,184,,EMD,Sunday,29.11,94,7,NE,No
ACA760,2022-07-09,20:01:08,NA,7600,294,,NA,Sunday,29.11,94,7,NE,No
AB62D3,2022-07-09,20:01:29,SWA3820 ,34000,446,,SWA,Sunday,29.11,94,7,NE,No
A53774,2022-07-09,20:01:49,UAL366,29000,491,2152,UAL,Sunday,29.11,94,7,NE,No
A01724,2022-07-09,20:02:07,NA,17500,366,,NA,Sunday,29.11,94,7,NE,No
ABB601,2022-07-09,20:02:14,SWA4377,4575,246,2222,SWA,Sunday,29.11,94,7,NE,No
A24944,2022-07-09,20:03:50,N2464Y,5875,113,,Private,Sunday,29.11,94,7,NE,No
ACEB61,2022-07-09,20:04:37,SWA3130,5500,358,,SWA,Sunday,29.11,94,7,NE,No
