HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
A58DE0,2022/06/21,20:01:45.244,,,459,,NA
A4DF56,2022/06/21,20:01:45.272,,2025,,,NA
A9D7C1,2022/06/21,20:01:45.279,,2025,446,,NA
A98CBC,2022/06/21,20:01:45.314,,19225,435,,NA
A18F70,2022/06/21,20:01:45.710,,2875,,,NA
AD7471,2022/06/21,20:01:46.242,,18525,459,,NA
A32B04,2022/06/21,20:01:47.247,SWA3152,39000,446,,SWA
A2107B,2022/06/21,20:02:00.662,,2775,398,,NA
ADBB39,2022/06/21,20:02:02.767,UAL1435,35000,459,,UAL
AA4E80,2022/06/21,20:02:31.220,N2XT,7175,446,,Private
A0D99A,2022/06/21,20:02:37.254,AAL632,1400,151,3632,AAL
A96F07,2022/06/21,20:03:07.493,N154FT,21175,268,2225,Private
A7289E,2022/06/21,20:03:54.829,AAL1482,9425,307,,AAL
A3244F,2022/06/21,20:04:05.096,AAL1564 ,10000,98,7357,AAL
A4D7EC,2022/06/21,20:05:05.924,SWA3152,3375,351,2243,SWA
AA596C,2022/06/21,20:05:24.831,SWA3152,12250,361,2243,SWA
A1E302,2022/06/21,20:06:04.307,SKW3288,3375,288,2243,SKW
A9614D,2022/06/21,20:06:23.447,SWA523,3375,245,1555,SWA
A7016C,2022/06/21,20:06:44.816,ASA703,12900,466,1555,ASA
A17527,2022/06/21,20:06:55.996,SKW3288,9075,237,1555,SKW
AB674B,2022/06/21,20:07:20.405,N411AW,3200,377,2343,Private
A0CBF4,2022/06/21,20:07:40.049,AAL1482,1700,402,2243,AAL
A50C7C,2022/06/21,20:07:51.488,N411AW,30000,292,,Private
A513AC,2022/06/21,20:08:05.870,SKW3171,8700,475,2220,SKW
A03397,2022/06/21,20:08:25.152,N411AW,30000,197,2243,Private
AA2E0B,2022/06/21,20:09:10.041,N154FT,1500,392,2343,Private
AA6ED1,2022/06/21,20:10:25.449,UCA4820,16050,128,2103,UCA
A21CB8,2022/06/21,20:11:02.029,N411AW,10175,230,2434,Private
A4AFBE,2022/06/21,20:11:10.859,SKW3171,1400,62,2434,SKW
ADEDDD,2022/06/21,20:12:09.427,EJA755,5900,205,,EJA
A2C1B6,2022/06/21,20:12:16.793,EJA755,2375,192,2434,EJA
A59B9C,2022/06/21,20:13:25.475,BYA235,6800,450,2434,BYA
A0D344,2022/06/21,20:14:39.822,AAL1560,11875,272,2434,AAL
ABC14D,2022/06/21,20:14:54.765,ENY4193,6525,240,,ENY
A35E66,2022/06/21,20:15:04.098,BYA235,2225,198,2434,BYA
A67074,2022/06/21,20:15:31.907,BYA235,10175,298,,BYA
AC7A52,2022/06/21,20:15:53.787,N150UC,2350,450,1620,Private
AE53FD,2022/06/21,20:17:16.992,RONIN45,21975,449,2704,RON
AD4FB2,2022/06/21,20:17:29.022,EJA755,9975,446,2704,EJA
A819F6,2022/06/21,20:17:40.192,ENY4193,9675,288,2704,ENY
A1AFC8,2022/06/21,20:17:58.671,ENY4193,2000,288,1114,ENY
AD5398,2022/06/21,20:18:07.388,ENY4193,2000,260,7443,ENY
A0D561,2022/06/21,20:18:16.642,AAL2345,8675,212,2704,AAL
A52D50,2022/06/21,20:18:52.651,N150UC,7675,449,731,Private
AB1203,2022/06/21,20:19:13.306,N150UC,2150,67,2316,Private
A64E2A,2022/06/21,20:19:44.430,AAL2597,34000,383,,AAL
AA7AA6,2022/06/21,20:19:45.033,N150UC,34000,449,2735,Private
A5986A,2022/06/21,20:19:50.246,AAL2597,34000,180,2735,AAL
ACE0D2,2022/06/21,20:20:08.115,N46MW,34000,300,2735,Private
A9DC5E,2022/06/21,20:20:27.488,,13625,468,,NA
A0FAAD,2022/06/21,20:20:29.473,AAL2597,5000,228,7443,AAL
A58672,2022/06/21,20:20:31.886,AAL2597,10200,396,2316,AAL
A03143,2022/06/21,20:20:53.778,AAL2597,14650,400,7443,AAL
A57F04,2022/06/21,20:21:58.599,UAL1010,33950,381,7453,UAL
ACF5BB,2022/06/21,20:22:31.071,AAL2698,10350,446,,AAL
AD8C4C,2022/06/21,20:22:42.783,AAL2597,2150,414,6746,AAL
AD5369,2022/06/21,20:23:51.039,AAL2597,12525,374,2735,AAL
A1C997,2022/06/21,20:24:58.357,UAL1010,8925,391,4017,UAL
A1B1BC,2022/06/21,20:25:52.835,UAL2005,38000,302,6746,UAL
AC789B,2022/06/21,20:26:03.180,AAL1227,34000,309,5215,AAL
ABFB46,2022/06/21,20:26:22.571,AAL1227,10425,469,2314,AAL
AC8777,2022/06/21,20:27:10.505,,34525,375,2552,NA
A0DDFB,2022/06/21,20:27:11.036,,11475,375,,NA
A31BB7,2022/06/21,20:27:13.367,,1500,375,,NA
A25C6E,2022/06/21,20:27:15.492,UAL2005,2425,200,2735,UAL
A0A2BD,2022/06/21,20:27:32.935,SWA1957,15100,380,7453,SWA
AC72E4,2022/06/21,20:28:00.448,AAL1227,1775,266,2552,AAL
A34209,2022/06/21,20:28:22.001,UAL1010,2150,459,6746,UAL
A0B8FB,2022/06/21,20:28:37.956,AAL1227,2550,469,3435,AAL
ACCB22,2022/06/21,20:29:16.434,AAL1227,38000,194,3435,AAL
A389EB,2022/06/21,20:29:19.309,,12800,473,,NA
ABF78F,2022/06/21,20:29:20.277,AAL1229,2100,411,,AAL
A1F4CD,2022/06/21,20:29:27.994,AAL1227,9600,197,2552,AAL
AD73A9,2022/06/21,20:29:47.950,ENY3892,34000,350,6746,ENY
AD7828,2022/06/21,20:29:55.763,UAL2005,11100,237,2615,UAL
A8AE3E,2022/06/21,20:30:15.920,AAL1551,2250,405,3731,AAL
