HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
A87453,2022-07-03,20:00:47,USC102,26850,401,2307,USC,20:00:00
A3FA25,2022-07-03,20:00:47,N3553D,4000,125,,Private,20:00:00
A80156,2022-07-03,20:00:47,ENY3596,20525,337,5126,ENY,20:00:00
AD6116,2022-07-03,20:00:47,AAL2709,6025,272,3433,AAL,20:00:00
AC407D,2022-07-03,20:00:47,NA,,465,,NA,20:00:00
AA1BE0,2022-07-03,20:00:47,AAL1497,10075,255,1767,AAL,20:00:00
AB1971,2022-07-03,20:00:49,NA,7125,,,NA,20:00:00
A24B39,2022-07-03,20:01:54,NA,17750,,,NA,20:00:00
ACA01A,2022-07-03,20:02:27,NA,34000,436,,NA,20:00:00
AAE810,2022-07-03,20:02:42,SCX3045,3975,212,,SCX,20:00:00
A211EF,2022-07-03,20:02:57,SWA3152,19875,418,2242,SWA,20:00:00
A992CF,2022-07-03,20:03:22,NA,24675,,,NA,20:00:00
AE009A,2022-07-03,20:03:24,ENJEP11,2550,297,,ENJEP,20:00:00
AB6EB9,2022-07-03,20:03:37,AAL1107,14225,353,,AAL,20:00:00
AD83B2,2022-07-03,20:03:43,NA,12625,373,,NA,20:00:00
AE008D,2022-07-03,20:03:48,NA,2475,310,1200,NA,20:00:00
AB473A,2022-07-03,20:05:16,AAL632,5525,270,555,AAL,20:00:00
A23C5D,2022-07-03,20:07:07,ENY4229,12000,262,3627,ENY,20:00:00
A9B2E0,2022-07-03,20:07:35,SKW3077,6525,282,2216,SKW,20:00:00
AC8E1A,2022-07-03,20:07:42,NKS813  ,1300,185,574,NKS,20:00:00
AD4FE1,2022-07-03,20:08:56,AAL1111,11975,262,522,AAL,20:00:00
A89F62,2022-07-03,20:09:09,NA,14800,,,NA,20:00:00
A2B728,2022-07-03,20:09:20,NA,10425,,,NA,20:00:00
ACEEB5,2022-07-03,20:11:28,NA,1825,,,NA,20:00:00
A31E84,2022-07-03,20:12:13,N30RV,3500,163,,Private,20:00:00
A7A1A0,2022-07-03,20:16:13,FDX5282,3675,253,,FDX,20:00:00
AD4CB0,2022-07-03,20:16:29,N956TX,5475,102,,Private,20:00:00
AB0E4C,2022-07-03,20:17:25,AAL2698,5050,266,566,AAL,20:00:00
AAA379,2022-07-03,20:18:29,DPJ785,15750,340,7736,DPJ,20:00:00
A2E935,2022-07-03,20:19:58,ENY4237,12000,261,5671,ENY,20:00:00
A742C2,2022-07-03,20:20:26,NA,12600,396,,NA,20:00:00
ADB014,2022-07-03,20:20:59,NA,10250,308,,NA,20:00:00
A64D15,2022-07-03,20:21:26,NA,1500,,,NA,20:00:00
ADB7EE,2022-07-03,20:21:33,SKW4782,31450,407,2402,SKW,20:00:00
A0AA2B,2022-07-03,20:21:38,AAL952,11950,272,3032,AAL,20:00:00
A5FEF9,2022-07-03,20:22:55,OAE587,1975,207,,OAE,20:00:00
A52323,2022-07-03,20:22:59,N430AE,1700,,1200,Private,20:00:00
AB5383,2022-07-03,20:23:12,AAL2078,14675,350,6340,AAL,20:00:00
AA79F6,2022-07-03,20:23:48,AAL1923,4825,273,,AAL,20:00:00
ACE5BC,2022-07-03,20:24:13,AAL2664,12000,265,5743,AAL,20:00:00
ABE124,2022-07-03,20:24:20,NA,11425,,,NA,20:00:00
AC2B6C,2022-07-03,20:26:00,NA,35000,494,,NA,20:00:00
AC79A3,2022-07-03,20:27:02,AAL1781,12150,381,2445,AAL,20:00:00
AC2BD5,2022-07-03,20:28:17,NA,35000,484,,NA,20:00:00
AD4105,2022-07-03,20:28:47,AAL2597,5875,265,2244,AAL,20:00:00
AAF260,2022-07-03,20:28:54,NA,,,,NA,20:00:00
A17DB6,2022-07-03,20:29:25,NA,3500,109,,NA,20:00:00
C05E8E,2022-07-03,20:31:10,JZA744,34100,464,2440,JZA,20:00:00
A2228B,2022-07-03,20:31:15,ASA751,34000,464,2556,ASA,20:00:00
ACAA77,2022-07-03,20:31:46,NA,4850,282,,NA,20:00:00
A09947,2022-07-03,20:33:42,DAL1443,37000,462,507,DAL,20:00:00
ADE18C,2022-07-03,20:34:42,AAL2254,5850,273,2263,AAL,20:00:00
AD6FF2,2022-07-03,20:35:05,AAL1514,11900,284,7064,AAL,20:00:00
A06DB4,2022-07-03,20:35:39,AAL344,4975,187,2317,AAL,20:00:00
A08663,2022-07-03,20:36:52,AAL1085,10225,297,,AAL,20:00:00
A423C4,2022-07-03,20:37:06,DAL1303,34025,449,2651,DAL,20:00:00
A0EF00,2022-07-03,20:37:50,NA,,172,,NA,20:00:00
AA5D60,2022-07-03,20:38:09,NA,18600,394,,NA,20:00:00
A9A7CB,2022-07-03,20:39:53,N721FL,2200,98,,Private,20:00:00
A5FEF4,2022-07-03,20:42:50,NA,,312,,NA,20:00:00
AAA1DE,2022-07-03,20:43:56,SWA3015,39025,485,,SWA,20:00:00
A1F081,2022-07-03,20:44:36,N224GP,42975,349,,Private,20:00:00
AAA573,2022-07-03,20:47:06,SWA50,16625,393,2347,SWA,20:00:00
A75B65,2022-07-03,20:47:41,AAL2235,6125,276,3432,AAL,20:00:00
A284B5,2022-07-03,20:48:26,SWA1707,17525,400,2207,SWA,20:00:00
AC79C7,2022-07-03,20:48:42,AAL1312,5600,246,,AAL,20:00:00
ADD66D,2022-07-03,20:49:08,AAL682,8650,308,,AAL,20:00:00
ACED23,2022-07-03,20:49:39,NA,1200,,,NA,20:00:00
AAF877,2022-07-03,20:49:59,N806DE,7925,278,,Private,20:00:00
A8FE5D,2022-07-03,20:53:53,NKS290,5400,268,576,NKS,20:00:00
