HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
A7FA65,2022-07-12,08:00:12,NA,22650,,,NA,08:00:00
A8553C,2022-07-12,08:00:13,NKS483,36000,479,2750,NKS,08:00:00
A4D011,2022-07-12,08:00:13,SWA1636,25350,460,,SWA,08:00:00
A817AC,2022-07-12,08:00:13,EJA620,24800,379,2332,EJA,08:00:00
ABCCA0,2022-07-12,08:00:13,N86BJ   ,3500,100,1200,Private,08:00:00
A13E52,2022-07-12,08:00:14,TASI318,5850,161,5275,TASI,08:00:00
AC407D,2022-07-12,08:00:21,NA,10475,314,,NA,08:00:00
AD7E6F,2022-07-12,08:00:26,JBU2986,34000,474,3637,JBU,08:00:00
AA6ADE,2022-07-12,08:00:35,AAL809,11325,269,4253,AAL,08:00:00
A2B8C5,2022-07-12,08:00:38,UAL2371,6200,282,2274,UAL,08:00:00
AD260E,2022-07-12,08:01:02,ALLEN118,4575,75,,ALLEN,08:00:00
AB3C58,2022-07-12,08:01:02,DAL1425,34000,472,3623,DAL,08:00:00
A5E1B7,2022-07-12,08:01:12,N4784A,3325,68,,Private,08:00:00
A4FD3D,2022-07-12,08:01:40,N420SP,2900,94,441,Private,08:00:00
A9029D,2022-07-12,08:01:42,N68TX,1300,75,,Private,08:00:00
A5012D,2022-07-12,08:01:57,NA,2450,213,,NA,08:00:00
A2E25E,2022-07-12,08:02:44,UPS2787,39025,464,,UPS,08:00:00
A0EF54,2022-07-12,08:02:49,TASI316,2475,158,5235,TASI,08:00:00
A83E7B,2022-07-12,08:03:18,N630HR,2100,81,,Private,08:00:00
AC9650,2022-07-12,08:03:23,N91WK,1900,162,,Private,08:00:00
A1EEFC,2022-07-12,08:04:21,N2233W,1500,87,,Private,08:00:00
ABFD00,2022-07-12,08:04:28,SWA2859,10700,320,2230,SWA,08:00:00
AAF877,2022-07-12,08:04:30,N806DE,43000,481,1460,Private,08:00:00
A1F4BC,2022-07-12,08:05:16,O225MW,7025,216,4044,NA,08:00:00
AB82E2,2022-07-12,08:06:15,N8405B,1600,90,4645,Private,08:00:00
ABF375,2022-07-12,08:06:25,SWA1622,13800,391,3472,SWA,08:00:00
A28D91,2022-07-12,08:07:46,N26379,3500,92,,Private,08:00:00
AC97E4,2022-07-12,08:07:47,AAL1034,16150,354,3242,AAL,08:00:00
A49F89,2022-07-12,08:08:35,UAL1442,12000,272,7363,UAL,08:00:00
AB128D,2022-07-12,08:08:41,UAL1182,2250,182,3654,UAL,08:00:00
A7E18A,2022-07-12,08:08:45,NA,33000,423,,NA,08:00:00
AD12E0,2022-07-12,08:09:03,SWA1589,13525,377,6220,SWA,08:00:00
A9567D,2022-07-12,08:10:09,N700VV,2250,149,2353,Private,08:00:00
AA7734,2022-07-12,08:10:55,SWA2340,12625,321,6246,SWA,08:00:00
AC21E4,2022-07-12,08:12:15,NA,35000,455,,NA,08:00:00
A27FEA,2022-07-12,08:12:30,NA,3600,131,,NA,08:00:00
ACB824,2022-07-12,08:12:30,ASA263,33850,471,7415,ASA,08:00:00
A3158B,2022-07-12,08:12:51,N2980A,8700,169,566,Private,08:00:00
A812CD,2022-07-12,08:12:53,EJM619,2375,233,,EJM,08:00:00
A2A84C,2022-07-12,08:13:27,UPS2751,2650,251,2247,UPS,08:00:00
ABAC48,2022-07-12,08:13:30,AAL2111,9925,289,2265,AAL,08:00:00
A793D4,2022-07-12,08:13:35,NA,12975,278,,NA,08:00:00
A24C01,2022-07-12,08:13:39,SWA680,12250,318,,SWA,08:00:00
A6314D,2022-07-12,08:14:15,N4988N,1525,175,1200,Private,08:00:00
A76935,2022-07-12,08:14:28,EJM577,2175,250,3604,EJM,08:00:00
A15F04,2022-07-12,08:14:44,N188GK,2300,112,,Private,08:00:00
A838E2,2022-07-12,08:14:59,NKS1127,37475,459,,NKS,08:00:00
86E7A2,2022-07-12,08:15:03,JAL6713,2325,281,2375,JAL,08:00:00
AA6ED1,2022-07-12,08:15:38,AAL579,14100,327,1127,AAL,08:00:00
AB766A,2022-07-12,08:16:12,DAL1641,34000,480,757,DAL,08:00:00
AD9BC8,2022-07-12,08:16:18,AAL1954,32025,479,3154,AAL,08:00:00
ABE65A,2022-07-12,08:16:50,AAL1066,13950,333,2673,AAL,08:00:00
A967AE,2022-07-12,08:17:15,FFT82,11500,262,2610,FFT,08:00:00
AB3446,2022-07-12,08:17:18,N82075,1400,96,,Private,08:00:00
AC7AE4,2022-07-12,08:17:37,CFS4291,4025,205,,CFS,08:00:00
