HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
A23FE5,2022-07-12,16:02:07,NA,15050,,,NA
A138B8,2022-07-12,16:02:07,AAL1786,32950,446,7304,AAL
AC6B21,2022-07-12,16:02:07,N9GS,11050,284,5270,Private
AC0AAC,2022-07-12,16:02:07,UAL1883,12025,295,3232,UAL
A32AD5,2022-07-12,16:02:07,DAL2266,13000,325,2475,DAL
A2B8C5,2022-07-12,16:02:07,NA,33000,454,,NA
AB23C2,2022-07-12,16:02:07,N817EA,43000,440,,Private
A0B333,2022-07-12,16:02:07,SKW5227,35000,433,,SKW
A9FA79,2022-07-12,16:02:07,FDX3162,3025,241,2315,FDX
AD4102,2022-07-12,16:02:09,NA,12300,359,,NA
AE0085,2022-07-12,16:02:09,ALLY02,4100,279,5173,ALLY
AE14D4,2022-07-12,16:02:10,NA,16025,418,,NA
A47CD1,2022-07-12,16:02:12,ATN3332,2850,218,2217,ATN
A445EE,2022-07-12,16:02:15,UAL313,35000,465,,UAL
AB7FE6,2022-07-12,16:02:17,NA,7025,,,NA
AA80EB,2022-07-12,16:02:25,SKW3188,7000,298,2271,SKW
A34B1E,2022-07-12,16:02:39,NA,3375,98,,NA
A906F3,2022-07-12,16:02:44,ENY4234 ,9550,269,,ENY
AB43C6,2022-07-12,16:02:47,DAL969,35000,468,,DAL
A4064D,2022-07-12,16:03:20,NA,21675,311,,NA
A2113B,2022-07-12,16:04:01,DHR4    ,6900,252,537,DHR
A0934B,2022-07-12,16:04:03,NA,,,,NA
A2C90D,2022-07-12,16:04:13,ENY3952,11075,301,6653,ENY
A81486,2022-07-12,16:04:18,NA,10625,182,,NA
A0FD55,2022-07-12,16:04:24,FDX3161,2675,233,3601,FDX
A95C38,2022-07-12,16:05:09,NA,37000,506,,NA
A5F938,2022-07-12,16:05:11,UAL337,15900,390,643,UAL
A3EA54,2022-07-12,16:05:18,UPS2918,8975,302,3622,UPS
A8B805,2022-07-12,16:05:47,AAL2581,12050,280,2342,AAL
A16037,2022-07-12,16:07:04,AAL567,32000,475,3121,AAL
A3F500,2022-07-12,16:07:27,NA,10875,347,,NA
A1DD6C,2022-07-12,16:07:50,N2191,1525,116,1200,Private
3949F8,2022-07-12,16:08:29,AFR636,38000,480,3041,AFR
A24727,2022-07-12,16:09:02,JSX222,6150,243,6234,JSX
A4B41C,2022-07-12,16:09:05,AAL1235,5825,281,6233,AAL
AC1452,2022-07-12,16:09:16,NA,1400,139,,NA
A0306C,2022-07-12,16:09:38,NA,3050,,,NA
AAB854,2022-07-12,16:09:47,N790DD,2975,126,,Private
ADCA15,2022-07-12,16:09:55,AAL2722,16800,421,4072,AAL
C00B8A,2022-07-12,16:10:36,JZA979,12025,266,540,JZA
AD2B14,2022-07-12,16:11:25,N948CB,12525,152,525,Private
AD5BC4,2022-07-12,16:12:00,N96WC,11650,259,,Private
A3AE84,2022-07-12,16:12:21,N3360U,4800,114,5247,Private
A3231A,2022-07-12,16:12:23,NA,1600,127,,NA
A08EFD,2022-07-12,16:12:30,AAL1584 ,15725,392,5740,AAL
A21BA0,2022-07-12,16:12:54,FFT2147,6300,296,2303,FFT
A0B20E,2022-07-12,16:12:57,FDX3171,2650,181,2202,FDX
A7CD82,2022-07-12,16:13:20,NA,3100,179,,NA
A4CAEC,2022-07-12,16:13:48,LXJ408,43000,441,1735,LXJ
AA9F6F,2022-07-12,16:14:04,AAL280,16725,373,1111,AAL
A72692,2022-07-12,16:14:08,N56WN,4025,213,7275,Private
A7302F,2022-07-12,16:14:59,AAL979,30950,460,2612,AAL
A32EBB,2022-07-12,16:15:07,FFT2134,17000,372,1056,FFT
A5EC61,2022-07-12,16:15:45,ASA716,17725,394,3540,ASA
A9A58D,2022-07-12,16:15:47,SWA582,39000,450,2760,SWA
AC1CAC,2022-07-12,16:15:53,NA,37000,435,,NA
ABB810,2022-07-12,16:16:01,ASA131,5975,281,3432,ASA
AAFBF3,2022-07-12,16:16:04,AAL2426,8750,269,,AAL
A3ED69,2022-07-12,16:16:06,DAL2699,36000,466,7472,DAL
A3D568,2022-07-12,16:16:30,UPS2906,7600,299,526,UPS
C080A2,2022-07-12,16:16:45,WJA1534,39000,457,1171,WJA
A313B4,2022-07-12,16:17:01,NA,34000,467,,NA
AE0064,2022-07-12,16:17:17,NA,27025,557,,NA
A27CCF,2022-07-12,16:17:54,N26BT,8550,293,3055,Private
A99355,2022-07-12,16:18:49,DPJ716  ,41000,427,2677,DPJ
A9F6B9,2022-07-12,16:19:16,SKW3082,15300,354,2446,SKW
AC045E,2022-07-12,16:19:43,ASH6083,36000,448,,ASH
AE0069,2022-07-12,16:19:46,EURO44,4175,328,5112,EURO
A0D19E,2022-07-12,16:19:54,AAL2399,8400,291,,AAL
ABBB7E,2022-07-12,16:20:00,N855SC,16525,260,,Private
AB9ECA,2022-07-12,16:20:07,AAL2847,12025,288,2774,AAL
AA797D,2022-07-12,16:20:41,NA,4750,219,,NA
A5E29A,2022-07-12,16:21:40,ASA561,34000,463,,ASA
A89451,2022-07-12,16:22:37,SKW5476,32000,429,1151,SKW
0D0B90,2022-07-12,16:22:51,VIV0685,7250,276,,VIV
A94C4E,2022-07-12,16:23:00,SKW5266,29925,401,,SKW
AE009C,2022-07-12,16:23:40,EURO03,27025,487,5261,EURO
A57076,2022-07-12,16:23:58,DCM6180,4025,254,,DCM
A1A63D,2022-07-12,16:24:54,NA,37000,427,7014,NA
ADFEE0,2022-07-12,16:25:23,NA,20975,271,,NA
A86499,2022-07-12,16:25:31,N64TP,1500,,1200,Private
A448F8,2022-07-12,16:26:31,UAL1714,35000,466,1012,UAL
A001C1,2022-07-12,16:26:59,TEXDOT1,1475,145,2347,TEXDOT
ACF5BE,2022-07-12,16:27:01,AAL2744,14925,355,,AAL
A0FF09,2022-07-12,16:27:32,DCM4045,2025,255,,DCM
AD5623,2022-07-12,16:28:26,AAL2517,14725,379,1416,AAL
AB178F,2022-07-12,16:28:48,N8135G,1300,76,,Private
A45A95,2022-07-12,16:30:25,N38SV,41000,453,6707,Private
A30151,2022-07-12,16:30:40,NA,45025,458,,NA
A7F27A,2022-07-12,16:31:41,ENY4016 ,16050,361,2625,ENY
A9E899,2022-07-12,16:31:51,NA,,,,NA
A5C4E2,2022-07-12,16:32:39,NA,10225,,,NA
A3F88E,2022-07-12,16:33:09,DAL2482,33550,468,7213,DAL
AC20E7,2022-07-12,16:33:11,SWA1191,8925,295,6225,SWA
ABB440,2022-07-12,16:33:15,UAL1604,11250,342,,UAL
AA6ADE,2022-07-12,16:33:37,NA,6650,256,,NA
A74B1B,2022-07-12,16:34:08,SCX3061,3050,208,,SCX
A97675,2022-07-12,16:34:47,SKW3171,5875,287,,SKW
A158C9,2022-07-12,16:35:36,NA,,393,,NA
A1888B,2022-07-12,16:35:45,NA,4300,,,NA
A04717,2022-07-12,16:36:46,DLX117,18550,380,6204,DLX
A6593E,2022-07-12,16:37:18,NA,40000,426,,NA
AD9EDF,2022-07-12,16:37:24,NA,,,,NA
AA7DAD,2022-07-12,16:37:38,NA,8375,305,,NA
A21BAA,2022-07-12,16:37:40,N235GA,3050,215,,Private
AAF804,2022-07-12,16:38:16,SCX3010 ,6350,250,,SCX
A4DCBA,2022-07-12,16:38:21,JTZ412,4675,212,3417,JTZ
AB444B,2022-07-12,16:38:37,N825JW,14725,332,3615,Private
A0F73C,2022-07-12,16:38:39,NA,11125,324,,NA
A1057A,2022-07-12,16:40:10,AAL1742,7900,299,2274,AAL
AC7F41,2022-07-12,16:41:14,NA,4875,339,,NA
A01F13,2022-07-12,16:41:43,NA,,446,,NA
A5EA9A,2022-07-12,16:42:26,SWA1329,12900,369,545,SWA
A7178C,2022-07-12,16:42:46,AAL2081,17275,369,3206,AAL
A28B5B,2022-07-12,16:42:46,NA,5100,,,NA
A87CA9,2022-07-12,16:43:49,N646MS,1400,72,1200,Private
AC769B,2022-07-12,16:44:08,AAL1353,5450,296,503,AAL
A18B71,2022-07-12,16:44:10,AAL1492,12025,277,2715,AAL
ACA60D,2022-07-12,16:45:14,ASH5819,16825,363,6767,ASH
ACB599,2022-07-12,16:45:26,NKS955,36025,456,2551,NKS
A361E5,2022-07-12,16:45:30,N317M,12700,305,2345,Private
A1428E,2022-07-12,16:45:54,N180VG,43000,435,5743,Private
AA31ED,2022-07-12,16:46:20,SKW3252,6475,285,3677,SKW
AB1FBB,2022-07-12,16:46:50,AAL2168,18200,446,7674,AAL
A1EEFC,2022-07-12,16:46:52,N2233W,1400,89,1200,Private
A1ED5F,2022-07-12,16:47:14,ENY3923,9075,278,,ENY
A7130C,2022-07-12,16:48:45,SWA1478,10875,297,2276,SWA
A9F09D,2022-07-12,16:49:17,N74EH,1425,65,,Private
A24B0A,2022-07-12,16:49:29,ASH5791,6200,280,2236,ASH
AC6F31,2022-07-12,16:49:32,ENY3633,8250,274,,ENY
A1D059,2022-07-12,16:49:45,FFT2711,7625,298,3611,FFT
ABB245,2022-07-12,16:49:53,SWA2571,14125,308,3242,SWA
A403DF,2022-07-12,16:50:13,AAL2343,14650,381,6236,AAL
A3F4D7,2022-07-12,16:50:18,DAL605,35050,459,2777,DAL
A3E9C5,2022-07-12,16:51:12,DAL1041,5600,264,,DAL
A09533,2022-07-12,16:51:37,AAL2845,16900,391,6007,AAL
A92384,2022-07-12,16:51:42,UAL1691,34000,469,6137,UAL
ABC649,2022-07-12,16:52:29,NA,10300,290,,NA
A317BA,2022-07-12,16:52:49,NA,13250,350,,NA
AC3214,2022-07-12,16:52:50,,41000,471,2711,NA
AB1C04,2022-07-12,16:52:51,NA,11700,,,NA
A6EC56,2022-07-12,16:53:13,AAL1321,17075,393,1443,AAL
A6C248,2022-07-12,16:53:40,NA,,,,NA
A57229,2022-07-12,16:53:50,NA,,306,,NA
ABDCB5,2022-07-12,16:53:56,NA,32000,410,,NA
A0CDF3,2022-07-12,16:54:56,AAL2655,17050,351,6620,AAL
A9C2E9,2022-07-12,16:55:00,SWA1756,15600,321,2361,SWA
AA2E36,2022-07-12,16:55:05,SKW3121,12925,272,1673,SKW
A0865B,2022-07-12,16:55:11,NA,1900,,,NA
ADB0B4,2022-07-12,16:55:11,AAL1322,6525,294,3617,AAL
33FFF9,2022-07-12,16:55:50,NA,3025,131,,NA
ACB4E9,2022-07-12,16:56:22,ASH5879,5800,290,5102,ASH
AE1389,2022-07-12,16:56:59,HOBBY55,28975,329,,HOBBY
A2AF23,2022-07-12,16:57:19,ENY4095,17050,369,1730,ENY
A26BE1,2022-07-12,16:57:40,UPS2762,12050,280,3731,UPS
A476DE,2022-07-12,16:57:41,N387SC,3050,162,,Private
AA1568,2022-07-12,16:58:40,EJA749,6025,267,1167,EJA
A73410,2022-07-12,16:58:41,SWA1375,6275,268,,SWA
A75B65,2022-07-12,16:59:25,AAL2019,16900,348,3732,AAL
AC4A44,2022-07-12,17:00:04,AAL1734,12050,283,2301,AAL
A1E23A,2022-07-12,17:00:10,ENY3880,5150,283,555,ENY
AD5398,2022-07-12,17:00:45,AAL1206,14775,374,520,AAL
AB28B5,2022-07-12,17:01:06,N818SS,43000,463,2527,Private
A33EA8,2022-07-12,17:01:52,N308SP,5000,96,5106,Private
A90185,2022-07-12,17:03:11,JTL68,4000,260,,JTL
AC763E,2022-07-12,17:03:17,AAL2233,5350,282,,AAL
A8050D,2022-07-12,17:03:31,ENY4211,12050,268,543,ENY
A44E59,2022-07-12,17:03:46,FFT504,17150,377,6542,FFT
AD159B,2022-07-12,17:04:03,NA,10300,328,,NA
A9DF2F,2022-07-12,17:04:07,SWA459,39000,456,7762,SWA
A83673,2022-07-12,17:04:10,N6281C,1500,87,1200,Private
ACFD2C,2022-07-12,17:04:41,AAL1948,5950,298,2341,AAL
A1D105,2022-07-12,17:05:02,ENY3767,12050,283,1142,ENY
A8352B,2022-07-12,17:05:08,NKS867,8300,298,2330,NKS
AA596C,2022-07-12,17:05:40,SKW3144,17375,354,6032,SKW
A340D2,2022-07-12,17:06:05,ASA128,10825,269,3441,ASA
AAA5B8,2022-07-12,17:06:41,SWA1212,13625,384,2222,SWA
A3ED91,2022-07-12,17:06:42,AAL2719,12050,282,2144,AAL
A423C4,2022-07-12,17:07:14,NA,38000,,,NA
A3B88E,2022-07-12,17:08:06,AAL2817,12050,283,2152,AAL
A32437,2022-07-12,17:08:17,DAL1849,36975,474,533,DAL
A26B4A,2022-07-12,17:09:27,NA,10475,286,,NA
406A05,2022-07-12,17:09:40,NA,12050,269,1326,NA
A2FE21,2022-07-12,17:09:50,ENY3894,9650,314,3642,ENY
A0CFBD,2022-07-12,17:10:01,AAL2886,6025,281,,AAL
AB1B3E,2022-07-12,17:10:08,UAL2647,34000,449,7414,UAL
AB15BA,2022-07-12,17:10:10,NA,10850,297,,NA
A2ECEC,2022-07-12,17:10:51,ENY3325,13050,278,3330,ENY
A061BB,2022-07-12,17:10:52,N509AF  ,3075,120,5202,Private
ACD935,2022-07-12,17:11:05,ASH5697,10275,299,,ASH
A95745,2022-07-12,17:11:50,AAL2596,16100,397,572,AAL
A85CAA,2022-07-12,17:12:04,NKS313,12075,282,2246,NKS
A8C439,2022-07-12,17:12:21,ENY4103,8150,,,ENY
A05776,2022-07-12,17:13:38,AAL2298,6425,291,,AAL
