HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
A0B580,2022-06-29,12:02:08,N145CL,1825,123,,Private,12:00:00
A9D650,2022-06-29,12:02:08,N733BG,3300,97,,Private,12:00:00
A88EAE,2022-06-29,12:02:08,N650W,13000,332,3676,Private,12:00:00
A163F2,2022-06-29,12:02:08,AAL2846,11675,395,3677,AAL,12:00:00
A558B6,2022-06-29,12:02:08,N4434R,4050,95,1200,Private,12:00:00
A94B2E,2022-06-29,12:02:08,UAL529,35000,471,,UAL,12:00:00
A5502B,2022-06-29,12:02:08,NA,16575,379,,NA,12:00:00
A6ABDB,2022-06-29,12:02:08,N529RG,7300,147,,Private,12:00:00
ABD9B6,2022-06-29,12:02:08,SWA843,30725,448,,SWA,12:00:00
AB82E2,2022-06-29,12:02:08,N8405B,2500,83,1200,Private,12:00:00
A8F207,2022-06-29,12:02:09,ENY4211,7200,249,,ENY,12:00:00
AD8C4C,2022-06-29,12:02:09,AAL2469,13200,328,4044,AAL,12:00:00
ABC62A,2022-06-29,12:02:09,N858MG,1750,122,2204,Private,12:00:00
A9600B,2022-06-29,12:02:09,N703DN,2750,212,5172,Private,12:00:00
A96FA6,2022-06-29,12:02:09,N707MD,1200,89,1200,Private,12:00:00
AD6FF2,2022-06-29,12:02:11,AAL444,9625,303,6212,AAL,12:00:00
A2536F,2022-06-29,12:02:12,NA,12325,371,,NA,12:00:00
AA18BE,2022-06-29,12:02:12,N75LV,3700,171,,Private,12:00:00
A17C95,2022-06-29,12:02:16,AAL2023,6875,289,2205,AAL,12:00:00
AA31C2,2022-06-29,12:02:25,EJA756,23000,441,,EJA,12:00:00
ABDC91,2022-06-29,12:02:25,NA,2075,203,,NA,12:00:00
AB1C47,2022-06-29,12:02:36,DAL969,36000,431,2561,DAL,12:00:00
A03B6D,2022-06-29,12:02:48,NA,37000,462,,NA,12:00:00
ABEC6C,2022-06-29,12:02:56,NA,17150,,,NA,12:00:00
A4996A,2022-06-29,12:02:58,NA,19100,225,6256,NA,12:00:00
ACE6E2,2022-06-29,12:03:10,AAL1811,6550,283,3423,AAL,12:00:00
A7A1B1,2022-06-29,12:03:10,LXJ591,2850,391,3471,LXJ,12:00:00
ACAD7B,2022-06-29,12:03:20,ASH5864,9600,326,2227,ASH,12:00:00
A1C7B0,2022-06-29,12:03:50,N2135B,3800,92,,Private,12:00:00
A5468E,2022-06-29,12:04:33,SWA1754,16900,394,6271,SWA,12:00:00
A07421,2022-06-29,12:04:39,NA,,,,NA,12:00:00
A887E0,2022-06-29,12:04:45,NKS407,11350,291,1537,NKS,12:00:00
AB1203,2022-06-29,12:05:23,AAL2412,2000,196,3615,AAL,12:00:00
A55A49,2022-06-29,12:05:29,N444JH,2050,,,Private,12:00:00
AB7FE6,2022-06-29,12:05:33,AAL115,9775,324,,AAL,12:00:00
AE52E4,2022-06-29,12:05:45,SPRTN27,3250,146,,SPRTN,12:00:00
A4C880,2022-06-29,12:06:09,NA,900,85,,NA,12:00:00
AD2833,2022-06-29,12:06:13,ASH5764,12025,362,1612,ASH,12:00:00
ABE80E,2022-06-29,12:06:14,SWA636,4775,266,3472,SWA,12:00:00
AC290C,2022-06-29,12:07:18,ALLEN283,3400,119,,ALLEN,12:00:00
ABE7C5,2022-06-29,12:07:36,SWA1062,4775,339,3454,SWA,12:00:00
ACB658,2022-06-29,12:07:37,N918WA,6200,255,5136,Private,12:00:00
A3621E,2022-06-29,12:07:49,NA,2150,207,,NA,12:00:00
A7302F,2022-06-29,12:09:21,AAL662P,2175,199,6227,AAL,12:00:00
ABE147,2022-06-29,12:09:29,NA,11825,350,,NA,12:00:00
ACBF60,2022-06-29,12:09:40,NKS163,2125,194,,NKS,12:00:00
AB444B,2022-06-29,12:10:40,NA,13475,328,,NA,12:00:00
AB44A7,2022-06-29,12:11:37,AAL2245,2225,203,2202,AAL,12:00:00
ABE475,2022-06-29,12:12:00,NA,12350,322,,NA,12:00:00
ABE79D,2022-06-29,12:12:17,SWA2681,25000,457,7454,SWA,12:00:00
A7D7B5,2022-06-29,12:12:24,SKW3100,12650,312,2602,SKW,12:00:00
A3C192,2022-06-29,12:12:53,FFT506,7175,283,2216,FFT,12:00:00
AB19DF,2022-06-29,12:13:05,SCX514,11475,281,6115,SCX,12:00:00
A69D03,2022-06-29,12:13:27,JTL525,43000,390,2736,JTL,12:00:00
AB178F,2022-06-29,12:13:32,N8135G,3800,103,4657,Private,12:00:00
A7DB41,2022-06-29,12:13:57,EJA605,2150,208,3657,EJA,12:00:00
A579C6,2022-06-29,12:14:06,KFS27,10850,346,,KFS,12:00:00
A7FF0E,2022-06-29,12:14:07,SKW3027,8425,281,,SKW,12:00:00
A959DF,2022-06-29,12:14:08,SKW3019,2450,220,3462,SKW,12:00:00
AA55B5,2022-06-29,12:14:11,SKW9897,14250,306,7464,SKW,12:00:00
AB5867,2022-06-29,12:14:23,AAL119,6025,286,6237,AAL,12:00:00
A2229C,2022-06-29,12:14:32,N237BB,10425,298,6251,Private,12:00:00
AA11DC,2022-06-29,12:14:50,SKW3022,11350,270,624,SKW,12:00:00
AB3856,2022-06-29,12:15:51,AAL61,1975,208,3663,AAL,12:00:00
A4071D,2022-06-29,12:16:29,NA,43000,455,,NA,12:00:00
A5EE13,2022-06-29,12:16:35,UAL550,6625,277,505,UAL,12:00:00
A13541,2022-06-29,12:16:44,AAL2606,2300,188,3415,AAL,12:00:00
AA9F6F,2022-06-29,12:16:46,NA,9725,269,,NA,12:00:00
A83E7B,2022-06-29,12:17:20,N630HR,2400,93,,Private,12:00:00
A46310,2022-06-29,12:17:29,NA,32025,444,,NA,12:00:00
A2A80F,2022-06-29,12:17:44,N270SC,11150,353,3661,Private,12:00:00
A04E00,2022-06-29,12:17:48,DAL823,2175,204,3654,DAL,12:00:00
AB0E4C,2022-06-29,12:17:50,NA,2250,241,,NA,12:00:00
ABB4EA,2022-06-29,12:18:19,SWA2718,9750,403,2246,SWA,12:00:00
AA2A54,2022-06-29,12:18:20,EJA754,3550,221,2560,EJA,12:00:00
AC754B,2022-06-29,12:19:05,AAL2773,2000,193,2355,AAL,12:00:00
A537B2,2022-06-29,12:19:31,SWA1879,2300,277,7413,SWA,12:00:00
ACA760,2022-06-29,12:20:11,AAL2603,11225,281,2701,AAL,12:00:00
A9BF27,2022-06-29,12:20:26,SKW3208,9750,275,571,SKW,12:00:00
A6E667,2022-06-29,12:21:32,NA,900,70,,NA,12:00:00
A58646,2022-06-29,12:21:50,N455SG,27000,279,3405,Private,12:00:00
AD854A,2022-06-29,12:21:59,NA,32000,421,,NA,12:00:00
A2AF23,2022-06-29,12:22:06,ENY3307 ,11025,275,1547,ENY,12:00:00
A36F90,2022-06-29,12:22:18,AAY2783,38025,446,563,AAY,12:00:00
A9C2E9,2022-06-29,12:22:31,SWA3067,6275,292,,SWA,12:00:00
AD285F,2022-06-29,12:22:35,NKS1200,9325,284,651,NKS,12:00:00
A39A13,2022-06-29,12:23:27,FFT2734,9100,283,3674,FFT,12:00:00
ABADF9,2022-06-29,12:23:32,NA,11150,,,NA,12:00:00
AD7EA1,2022-06-29,12:24:01,N969LT,3775,99,5254,Private,12:00:00
A4DD65,2022-06-29,12:24:19,AAL1709,11325,278,6261,AAL,12:00:00
A4AB5C,2022-06-29,12:24:22,N40MA,4775,162,,Private,12:00:00
AC4107,2022-06-29,12:24:29,NA,35950,440,,NA,12:00:00
A54C42,2022-06-29,12:24:43,SKW4800,33000,413,,SKW,12:00:00
AC3F05,2022-06-29,12:25:13,TEX88,19600,350,2260,TEX,12:00:00
A3A873,2022-06-29,12:25:56,XSR335,3750,276,6232,XSR,12:00:00
A1BB83,2022-06-29,12:26:03,SWA2188,39000,460,4011,SWA,12:00:00
A09188,2022-06-29,12:26:51,AAL2066,8900,289,2321,AAL,12:00:00
A23FB9,2022-06-29,12:27:43,NA,5775,,,NA,12:00:00
ADD2B0,2022-06-29,12:27:44,AAL2393,1950,203,3624,AAL,12:00:00
AA01A2,2022-06-29,12:27:45,NA,37000,505,,NA,12:00:00
AD70BA,2022-06-29,12:28:12,SWA977,39000,461,7326,SWA,12:00:00
ABA82A,2022-06-29,12:28:13,N850JK,27000,298,,Private,12:00:00
AE220E,2022-06-29,12:28:18,X,24425,,560,NA,12:00:00
A05A6B,2022-06-29,12:28:41,UCA4231,31000,470,1634,UCA,12:00:00
AA1B27,2022-06-29,12:28:51,N750ML,39000,405,7251,Private,12:00:00
A57742,2022-06-29,12:29:01,NA,5625,253,,NA,12:00:00
AE6917,2022-06-29,12:29:14,DERBY68,25025,312,,DERBY,12:00:00
AB44FF,2022-06-29,12:29:19,EJM825,5725,234,2660,EJM,12:00:00
A091D5,2022-06-29,12:29:41,NA,2675,197,,NA,12:00:00
AB1A2D,2022-06-29,12:29:59,BTQ554,5800,216,,BTQ,12:00:00
A48A8F,2022-06-29,12:30:03,DAL649,35000,493,6076,DAL,12:00:00
A1FFF2,2022-06-29,12:30:13,ENY4248,34000,464,2702,ENY,12:00:00
A292C9,2022-06-29,12:30:26,NA,2175,193,3037,NA,12:00:00
A1314E,2022-06-29,12:31:05,NA,2125,189,2226,NA,12:00:00
AB77E2,2022-06-29,12:31:10,GAJ838,6775,231,,GAJ,12:00:00
A16A02,2022-06-29,12:31:35,AAL1534,15075,332,7757,AAL,12:00:00
AC667A,2022-06-29,12:31:37,N89878,2200,83,,Private,12:00:00
ADCE35,2022-06-29,12:31:47,NA,10175,292,,NA,12:00:00
A0AA7C,2022-06-29,12:32:06,DAL1442,28550,461,7373,DAL,12:00:00
A6CC45,2022-06-29,12:32:09,NA,2025,204,,NA,12:00:00
A44611,2022-06-29,12:32:15,UAL2296,35000,471,,UAL,12:00:00
AC2BB8,2022-06-29,12:32:21,NA,31000,452,2346,NA,12:00:00
A8FD2C,2022-06-29,12:32:25,ENY3615,11350,281,1575,ENY,12:00:00
A99E32,2022-06-29,12:32:37,FWK719,2525,216,,FWK,12:00:00
A0A2BD,2022-06-29,12:33:03,AAL1507,8500,284,,AAL,12:00:00
A338AC,2022-06-29,12:33:11,JBU1214,2325,184,6221,JBU,12:00:00
4BB185,2022-06-29,12:33:17,THY4HK,39975,481,755,THY,12:00:00
A3C62B,2022-06-29,12:33:30,EJA342,15750,378,,EJA,12:00:00
A4F5C7,2022-06-29,12:33:42,NA,1050,116,,NA,12:00:00
ABB205,2022-06-29,12:33:51,SWA401,5775,278,526,SWA,12:00:00
71C083,2022-06-29,12:34:00,KAL032,2025,211,2243,KAL,12:00:00
A0E086,2022-06-29,12:34:02,NA,1975,194,,NA,12:00:00
A92277,2022-06-29,12:34:07,N688RS,1900,,,Private,12:00:00
AC71DD,2022-06-29,12:34:59,AAL2221,2175,188,3434,AAL,12:00:00
A4E6C0,2022-06-29,12:35:05,AAL2519,33000,504,2211,AAL,12:00:00
A0A923,2022-06-29,12:35:39,NA,29000,433,,NA,12:00:00
AA75EF,2022-06-29,12:35:40,UAL699,37000,499,,UAL,12:00:00
A0EBAB,2022-06-29,12:35:43,AAL1741,2200,187,2323,AAL,12:00:00
A66AAD,2022-06-29,12:35:54,NA,7750,285,,NA,12:00:00
A0D374,2022-06-29,12:35:56,AAL1148,2300,179,2336,AAL,12:00:00
8990DE,2022-06-29,12:36:06,EVA696,7800,283,,EVA,12:00:00
AC72AF,2022-06-29,12:36:41,AAL766  ,2125,183,7056,AAL,12:00:00
ADA296,2022-06-29,12:36:54,AAL2391,1925,209,7053,AAL,12:00:00
ACD64B,2022-06-29,12:37:01,AAL1765,14150,347,2407,AAL,12:00:00
A0B550,2022-06-29,12:37:47,AAL407,2075,185,2231,AAL,12:00:00
ACAEC8,2022-06-29,12:38:35,AAL2065,8725,279,3441,AAL,12:00:00
ABF6A4,2022-06-29,12:38:52,SKW3006,2075,206,3437,SKW,12:00:00
