HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
A10E46,2022-06-25,04:00:03,UAL437,39000,428,,UAL,04:00:00
A01EBA,2022-06-25,04:01:07,N107AE,1050,81,1200,Private,04:00:00
A35AA4,2022-06-25,04:03:30,AAY3000,37000,444,,AAY,04:00:00
A44E59,2022-06-25,04:16:52,FFT2158,35025,449,7321,FFT,04:00:00
A48045,2022-06-25,04:22:53,N38983,1700,101,1200,Private,04:00:00
A46E6A,2022-06-25,04:34:46,FFT1150,37000,437,,FFT,04:00:00
A620B7,2022-06-25,04:34:58,UAL572,35025,446,3257,UAL,04:00:00
AD9642,2022-06-25,04:40:36,ASA315,9375,289,2201,ASA,04:00:00
A92361,2022-06-25,04:59:06,UAL2075,35000,449,3513,UAL,04:00:00
A3C2A9,2022-06-25,05:05:20,AAL367,37000,444,1034,AAL,05:00:00
AB20DF,2022-06-25,05:06:48,NA,2350,197,,NA,05:00:00
A7302F,2022-06-25,05:08:27,AAL2943 ,2775,184,2267,AAL,05:00:00
AB2169,2022-06-25,05:09:13,UAL1206,8750,290,,UAL,05:00:00
A46D70,2022-06-25,05:11:00,UAL2379,35000,457,6653,UAL,05:00:00
A0CB68,2022-06-25,05:14:54,AAL819,10025,293,,AAL,05:00:00
A41E29,2022-06-25,05:16:13,UAL221  ,33000,458,3212,UAL,05:00:00
A2B8C5,2022-06-25,05:18:25,UAL469,35000,452,3372,UAL,05:00:00
A98B76,2022-06-25,05:25:20,FFT509,2625,172,515,FFT,05:00:00
A0B5C5,2022-06-25,05:26:22,FDX1414,36025,485,,FDX,05:00:00
A426DA,2022-06-25,05:27:10,FFT1286,35000,456,771,FFT,05:00:00
AC7F41,2022-06-25,05:29:56,AAL2812,2500,187,2307,AAL,05:00:00
AB79CA,2022-06-25,05:30:07,NA,8400,291,,NA,05:00:00
89911C,2022-06-25,05:32:10,CAL5255,2400,164,2310,CAL,05:00:00
A8FAA6,2022-06-25,05:41:15,NKS1967,2650,176,,NKS,05:00:00
A2E806,2022-06-25,05:41:18,ASA262,35000,448,,ASA,05:00:00
A45592,2022-06-25,05:43:50,DAL1157,2550,165,2352,DAL,05:00:00
A0B580,2022-06-25,05:46:44,NA,1550,,,NA,05:00:00
ACF344,2022-06-25,05:46:54,ASH6341,2625,188,561,ASH,05:00:00
A3621E,2022-06-25,05:48:27,AAL1552,2625,194,2330,AAL,05:00:00
86E7A2,2022-06-25,05:50:47,JAL6714,9450,293,,JAL,05:00:00
A79B5F,2022-06-25,05:54:01,N59DF,1400,155,532,Private,05:00:00
AB839D,2022-06-25,05:57:34,AAL6,8850,292,,AAL,05:00:00
ADB782,2022-06-25,05:59:22,AAL664,9975,287,,AAL,05:00:00
3C70C6,2022-06-25,06:01:22,GEC8221,2425,191,575,GEC,06:00:00
AB4E94,2022-06-25,06:07:18,AAL962,10225,258,4144,AAL,06:00:00
A1F94C,2022-06-25,06:10:42,SWA4497,11900,362,2210,SWA,06:00:00
AD7DA2,2022-06-25,06:12:25,NA,2625,192,,NA,06:00:00
A3D122,2022-06-25,06:12:48,DAL732,2475,179,2277,DAL,06:00:00
A62BDC,2022-06-25,06:12:52,UAL2150,33000,457,7015,UAL,06:00:00
AB082A,2022-06-25,06:13:23,N81MV,1700,145,5214,Private,06:00:00
AAAFCF,2022-06-25,06:13:31,NA,18000,387,,NA,06:00:00
A8F207,2022-06-25,06:14:25,ENY3592 ,8125,275,,ENY,06:00:00
AB19DF,2022-06-25,06:16:09,NA,2325,192,,NA,06:00:00
AAA668,2022-06-25,06:16:26,NA,34000,439,,NA,06:00:00
ABE3C8,2022-06-25,06:20:06,NA,1825,,,NA,06:00:00
A557C3,2022-06-25,06:20:08,NA,7525,287,,NA,06:00:00
AAB09A,2022-06-25,06:20:48,NA,2725,243,,NA,06:00:00
AA9F3F,2022-06-25,06:21:07,NA,,,,NA,06:00:00
AC7419,2022-06-25,06:22:36,NKS343,2575,185,2304,NKS,06:00:00
A7377F,2022-06-25,06:22:53,PKW928,4100,184,2252,PKW,06:00:00
AB238E,2022-06-25,06:24:57,XSR817,1900,198,,XSR,06:00:00
A555C3,2022-06-25,06:25:46,AAL817,10150,310,,AAL,06:00:00
A73F35,2022-06-25,06:26:00,SWA658,10600,303,,SWA,06:00:00
ABEB7C,2022-06-25,06:26:05,SWA4613,35000,461,,SWA,06:00:00
A5D5AE,2022-06-25,06:29:18,SWA4504,14850,384,2354,SWA,06:00:00
A1BB83,2022-06-25,06:32:47,SWA3425,7350,295,522,SWA,06:00:00
AC71DD,2022-06-25,06:35:09,AAL1122,10250,262,527,AAL,06:00:00
AD90A3,2022-06-25,06:35:40,AAL2511,8875,291,,AAL,06:00:00
AB8D84,2022-06-25,06:35:58,N8431L,2300,75,,Private,06:00:00
A203A9,2022-06-25,06:36:02,ENY3760,14800,345,5102,ENY,06:00:00
A9B2E0,2022-06-25,06:37:19,SKW3071,12025,274,5135,SKW,06:00:00
ACBCC2,2022-06-25,06:37:32,N92KR,2200,83,,Private,06:00:00
ADA699,2022-06-25,06:39:03,NA,33000,456,,NA,06:00:00
A08663,2022-06-25,06:39:06,NA,9150,293,,NA,06:00:00
A8C44B,2022-06-25,06:39:48,NA,2575,173,2324,NA,06:00:00
A1F1DE,2022-06-25,06:41:03,SWA4590,37675,446,2372,SWA,06:00:00
AAE465,2022-06-25,06:41:39,NA,9525,295,,NA,06:00:00
A912F0,2022-06-25,06:42:30,ENY3848,11575,268,2403,ENY,06:00:00
A1500A,2022-06-25,06:43:04,FDX473,2425,207,,FDX,06:00:00
ABF308,2022-06-25,06:44:34,SWA4540,36000,480,2411,SWA,06:00:00
AA9BB8,2022-06-25,06:44:41,AAL102,8900,293,,AAL,06:00:00
AC0C64,2022-06-25,06:45:43,NA,8400,293,,NA,06:00:00
A7F9E8,2022-06-25,06:45:44,ENY3647,14675,381,5134,ENY,06:00:00
ACC954,2022-06-25,06:46:24,ENY3512,13175,326,5177,ENY,06:00:00
A48234,2022-06-25,06:48:23,AMF1746,2525,179,5275,AMF,06:00:00
A944B9,2022-06-25,06:49:04,NA,11500,267,2412,NA,06:00:00
ADDDD5,2022-06-25,06:50:12,AAL1226,11950,283,3625,AAL,06:00:00
A973E0,2022-06-25,06:50:27,SKW3262,12000,303,5247,SKW,06:00:00
A7011C,2022-06-25,06:50:37,NA,7125,325,,NA,06:00:00
A8C439,2022-06-25,06:52:42,NA,8550,279,,NA,06:00:00
ACC61E,2022-06-25,06:53:23,ASH5781,13025,384,2503,ASH,06:00:00
AD159B,2022-06-25,06:53:33,ENY3983,12025,274,5251,ENY,06:00:00
