HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
ACC954,2022-07-05,20:01:20,ENY3596,12875,327,,ENY,20:00:00
AB2729,2022-07-05,20:01:20,AAL632,21500,393,2244,AAL,20:00:00
A0CBF4,2022-07-05,20:01:21,N150UC,1600,82,,Private,20:00:00
A8FD3C,2022-07-05,20:01:22,NA,13425,344,,NA,20:00:00
ACA6C0,2022-07-05,20:01:22,AAL2709,2350,202,3425,AAL,20:00:00
A1EF65,2022-07-05,20:01:22,N2236W,3500,93,1200,Private,20:00:00
AC6FA3,2022-07-05,20:01:33,FTH900,38000,477,,FTH,20:00:00
AA2C62,2022-07-05,20:01:36,NA,,160,,NA,20:00:00
AA596C,2022-07-05,20:01:36,SKW3077,7675,276,3601,SKW,20:00:00
A3D4ED,2022-07-05,20:01:44,NA,2625,207,504,NA,20:00:00
A0F73C,2022-07-05,20:01:48,NA,16700,392,,NA,20:00:00
A8D206,2022-07-05,20:02:42,AAL1959,2425,199,,AAL,20:00:00
A37DB9,2022-07-05,20:02:52,NA,36975,,,NA,20:00:00
A344C5,2022-07-05,20:03:04,GTX889,3700,149,5131,GTX,20:00:00
A8E6F2,2022-07-05,20:03:05,AAL303,2500,179,2204,AAL,20:00:00
AD6B0F,2022-07-05,20:03:09,NA,19700,,,NA,20:00:00
A28036,2022-07-05,20:03:14,NA,11175,346,,NA,20:00:00
AD3994,2022-07-05,20:03:37,NA,11550,273,1414,NA,20:00:00
ACF946,2022-07-05,20:03:41,ASH5693,2650,198,3637,ASH,20:00:00
AAED17,2022-07-05,20:03:58,NA,10750,336,,NA,20:00:00
ABFB46,2022-07-05,20:05:08,NA,2525,187,2361,NA,20:00:00
A0E956,2022-07-05,20:05:28,N158QS,33650,479,,Private,20:00:00
AC741C,2022-07-05,20:05:32,NA,2450,196,,NA,20:00:00
ACF975,2022-07-05,20:06:01,AAL2417,13725,352,,AAL,20:00:00
AB485E,2022-07-05,20:06:20,AAL2698,2300,200,2245,AAL,20:00:00
AC8CE5,2022-07-05,20:07:28,AAL2254,2400,202,,AAL,20:00:00
AB5993,2022-07-05,20:07:32,AAL2761,2600,311,,AAL,20:00:00
AA234A,2022-07-05,20:08:52,AAL1168,12075,274,3524,AAL,20:00:00
A24B0A,2022-07-05,20:08:53,ASH5810,2425,193,2362,ASH,20:00:00
A4EC3A,2022-07-05,20:09:23,UPS783,37000,490,,UPS,20:00:00
A35DA8,2022-07-05,20:10:00,NA,2725,200,2363,NA,20:00:00
AB2C04,2022-07-05,20:11:02,NA,2525,198,,NA,20:00:00
AB3C15,2022-07-05,20:12:34,AAL403,2800,183,,AAL,20:00:00
AC82F8,2022-07-05,20:13:57,AAL1434,2350,192,530,AAL,20:00:00
ACF486,2022-07-05,20:15:11,AAL2837,2475,183,2332,AAL,20:00:00
A0D90C,2022-07-05,20:16:19,AAL695,10850,274,3504,AAL,20:00:00
A3649A,2022-07-05,20:16:33,ASA703,2250,210,542,ASA,20:00:00
ACFBAF,2022-07-05,20:16:49,N9358C,1600,111,1200,Private,20:00:00
A7865A,2022-07-05,20:17:24,N584SF,3100,96,,Private,20:00:00
A635D4,2022-07-05,20:18:14,N5G,7425,280,,Private,20:00:00
A46AB3,2022-07-05,20:18:47,FFT1962,37025,460,5753,FFT,20:00:00
A64310,2022-07-05,20:19:19,N502TJ,3500,193,,Private,20:00:00
A0A9D6,2022-07-05,20:20:02,UCA4834,34000,473,7352,UCA,20:00:00
A11B00,2022-07-05,20:20:34,AAL2820,10225,304,,AAL,20:00:00
A42A15,2022-07-05,20:21:14,XSR368,4750,210,,XSR,20:00:00
A86499,2022-07-05,20:21:35,N64TP,1200,,1200,Private,20:00:00
A0ECB4,2022-07-05,20:21:48,DKT4560,5650,159,,DKT,20:00:00
AC7658,2022-07-05,20:22:22,NA,2375,180,2241,NA,20:00:00
AD58FC,2022-07-05,20:22:37,MRA666,6100,191,,MRA,20:00:00
AC2BD6,2022-07-05,20:23:09,ASH6169,31000,473,,ASH,20:00:00
A8430D,2022-07-05,20:23:55,SKW3053,2300,198,3644,SKW,20:00:00
ADA336,2022-07-05,20:23:56,AAL1229,14000,366,4577,AAL,20:00:00
AD7760,2022-07-05,20:25:17,AAL2597,2400,193,2252,AAL,20:00:00
A0FCD4,2022-07-05,20:25:22,AAL681,11500,274,6173,AAL,20:00:00
A81ABE,2022-07-05,20:26:30,JBU529,34000,469,6657,JBU,20:00:00
ABEF16,2022-07-05,20:26:36,SWA2989,11275,357,531,SWA,20:00:00
ACC317,2022-07-05,20:27:00,NKS813,12075,278,3755,NKS,20:00:00
A4EC2D,2022-07-05,20:27:19,UAL366,35025,460,3743,UAL,20:00:00
AB5F87,2022-07-05,20:28:30,NA,11050,315,,NA,20:00:00
A64E2A,2022-07-05,20:28:59,SKW6269,32000,444,,SKW,20:00:00
A51B1A,2022-07-05,20:31:02,UAL1010,34000,466,2776,UAL,20:00:00
AA698A,2022-07-05,20:31:36,DCM2079,38000,469,1314,DCM,20:00:00
A742EC,2022-07-05,20:32:56,SWA50,14050,372,2232,SWA,20:00:00
AC9C0D,2022-07-05,20:33:14,NA,,107,,NA,20:00:00
A423C4,2022-07-05,20:33:56,DAL2862,8975,301,,DAL,20:00:00
A82332,2022-07-05,20:34:04,UPS751,2200,175,2220,UPS,20:00:00
AB44A7,2022-07-05,20:34:12,NA,,,,NA,20:00:00
A55524,2022-07-05,20:34:16,N4425T,1000,,1200,Private,20:00:00
A42EE9,2022-07-05,20:34:45,DAL2587,34000,471,,DAL,20:00:00
A438B0,2022-07-05,20:35:55,DAL1410,33400,482,7301,DAL,20:00:00
AD159B,2022-07-05,20:36:18,NA,8200,,,NA,20:00:00
AC267C,2022-07-05,20:36:42,AAL1916,2450,182,,AAL,20:00:00
A16D2E,2022-07-05,20:36:50,NA,,,,NA,20:00:00
