HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
A52323,2022-07-04,00:00:15,N430AE,1700,,1200,Private,00:00:00
A3C4D2,2022-07-04,00:00:20,OAE501,12325,404,,OAE,00:00:00
A9A7CB,2022-07-04,00:03:06,N721FL,4100,139,,Private,00:00:00
AD4CB0,2022-07-04,00:03:34,NA,5475,103,,NA,00:00:00
A49D22,2022-07-04,00:08:24,DAL1002,9100,300,2553,DAL,00:00:00
A4F5C7,2022-07-04,00:09:32,N419CF,2000,109,1200,Private,00:00:00
AC247A,2022-07-04,00:10:08,NA,40000,433,,NA,00:00:00
A02271,2022-07-04,00:25:28,N108AE,1300,,,Private,00:00:00
AA18BE,2022-07-04,00:27:13,N75LV,3900,213,5230,Private,00:00:00
A91E6E,2022-07-04,00:39:41,NA,7375,281,,NA,00:00:00
ACD82C,2022-07-04,00:41:48,N927AA,9925,343,,Private,00:00:00
ABE09A,2022-07-04,00:46:40,SWA2226,26350,452,6757,SWA,00:00:00
ABBCC1,2022-07-04,00:54:23,SWA2967,37000,450,1451,SWA,00:00:00
A987BF,2022-07-04,01:14:08,FFT507,2675,185,522,FFT,01:00:00
8991A4,2022-07-04,01:23:51,CAL5255,2225,165,2213,CAL,01:00:00
AD2C16,2022-07-04,01:51:44,NKS954,34975,470,,NKS,01:00:00
A64D15,2022-07-04,01:51:50,N505FW,2075,107,,Private,01:00:00
ACB2BA,2022-07-04,02:02:48,SWQ9917,35000,478,3261,SWQ,02:00:00
A85119,2022-07-04,02:24:53,JBU608,33025,472,,JBU,02:00:00
AD9AC9,2022-07-04,02:26:43,NA,,,,NA,02:00:00
3C4581,2022-07-04,02:39:44,BOX417,2325,192,513,BOX,02:00:00
AC6E67,2022-07-04,02:40:54,N90SD,11300,259,,Private,02:00:00
A5FFF9,2022-07-04,02:48:19,GTI8983,2550,150,2323,GTI,02:00:00
AB5924,2022-07-04,02:56:48,N830JB,2950,205,,Private,02:00:00
A34ECC,2022-07-04,02:59:01,FFT2158,36950,458,7320,FFT,02:00:00
A8942D,2022-07-04,03:18:02,NA,2000,,,NA,03:00:00
A8FE5D,2022-07-04,03:35:16,NKS208,11700,294,,NKS,03:00:00
3C70C4,2022-07-04,03:35:30,GEC8221,10950,311,,GEC,03:00:00
AD4FDE,2022-07-04,03:42:38,NKS1964,12150,307,1057,NKS,03:00:00
A42323,2022-07-04,03:45:39,FFT1286,35000,466,2610,FFT,03:00:00
A35388,2022-07-04,03:56:22,AAL2421,35000,465,,AAL,03:00:00
