HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
A4080C,2022-07-06,16:01:35,UPS2918,19100,383,,UPS,16:00:00
A979D1,2022-07-06,16:01:36,EJM415,45000,426,3337,EJM,16:00:00
A4E4CC,2022-07-06,16:01:36,UPS2310,33000,483,,UPS,16:00:00
A21C6D,2022-07-06,16:01:36,N235PW,8500,125,,Private,16:00:00
A6DD12,2022-07-06,16:01:36,NA,40000,435,,NA,16:00:00
A2B810,2022-07-06,16:01:36,UAL1444,35000,465,3765,UAL,16:00:00
AB97E6,2022-07-06,16:01:36,UAL714,37025,457,606,UAL,16:00:00
A09FDA,2022-07-06,16:01:36,NA,1375,89,,NA,16:00:00
A0D352,2022-07-06,16:01:36,N152TM,2275,90,,Private,16:00:00
A0D99A,2022-07-06,16:01:36,N154FT,3600,112,,Private,16:00:00
A08114,2022-07-06,16:01:36,EDG58,18300,405,6231,EDG,16:00:00
A2ECEC,2022-07-06,16:01:37,ENY4244,16575,382,,ENY,16:00:00
A15778,2022-07-06,16:01:38,FDX3177,4350,270,,FDX,16:00:00
AE5623,2022-07-06,16:01:40,RONIN08,27000,244,,RONIN,16:00:00
A886BF,2022-07-06,16:01:41,NA,6025,202,,NA,16:00:00
ACFBAF,2022-07-06,16:01:43,N9358C,3500,98,4657,Private,16:00:00
A04B1E,2022-07-06,16:01:43,NA,,,,NA,16:00:00
C0737C,2022-07-06,16:01:51,WJA2311,36000,460,,WJA,16:00:00
AAFBF3,2022-07-06,16:02:10,AAL2363,2550,203,2702,AAL,16:00:00
AA0300,2022-07-06,16:02:21,SKW3224,2400,193,3474,SKW,16:00:00
A2AAF0,2022-07-06,16:02:39,N271HP,1700,58,1200,Private,16:00:00
7C806C,2022-07-06,16:03:27,QFA7,15375,362,1531,QFA,16:00:00
A993F1,2022-07-06,16:03:31,SKW3252,12125,358,7435,SKW,16:00:00
A94D94,2022-07-06,16:03:31,EJA699,41000,421,,EJA,16:00:00
ADA6ED,2022-07-06,16:03:48,AAL2065,2600,292,514,AAL,16:00:00
AC76B6,2022-07-06,16:03:56,ENY4103,8450,265,5166,ENY,16:00:00
A65844,2022-07-06,16:04:03,NA,,,,NA,16:00:00
AAAA92,2022-07-06,16:05:04,AAL70,2275,293,6221,AAL,16:00:00
AB686F,2022-07-06,16:05:56,AAL941,2425,197,2217,AAL,16:00:00
A067EC,2022-07-06,16:06:19,SKW5227,35000,425,,SKW,16:00:00
A5030E,2022-07-06,16:06:25,CWG422,43000,464,,CWG,16:00:00
AE67F5,2022-07-06,16:06:51,NA,4025,,1611,NA,16:00:00
A0FEA6,2022-07-06,16:06:58,AAL849,2275,193,545,AAL,16:00:00
A4244B,2022-07-06,16:07:18,N366TM,10375,238,,Private,16:00:00
A4E876,2022-07-06,16:07:25,UAL1186,8750,298,2312,UAL,16:00:00
AA6495,2022-07-06,16:07:32,N769SP,1800,93,,Private,16:00:00
A2D905,2022-07-06,16:07:35,NA,3600,,,NA,16:00:00
AC90A0,2022-07-06,16:07:51,ENY3813,11550,290,7213,ENY,16:00:00
AD73A9,2022-07-06,16:07:58,AAL419,2475,200,4004,AAL,16:00:00
A24B0A,2022-07-06,16:08:03,ASH5828,12500,331,5124,ASH,16:00:00
ACC1EE,2022-07-06,16:09:00,AAL557,2350,202,,AAL,16:00:00
A72EA7,2022-07-06,16:09:07,N562DD,1825,200,,Private,16:00:00
A96C72,2022-07-06,16:09:16,NA,9575,311,,NA,16:00:00
ABF3B8,2022-07-06,16:09:52,NA,38000,458,,NA,16:00:00
AA196F,2022-07-06,16:10:01,N75TX,2525,189,2671,Private,16:00:00
AD5022,2022-07-06,16:10:04,N957RC,40000,455,2560,Private,16:00:00
A417C9,2022-07-06,16:10:35,NA,33025,,,NA,16:00:00
A11B00,2022-07-06,16:10:42,AAL2927,15375,319,1565,AAL,16:00:00
A32ACF,2022-07-06,16:10:43,DAL2176,11975,274,2006,DAL,16:00:00
A90E5F,2022-07-06,16:10:51,N683AC,25775,376,,Private,16:00:00
A23052,2022-07-06,16:11:22,AMF7201,3250,191,,AMF,16:00:00
AB2729,2022-07-06,16:11:30,AAL1168 ,2500,203,2070,AAL,16:00:00
A1AD45,2022-07-06,16:11:32,PWA207,4075,179,5115,PWA,16:00:00
A3C9C5,2022-07-06,16:11:48,AAL2722,10375,293,,AAL,16:00:00
A1BFCD,2022-07-06,16:12:06,NA,,,,NA,16:00:00
AC0DD9,2022-07-06,16:12:11,AAL1355,2425,209,2226,AAL,16:00:00
AD526C,2022-07-06,16:12:47,NA,2450,200,,NA,16:00:00
A1701B,2022-07-06,16:13:00,FDX3171,2275,224,,FDX,16:00:00
AA7409,2022-07-06,16:13:18,SWA1086,38975,463,7473,SWA,16:00:00
