HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
A69761,2022-07-01,16:02:04,GTI3638,2975,196,,GTI,16:00:00
ACE78F,2022-07-01,16:02:04,N930VL,5800,220,2234,Private,16:00:00
A361E5,2022-07-01,16:02:04,N317M,26375,379,,Private,16:00:00
ABE7E3,2022-07-01,16:02:04,SWA1240,28700,474,2314,SWA,16:00:00
A9961F,2022-07-01,16:02:04,XSR717,2250,149,,XSR,16:00:00
A448F5,2022-07-01,16:02:05,UAL1552,32000,473,3451,UAL,16:00:00
AD3997,2022-07-01,16:02:06,AAL676,11825,264,3424,AAL,16:00:00
A5BCCD,2022-07-01,16:02:06,UAL1186,6800,201,2203,UAL,16:00:00
ABB440,2022-07-01,16:02:06,UAL2440,37000,432,3176,UAL,16:00:00
ABB19C,2022-07-01,16:02:08,NA,,482,,NA,16:00:00
A72898,2022-07-01,16:02:23,00000000,40000,439,,NA,16:00:00
A81A41,2022-07-01,16:02:29,NA,5600,133,,NA,16:00:00
AC97E4,2022-07-01,16:02:41,AAL2722,8900,294,507,AAL,16:00:00
A7F27A,2022-07-01,16:02:50,ENY4234,6525,266,3440,ENY,16:00:00
ABCCA0,2022-07-01,16:03:02,N86BJ   ,1600,99,,Private,16:00:00
A0E250,2022-07-01,16:03:16,NA,8800,283,,NA,16:00:00
AA1F5A,2022-07-01,16:03:19,NA,3975,190,,NA,16:00:00
A6D74A,2022-07-01,16:03:42,N54TP,25600,310,,Private,16:00:00
A66328,2022-07-01,16:03:54,N510TR,2000,130,,Private,16:00:00
A81006,2022-07-01,16:03:54,UAL2197,34000,435,,UAL,16:00:00
A5B4E1,2022-07-01,16:04:13,N467P,1550,126,,Private,16:00:00
A83F56,2022-07-01,16:04:46,SKW3018,12025,261,5215,SKW,16:00:00
A47AC0,2022-07-01,16:04:53,N388TW,17475,241,,Private,16:00:00
A29A37,2022-07-01,16:05:08,NA,2375,343,,NA,16:00:00
ADA6B9,2022-07-01,16:05:22,SKW5476,26025,457,1134,SKW,16:00:00
AAA68A,2022-07-01,16:05:27,NA,,,,NA,16:00:00
