HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
A9A85F,2022-06-30,08:00:14,N721MJ,40000,476,,Private
A1C0EC,2022-06-30,08:00:14,NA,35625,444,,NA
ADC2A7,2022-06-30,08:00:14,AAL1034,12500,318,4237,AAL
A831E3,2022-06-30,08:00:14,NA,35000,452,,NA
A13E52,2022-06-30,08:00:15,TASI318,5875,229,,TASI
A0C7D5,2022-06-30,08:00:15,TASI315,3650,163,,TASI
AC59AA,2022-06-30,08:00:34,UAL2371,3700,295,515,UAL
ADBEF0,2022-06-30,08:00:50,AAL2111,9100,283,2226,AAL
A48573,2022-06-30,08:00:58,N3902M,2000,78,,Private
A1F1DE,2022-06-30,08:01:05,SWA2983,39000,465,1424,SWA
A06646,2022-06-30,08:01:13,AAL2386,2300,186,,AAL
A2B5DA,2022-06-30,08:01:22,FDX3110,3875,260,2744,FDX
A70718,2022-06-30,08:01:48,NA,27000,419,2376,NA
AB178F,2022-06-30,08:01:49,N8135G,1500,71,,Private
A65445,2022-06-30,08:02:00,NA,14425,372,,NA
ACB48D,2022-06-30,08:02:03,ALLEN418,1300,83,1200,ALLEN
A539FB,2022-06-30,08:02:20,LXJ436,45000,427,,LXJ
AD2351,2022-06-30,08:03:07,ALLEN159,3850,95,,ALLEN
A68FF6,2022-06-30,08:03:36,N5217D,1400,67,,Private
A1F444,2022-06-30,08:04:08,N225HA,13475,265,,Private
AB8F64,2022-06-30,08:04:41,N844H,1425,146,1200,Private
A540E3,2022-06-30,08:05:21,AAL336,31975,449,3656,AAL
A54BB3,2022-06-30,08:05:34,N440MC,5875,261,,Private
AE5F13,2022-06-30,08:05:41,NA,975,,5203,NA
AA0AAB,2022-06-30,08:05:48,AAL809,14725,355,4265,AAL
A255C5,2022-06-30,08:05:54,N25GK,2525,76,,Private
86E84C,2022-06-30,08:06:04,JAL6713,2150,191,3657,JAL
ABCCA0,2022-06-30,08:06:20,N86BJ,1800,84,,Private
AA0F3E,2022-06-30,08:06:22,N7472W,2125,104,,Private
AC71DD,2022-06-30,08:07:25,AAL1017,15425,347,3222,AAL
AD2F60,2022-06-30,08:07:57,CWG949,12375,319,2247,CWG
A42323,2022-06-30,08:08:42,FFT2133,2225,180,3633,FFT
A32B8F,2022-06-30,08:09:46,N303ME,3875,162,2257,Private
A5CE40,2022-06-30,08:10:04,SWA2340,15175,382,2251,SWA
A46070,2022-06-30,08:10:18,NA,1375,191,,NA
