HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
ACFFC2,2022-06-22,00:00:49,SIL3967,7025,198,,SIL,00:00:00
A42BD4,2022-06-22,00:00:49,UPS929,13200,328,1070,UPS,00:00:00
A12701,2022-06-22,00:01:26,N1732S,5325,104,546,Private,00:00:00
A08A1A,2022-06-22,00:01:43,AAL446  ,2475,182,2337,AAL,00:00:00
AB6737,2022-06-22,00:02:20,NA,8300,302,,NA,00:00:00
ABCCA0,2022-06-22,00:04:17,N86BJ,1500,103,,Private,00:00:00
A91B40,2022-06-22,00:07:27,NA,12425,,,NA,00:00:00
A0293F,2022-06-22,00:07:48,NA,,193,,NA,00:00:00
AAA4D7,2022-06-22,00:09:23,AJI9629,34000,454,2077,AJI,00:00:00
AB17E1,2022-06-22,00:12:29,N8137U,3400,109,424,Private,00:00:00
A395D5,2022-06-22,00:12:39,AMF4239,4850,218,,AMF,00:00:00
A8C397,2022-06-22,00:13:53,FDX1124,6300,296,2035,FDX,00:00:00
ACDFB1,2022-06-22,00:18:16,SIL3923,1825,,534,SIL,00:00:00
A9DF2F,2022-06-22,00:18:30,NA,38000,450,,NA,00:00:00
A6E706,2022-06-22,00:20:13,N544CM,41000,431,1377,Private,00:00:00
AA9C2C,2022-06-22,00:22:57,NA,4000,228,,NA,00:00:00
A21CB8,2022-06-22,00:24:13,BYA235,26900,291,2603,BYA,00:00:00
A5E1B7,2022-06-22,00:28:10,N4784A,1950,72,,Private,00:00:00
A153C1,2022-06-22,00:31:12,FDX1100,5975,244,2221,FDX,00:00:00
A33D97,2022-06-22,00:36:13,FFT2099,35975,480,7466,FFT,00:00:00
A8A986,2022-06-22,00:38:25,GTX489  ,5400,166,,GTX,00:00:00
A90B27,2022-06-22,00:44:26,FDX2609,2225,160,2363,FDX,00:00:00
71C046,2022-06-22,00:48:32,NA,9600,295,,NA,00:00:00
A0A2BD,2022-06-22,00:49:25,AAL344,2275,200,2343,AAL,00:00:00
A12E80,2022-06-22,00:50:26,UAL432,39000,453,1463,UAL,00:00:00
ABF32F,2022-06-22,00:53:39,SWA2967,41000,459,1421,SWA,00:00:00
AC21C3,2022-06-22,01:02:32,N881CE,40025,477,2515,Private,01:00:00
A451CB,2022-06-22,01:07:15,AJT88,40000,450,,AJT,01:00:00
A08E46,2022-06-22,01:09:23,FDX2601,2375,176,2377,FDX,01:00:00
A2CE7D,2022-06-22,01:10:58,FDX1117,5850,231,2230,FDX,01:00:00
A0B580,2022-06-22,01:19:05,N145CL  ,1025,74,,Private,01:00:00
A5D112,2022-06-22,01:25:46,NA,5975,,,NA,01:00:00
A70B23,2022-06-22,01:29:09,LXJ553,45000,449,2021,LXJ,01:00:00
ACDC64,2022-06-22,01:37:13,N928FE,3850,171,,Private,01:00:00
A0A7A0,2022-06-22,01:37:19,AAL651,33025,460,2664,AAL,01:00:00
ACE01B,2022-06-22,01:41:27,BVN8279,1950,89,,BVN,01:00:00
AD2FCD,2022-06-22,01:43:08,NA,,,,NA,01:00:00
0D0665,2022-06-22,01:47:17,NA,21050,276,2551,NA,01:00:00
A0BCB2,2022-06-22,01:56:44,AAL2670,32975,474,2070,AAL,01:00:00
A2A455,2022-06-22,02:02:46,N27C,30000,306,2445,Private,02:00:00
ACF507,2022-06-22,02:06:03,BVN8275 ,1775,120,,BVN,02:00:00
A78DD7,2022-06-22,02:23:38,BYA586,10100,278,2666,BYA,02:00:00
A6A4D5,2022-06-22,02:26:28,NA,36975,453,,NA,02:00:00
A4DF52,2022-06-22,02:27:54,AAL2283,35000,466,7237,AAL,02:00:00
0D0AF1,2022-06-22,02:30:56,VIV547,36000,450,6510,VIV,02:00:00
A64D15,2022-06-22,02:31:18,N505FW  ,1250,108,,Private,02:00:00
A524EE,2022-06-22,02:33:28,UPS1350,2625,203,2264,UPS,02:00:00
A15EE6,2022-06-22,02:37:54,FDX1157,1950,159,505,FDX,02:00:00
A076F1,2022-06-22,02:46:56,UPS1302 ,2900,202,2353,UPS,02:00:00
A0ABEE,2022-06-22,02:48:45,UPS860,3100,191,5130,UPS,02:00:00
A0DDFB,2022-06-22,02:49:47,AAL2091,32950,451,,AAL,02:00:00
A5867F,2022-06-22,02:51:02,UPS1344,2700,201,,UPS,02:00:00
A51EDE,2022-06-22,02:52:45,UPS1386,2925,198,576,UPS,02:00:00
A4E4CC,2022-06-22,02:53:44,UPS804,2925,198,2357,UPS,02:00:00
A4CFE0,2022-06-22,02:55:13,NA,2450,,,NA,02:00:00
A11AFD,2022-06-22,02:58:20,UPS950,3025,195,553,UPS,02:00:00
A51002,2022-06-22,03:00:34,UPS710,2725,202,2244,UPS,03:00:00
ADE201,2022-06-22,03:01:01,BVN8285,1375,107,5220,BVN,03:00:00
A4B5DF,2022-06-22,03:02:13,UPS562,3025,197,2273,UPS,03:00:00
A47D46,2022-06-22,03:19:18,FFT2098,35000,461,2072,FFT,03:00:00
ADED25,2022-06-22,03:21:25,FDX1166,1300,199,2362,FDX,03:00:00
A5E44C,2022-06-22,03:23:46,UAL2018,35000,449,,UAL,03:00:00
ABD310,2022-06-22,03:23:52,BVN8280,1350,67,,BVN,03:00:00
AD0DA9,2022-06-22,03:25:24,FDX1156,1900,210,504,FDX,03:00:00
A11B00,2022-06-22,03:27:39,NA,33025,,,NA,03:00:00
A16BF6,2022-06-22,03:30:47,AMF1792,2900,162,5105,AMF,03:00:00
AAFC71,2022-06-22,03:31:27,CFS8284,1700,101,5157,CFS,03:00:00
AAE9DE,2022-06-22,03:33:33,NA,1425,106,,NA,03:00:00
0D0C02,2022-06-22,03:36:51,NA,35950,454,,NA,03:00:00
A46E6A,2022-06-22,03:38:12,FFT1286,35000,454,753,FFT,03:00:00
AA8740,2022-06-22,03:38:22,FDX1170,2375,176,561,FDX,03:00:00
A9046D,2022-06-22,03:42:57,NKS208,10850,333,7306,NKS,03:00:00
A504DD,2022-06-22,03:43:54,UPS780,3125,198,2355,UPS,03:00:00
AD1160,2022-06-22,03:44:05,FDX1168,2125,221,2331,FDX,03:00:00
AB2B5E,2022-06-22,03:46:35,CFS8276 ,1425,115,,CFS,03:00:00
A10FE8,2022-06-22,03:49:04,FDX1155,1500,157,2345,FDX,03:00:00
AD3994,2022-06-22,03:50:54,NKS1964,10725,386,,NKS,03:00:00
A8A386,2022-06-22,03:52:29,FDX1161,1450,179,510,FDX,03:00:00
A55792,2022-06-22,03:52:56,NA,2875,177,,NA,03:00:00
A620B7,2022-06-22,03:59:42,NA,35000,462,,NA,03:00:00
