HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
ACDFB1,2022-07-03,00:00:33,SIL3901,4050,,,SIL,00:00:00
A3E911,2022-07-03,00:01:49,NA,8825,282,,NA,00:00:00
ADD66D,2022-07-03,00:03:10,AAL711,2450,185,505,AAL,00:00:00
A8E0A5,2022-07-03,00:05:10,NA,7650,281,,NA,00:00:00
ACFFC2,2022-07-03,00:07:43,SIL3923,2800,160,523,SIL,00:00:00
AA73C3,2022-07-03,00:11:17,SWA4241,39000,418,6751,SWA,00:00:00
AB6EB9,2022-07-03,00:12:17,AAL2863,2750,179,530,AAL,00:00:00
AB3446,2022-07-03,00:24:43,N82075,3400,90,,Private,00:00:00
ACE063,2022-07-03,00:37:14,JBU277,34000,490,7457,JBU,00:00:00
A7251F,2022-07-03,00:44:05,N56FS,45000,393,6020,Private,00:00:00
ABD536,2022-07-03,00:58:31,SWA1537,37000,434,,SWA,00:00:00
A138B8,2022-07-03,00:59:53,AAL2952,10750,303,,AAL,00:00:00
A73410,2022-07-03,01:00:07,SWA3535,14725,359,,SWA,01:00:00
A01753,2022-07-03,01:17:19,N105AM,5200,119,,Private,01:00:00
76CCCF,2022-07-03,01:40:51,SIA7980,11475,280,,SIA,01:00:00
A1C534,2022-07-03,01:41:09,FFT2099,34000,489,7455,FFT,01:00:00
A12BF3,2022-07-03,01:50:17,RUF120,5275,203,,RUF,01:00:00
A5198F,2022-07-03,01:50:49,NA,2225,,,NA,01:00:00
AD4F81,2022-07-03,02:01:51,N957JS,40900,489,3530,Private,02:00:00
0C208D,2022-07-03,02:13:44,CMP477,35000,441,,CMP,02:00:00
AD7DA2,2022-07-03,02:18:58,AAL2343,9475,232,,AAL,02:00:00
A06A54,2022-07-03,02:27:23,DAL346,33000,446,6055,DAL,02:00:00
ABF17F,2022-07-03,02:54:59,AAL1710,33000,445,6743,AAL,02:00:00
A6598E,2022-07-03,03:01:46,NA,36025,452,,NA,03:00:00
A0865B,2022-07-03,03:17:16,NA,,,,NA,03:00:00
AA35E1,2022-07-03,03:30:12,AAL2548,35000,445,1342,AAL,03:00:00
A08EFD,2022-07-03,03:32:32,AAL2054,33000,440,2651,AAL,03:00:00
A8F338,2022-07-03,03:34:01,NKS208,8850,275,,NKS,03:00:00
A466FC,2022-07-03,03:35:52,NA,,440,,NA,03:00:00
AA8E60,2022-07-03,03:39:07,NA,3200,,,NA,03:00:00
ACB950,2022-07-03,03:43:16,NKS1964,10750,339,,NKS,03:00:00
A0669D,2022-07-03,03:46:09,NA,,,,NA,03:00:00
A42A91,2022-07-03,03:51:28,FFT1286,35025,446,2604,FFT,03:00:00
4D2052,2022-07-03,03:56:32,MLM319,36025,481,,MLM,03:00:00
