HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
ADDF01,2022-06-29,16:02:14,AAL2296,37000,469,3230,AAL,16:00:00
A94105,2022-06-29,16:02:14,ENY4234,12625,341,2227,ENY,16:00:00
ACD187,2022-06-29,16:02:14,N925JB,32550,454,,Private,16:00:00
ADCA15,2022-06-29,16:02:14,AAL1276,9825,267,6627,AAL,16:00:00
A9E93B,2022-06-29,16:02:14,SKW3105,10100,273,2602,SKW,16:00:00
A09702,2022-06-29,16:02:14,UPS2906,12000,330,2257,UPS,16:00:00
AE1195,2022-06-29,16:02:14,RANGR91,3800,238,1200,RANGR,16:00:00
A124D4,2022-06-29,16:02:14,NA,11275,363,,NA,16:00:00
A19278,2022-06-29,16:02:18,N200ES,43000,499,6230,Private,16:00:00
A28D91,2022-06-29,16:02:18,N26379  ,2100,94,,Private,16:00:00
A675E8,2022-06-29,16:02:30,VOI893,6850,216,,VOI,16:00:00
AC267C,2022-06-29,16:02:30,NA,2225,211,2232,NA,16:00:00
AC8577,2022-06-29,16:02:33,AAL1368,25275,435,,AAL,16:00:00
AC6E67,2022-06-29,16:02:46,N90SD,3825,172,,Private,16:00:00
A75C72,2022-06-29,16:02:47,N5734,36000,437,2576,Private,16:00:00
AA011E,2022-06-29,16:03:00,N74379,1300,74,,Private,16:00:00
A16525,2022-06-29,16:03:01,N1895C,6800,283,,Private,16:00:00
ABCCA0,2022-06-29,16:03:04,N86BJ,1500,87,,Private,16:00:00
A1BE72,2022-06-29,16:03:12,NA,17625,,,NA,16:00:00
AC97E4,2022-06-29,16:03:24,NA,9050,283,3431,NA,16:00:00
A87CA9,2022-06-29,16:03:26,N646MS,1100,75,,Private,16:00:00
A10BBC,2022-06-29,16:03:34,AAL808,2200,201,,AAL,16:00:00
A657BF,2022-06-29,16:03:39,AAL1742,2275,192,,AAL,16:00:00
AB8D84,2022-06-29,16:03:58,N8431L,1800,106,,Private,16:00:00
A973E0,2022-06-29,16:04:06,SKW4968,12550,320,515,SKW,16:00:00
ADFF40,2022-06-29,16:04:13,RANDY69,2100,305,,RANDY,16:00:00
AAA2D3,2022-06-29,16:04:37,SWA1086,39000,470,7267,SWA,16:00:00
89616A,2022-06-29,16:04:56,NA,38000,459,,NA,16:00:00
AB5FDD,2022-06-29,16:05:04,AAL1705,2500,189,3667,AAL,16:00:00
AA5D60,2022-06-29,16:05:11,AAL1442,2100,285,,AAL,16:00:00
A97797,2022-06-29,16:05:12,SKW3134,8225,291,,SKW,16:00:00
ACFBAF,2022-06-29,16:05:21,N9358C,3300,92,5230,Private,16:00:00
A2E045,2022-06-29,16:05:56,UAL1444,35000,466,,UAL,16:00:00
AE2F9A,2022-06-29,16:06:34,RANGR33,3850,180,6020,RANGR,16:00:00
AC1EEF,2022-06-29,16:07:05,N880MG,2325,211,3464,Private,16:00:00
A6E258,2022-06-29,16:07:12,UAL313,35000,451,,UAL,16:00:00
AE5F09,2022-06-29,16:08:37,ROPER62,1175,158,,ROPER,16:00:00
AB28B5,2022-06-29,16:09:00,N818SS,45000,497,,Private,16:00:00
A07BFE,2022-06-29,16:09:03,EDG30,43000,479,2434,EDG,16:00:00
A63F77,2022-06-29,16:09:49,GAJ501,3550,204,,GAJ,16:00:00
A3DC47,2022-06-29,16:09:52,DAL1041,2050,196,,DAL,16:00:00
AD526B,2022-06-29,16:10:45,AMX653Y,36000,426,1316,AMX,16:00:00
A2D6A2,2022-06-29,16:10:46,ENY3691,14625,362,2307,ENY,16:00:00
AA0701,2022-06-29,16:10:56,NA,2350,195,6246,NA,16:00:00
AB35CB,2022-06-29,16:11:22,AAL676,15175,351,2412,AAL,16:00:00
A002EC,2022-06-29,16:11:49,N10FV,4800,243,,Private,16:00:00
A002C7,2022-06-29,16:12:00,N10EH,1500,194,7075,Private,16:00:00
ADAEE8,2022-06-29,16:12:23,AAL2722,8750,282,,AAL,16:00:00
ADB014,2022-06-29,16:12:28,AAL2425,15500,352,1032,AAL,16:00:00
A886F6,2022-06-29,16:12:44,N649DA,2325,160,1200,Private,16:00:00
AC8D5C,2022-06-29,16:13:03,SKW5476,30000,437,,SKW,16:00:00
AAFBF3,2022-06-29,16:13:16,AAL2925,2175,196,4040,AAL,16:00:00
A8A319,2022-06-29,16:14:42,AAL2581,8025,286,,AAL,16:00:00
A91700,2022-06-29,16:15:20,NA,2500,193,,NA,16:00:00
C056C6,2022-06-29,16:15:23,WJA1534,39000,446,7431,WJA,16:00:00
A9A673,2022-06-29,16:15:27,N7204C,2900,123,,Private,16:00:00
A68CA6,2022-06-29,16:15:32,N521AA,10550,272,5261,Private,16:00:00
A9F461,2022-06-29,16:16:08,AAL2580,14900,365,2676,AAL,16:00:00
A3B1D4,2022-06-29,16:17:12,NA,3050,,,NA,16:00:00
A65408,2022-06-29,16:17:20,NA,1975,221,,NA,16:00:00
A8B9E8,2022-06-29,16:17:23,NA,4800,311,,NA,16:00:00
A00C7A,2022-06-29,16:17:28,DAL2176,11450,278,1522,DAL,16:00:00
A9D413,2022-06-29,16:17:29,SKW3290,14125,350,5220,SKW,16:00:00
ABC07B,2022-06-29,16:18:25,NA,11300,,,NA,16:00:00
A038FF,2022-06-29,16:18:50,NA,35000,443,,NA,16:00:00
AA02D5,2022-06-29,16:19:04,NA,13025,308,,NA,16:00:00
AB5841,2022-06-29,16:19:08,N83ZA,1500,206,5174,Private,16:00:00
A27CCF,2022-06-29,16:19:37,N26BT,10950,344,,Private,16:00:00
ACA6C0,2022-06-29,16:19:45,AAL2203,9150,279,,AAL,16:00:00
ADEA26,2022-06-29,16:20:08,AAL557,2325,206,,AAL,16:00:00
3C64EE,2022-06-29,16:21:14,DLH439,1575,288,6203,DLH,16:00:00
ACB251,2022-06-29,16:21:24,SKW5266,28050,401,,SKW,16:00:00
A067F6,2022-06-29,16:21:47,FTH12,13375,324,2745,FTH,16:00:00
A61D00,2022-06-29,16:21:57,UAL337,7850,280,2210,UAL,16:00:00
