HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
A0C7D5,2022-07-01,08:00:12,TASI315,8700,190,5157,TASI,08:00:00
ACC5FB,2022-07-01,08:00:12,DAL1155,34000,460,,DAL,08:00:00
AA6113,2022-07-01,08:00:12,AAL1924,9725,257,2664,AAL,08:00:00
AC234F,2022-07-01,08:00:13,UAL2428,37000,466,,UAL,08:00:00
A1EF65,2022-07-01,08:00:13,N2236W,1500,102,1200,Private,08:00:00
A2C336,2022-07-01,08:00:15,NA,38000,457,,NA,08:00:00
A03332,2022-07-01,08:00:15,NA,30000,,,NA,08:00:00
AAEF60,2022-07-01,08:00:16,AAL1017,13575,337,4234,AAL,08:00:00
A05DBC,2022-07-01,08:00:19,NA,36000,,,NA,08:00:00
ACFBAF,2022-07-01,08:00:19,N9358C,3500,97,1200,Private,08:00:00
AB7B02,2022-07-01,08:00:20,AAL1632,11950,263,7211,AAL,08:00:00
ABCCA0,2022-07-01,08:00:28,N86BJ,1600,89,,Private,08:00:00
A2DFFE,2022-07-01,08:00:29,UAL2167,34000,439,,UAL,08:00:00
AD14A3,2022-07-01,08:00:42,AAL1066,14350,335,2671,AAL,08:00:00
ABADD6,2022-07-01,08:00:59,SWA1622,10825,346,,SWA,08:00:00
AB0ED6,2022-07-01,08:01:05,UAL2371,2250,196,3406,UAL,08:00:00
AAE34C,2022-07-01,08:01:13,EJA800,35000,485,,EJA,08:00:00
AB82E2,2022-07-01,08:01:18,N8405B,2500,86,,Private,08:00:00
AD6ED4,2022-07-01,08:01:33,N965BB,3950,109,,Private,08:00:00
A9961F,2022-07-01,08:01:39,XSR717,1100,162,2225,XSR,08:00:00
ACED24,2022-07-01,08:01:45,AAL1034,14325,338,3217,AAL,08:00:00
A7DEBF,2022-07-01,08:02:00,NKS1127,34000,450,1447,NKS,08:00:00
A7FAB2,2022-07-01,08:02:37,N613JG,3950,253,5214,Private,08:00:00
A63B85,2022-07-01,08:03:47,N500SE,3950,271,,Private,08:00:00
86E496,2022-07-01,08:03:52,JAL8011,8750,289,3066,JAL,08:00:00
A99648,2022-07-01,08:03:55,NA,14700,282,,NA,08:00:00
A19AE0,2022-07-01,08:04:42,EJA202,13250,377,2335,EJA,08:00:00
A32BF3,2022-07-01,08:04:51,AAL2287,35050,459,,AAL,08:00:00
ADF613,2022-07-01,08:04:56,NA,3550,160,,NA,08:00:00
A2CF01,2022-07-01,08:06:02,JTL280,45000,472,4026,JTL,08:00:00
ACC9B2,2022-07-01,08:06:15,DAL761,33000,457,750,DAL,08:00:00
ABE4DB,2022-07-01,08:06:38,NA,7200,263,,NA,08:00:00
A1034E,2022-07-01,08:07:18,ALLEN143,3500,113,,ALLEN,08:00:00
A4870D,2022-07-01,08:07:29,FFT2133,2175,188,6232,FFT,08:00:00
ABDCFD,2022-07-01,08:07:33,NA,28000,416,,NA,08:00:00
A326FB,2022-07-01,08:07:52,NA,40000,399,,NA,08:00:00
AC2706,2022-07-01,08:08:25,UAL492,33975,452,1705,UAL,08:00:00
A81163,2022-07-01,08:08:32,NKS483,36000,473,7423,NKS,08:00:00
AD2351,2022-07-01,08:08:36,ALLEN159,1300,85,,ALLEN,08:00:00
AC6F88,2022-07-01,08:08:52,NA,19850,249,,NA,08:00:00
A4DD51,2022-07-01,08:09:00,UAL1957,32000,467,7162,UAL,08:00:00
A539CD,2022-07-01,08:09:03,N436EA,4950,262,2360,Private,08:00:00
A3B88E,2022-07-01,08:09:07,AAL2335,9075,299,3047,AAL,08:00:00
A9D807,2022-07-01,08:09:33,AAL809,15500,332,3207,AAL,08:00:00
AC0E63,2022-07-01,08:09:55,UAL1073,36000,459,6740,UAL,08:00:00
A92CBF,2022-07-01,08:09:57,DKT4560,5125,195,,DKT,08:00:00
A1A058,2022-07-01,08:11:29,NA,1300,,,NA,08:00:00
A4350C,2022-07-01,08:11:37,DAL1166,30250,484,2436,DAL,08:00:00
A5B764,2022-07-01,08:11:39,ASA263,34000,479,7262,ASA,08:00:00
AD4264,2022-07-01,08:11:42,N95314,3650,82,,Private,08:00:00
86E75E,2022-07-01,08:12:07,JAL6713,2125,201,2254,JAL,08:00:00
A34B1E,2022-07-01,08:12:27,NA,2275,,,NA,08:00:00
ABF09E,2022-07-01,08:13:44,DAL1641,34000,467,2642,DAL,08:00:00
AAEB0E,2022-07-01,08:14:07,UAL1182,2400,180,3674,UAL,08:00:00
A09A90,2022-07-01,08:14:39,SKW5275,33000,431,5631,SKW,08:00:00
AACAAE,2022-07-01,08:14:40,ABX3150,37000,450,743,ABX,08:00:00
ACB169,2022-07-01,08:15:12,N917HP,9775,290,,Private,08:00:00
ACE5BC,2022-07-01,08:15:35,AAL1750,11850,270,6127,AAL,08:00:00
A3650B,2022-07-01,08:16:05,FDX464,35000,490,7377,FDX,08:00:00
A0F73C,2022-07-01,08:16:55,AAL1744,2150,186,3636,AAL,08:00:00
A258B7,2022-07-01,08:17:14,ENY3687,14700,364,3213,ENY,08:00:00
AB8F51,2022-07-01,08:17:27,N844GF,8300,281,,Private,08:00:00
A0D6FB,2022-07-01,08:17:37,SKW5531,31000,401,2355,SKW,08:00:00
A44520,2022-07-01,08:19:00,UAL2125,29975,444,,UAL,08:00:00
A50F40,2022-07-01,08:19:09,SWA1589,15100,381,2324,SWA,08:00:00
A3EEC8,2022-07-01,08:19:34,ALLEN421,1400,76,1200,ALLEN,08:00:00
A9A58D,2022-07-01,08:19:43,NA,,295,,NA,08:00:00
AC7AE4,2022-07-01,08:19:43,CFS4291,4950,238,,CFS,08:00:00
AB674B,2022-07-01,08:20:23,AAL579,20875,319,1717,AAL,08:00:00
ACF1A3,2022-07-01,08:20:42,ENY3632,16800,356,5113,ENY,08:00:00
A46603,2022-07-01,08:21:32,UAL1849,2050,224,,UAL,08:00:00
A845F4,2022-07-01,08:21:57,JBU939,36000,460,1135,JBU,08:00:00
A549DC,2022-07-01,08:21:59,,39000,448,3457,NA,08:00:00
A53207,2022-07-01,08:22:39,AAL524,2425,193,,AAL,08:00:00
AA7288,2022-07-01,08:23:15,AAL2326,8725,286,6214,AAL,08:00:00
A6CC17,2022-07-01,08:23:19,ALLEN437,1650,91,1200,ALLEN,08:00:00
A70110,2022-07-01,08:23:47,NA,10950,177,,NA,08:00:00
ADDADB,2022-07-01,08:24:07,JBU2986,34000,470,,JBU,08:00:00
A68FF6,2022-07-01,08:24:51,N5217D,2600,89,,Private,08:00:00
A6F140,2022-07-01,08:25:08,N5465C,4500,107,,Private,08:00:00
A3AFE1,2022-07-01,08:25:24,XSR337,1375,175,,XSR,08:00:00
ADDB4A,2022-07-01,08:25:47,AAL1369,11950,281,6632,AAL,08:00:00
ABC455,2022-07-01,08:26:03,SWA1770,16025,373,2361,SWA,08:00:00
A3AE31,2022-07-01,08:26:49,N336XL,18500,305,6247,Private,08:00:00
A9F7B0,2022-07-01,08:27:12,EJA741,31000,488,,EJA,08:00:00
A1200D,2022-07-01,08:27:28,UCA4827,33000,375,,UCA,08:00:00
AC8777,2022-07-01,08:27:44,SWA1518,39000,458,,SWA,08:00:00
AA970C,2022-07-01,08:29:25,SWA2340,16375,426,3455,SWA,08:00:00
A1EEFC,2022-07-01,08:29:49,N2233W,2100,79,,Private,08:00:00
AA64CA,2022-07-01,08:29:54,AAL1586,11900,268,7155,AAL,08:00:00
AD4AFE,2022-07-01,08:30:26,AAL1106,2075,200,3402,AAL,08:00:00
A35E66,2022-07-01,08:31:06,AAL2114,2225,193,6255,AAL,08:00:00
0D0CB1,2022-07-01,08:31:10,VOI948,39000,459,,VOI,08:00:00
4D0112,2022-07-01,08:31:10,NA,8775,296,,NA,08:00:00
A2B8C5,2022-07-01,08:31:19,UAL2387,34000,466,,UAL,08:00:00
AD5369,2022-07-01,08:31:25,ASH5689,11600,266,7073,ASH,08:00:00
ACF344,2022-07-01,08:31:32,ASH6154,33000,415,7452,ASH,08:00:00
ACEA6A,2022-07-01,08:31:35,ASH5780,1850,202,2344,ASH,08:00:00
A687AC,2022-07-01,08:31:49,JTZ52,1350,169,2251,JTZ,08:00:00
AB7B54,2022-07-01,08:32:18,N839RV,1100,87,,Private,08:00:00
AADC11,2022-07-01,08:32:23,NA,2300,89,,NA,08:00:00
AA0701,2022-07-01,08:32:40,AAL2029,2350,191,3646,AAL,08:00:00
ACF849,2022-07-01,08:32:47,NA,30000,,,NA,08:00:00
AA7427,2022-07-01,08:33:01,UAL1442,11250,288,7430,UAL,08:00:00
AB1FB8,2022-07-01,08:33:20,ALLEN216,3075,128,5167,ALLEN,08:00:00
A23409,2022-07-01,08:33:45,AMF7268,18075,265,1540,AMF,08:00:00
A7279C,2022-07-01,08:34:00,N560HC,6825,247,5105,Private,08:00:00
A63EEF,2022-07-01,08:34:23,NA,19950,399,,NA,08:00:00
A413CB,2022-07-01,08:34:31,XSR362,1500,156,,XSR,08:00:00
AA84CB,2022-07-01,08:34:33,UAL2229,36000,510,,UAL,08:00:00
A200BA,2022-07-01,08:34:49,SWA2414,18300,394,5273,SWA,08:00:00
AD00E3,2022-07-01,08:35:02,NA,2200,198,,NA,08:00:00
A091D5,2022-07-01,08:35:06,NA,37975,453,,NA,08:00:00
A2A7B5,2022-07-01,08:35:28,ENY3622,11950,272,7274,ENY,08:00:00
ABB8EA,2022-07-01,08:35:39,SWA1125,15700,396,3473,SWA,08:00:00
AB0485,2022-07-01,08:35:59,AAL2847,2200,197,6270,AAL,08:00:00
AC8A66,2022-07-01,08:36:06,AAL2788,9400,285,,AAL,08:00:00
A292C9,2022-07-01,08:36:12,ENY3510,11300,262,2534,ENY,08:00:00
A34BF7,2022-07-01,08:36:33,EJA311,43000,443,,EJA,08:00:00
AC9E9F,2022-07-01,08:37:00,ASH5690,2450,200,6204,ASH,08:00:00
AC7F3E,2022-07-01,08:37:29,NKS3121 ,11950,278,1424,NKS,08:00:00
