HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
AAD213,2022-07-02,16:01:25,NA,8075,281,,NA,16:00:00
A8A337,2022-07-02,16:01:25,SKW3222,4050,251,,SKW,16:00:00
AAA26A,2022-07-02,16:01:25,SWA4141,29100,477,,SWA,16:00:00
AB2496,2022-07-02,16:01:26,AAL2406,11625,325,6275,AAL,16:00:00
A8D2A8,2022-07-02,16:01:34,ENY3813,6025,252,7270,ENY,16:00:00
AC7968,2022-07-02,16:01:35,NA,4625,,,NA,16:00:00
ACF207,2022-07-02,16:01:41,AAL2296,35000,479,4265,AAL,16:00:00
AA234A,2022-07-02,16:01:43,AAL2777,8750,291,,AAL,16:00:00
AE145A,2022-07-02,16:01:50,RCH232,1700,,2312,RCH,16:00:00
A7E07D,2022-07-02,16:01:59,NA,,,,NA,16:00:00
A0F355,2022-07-02,16:02:00,SKW5227,35000,390,6013,SKW,16:00:00
A5D4C3,2022-07-02,16:02:02,GTI8106,9575,286,2367,GTI,16:00:00
A24C73,2022-07-02,16:02:10,UAL2197,38000,437,,UAL,16:00:00
ACC317,2022-07-02,16:02:34,NKS263,8350,278,6257,NKS,16:00:00
A1CD4E,2022-07-02,16:02:37,NA,17400,368,,NA,16:00:00
AA80EB,2022-07-02,16:02:56,SKW4939,6500,276,504,SKW,16:00:00
A2E9FD,2022-07-02,16:03:00,NA,18750,408,,NA,16:00:00
A038FF,2022-07-02,16:03:20,SKW4628,35000,461,,SKW,16:00:00
AA3226,2022-07-02,16:03:35,AAL2854,12575,332,,AAL,16:00:00
ACAD7B,2022-07-02,16:04:37,ASH5762,1975,213,2252,ASH,16:00:00
ACD2BE,2022-07-02,16:05:26,SWA665,11025,220,,SWA,16:00:00
AD2833,2022-07-02,16:06:07,ASH5790,8575,278,2273,ASH,16:00:00
7C8068,2022-07-02,16:06:08,QFA7,12050,313,,QFA,16:00:00
ADF194,2022-07-02,16:06:56,AAL1467,2275,204,,AAL,16:00:00
AD11EB,2022-07-02,16:07:02,ENY3816,12050,309,,ENY,16:00:00
AB7AA2,2022-07-02,16:07:05,N839JS,40000,435,2504,Private,16:00:00
AC04BE,2022-07-02,16:07:58,ASH6253,35000,416,,ASH,16:00:00
A11B00,2022-07-02,16:08:00,AAL2845,9025,287,,AAL,16:00:00
A98150,2022-07-02,16:08:17,N711RW,17550,397,6220,Private,16:00:00
A4B9C7,2022-07-02,16:08:31,SWA6,10800,330,,SWA,16:00:00
A67FBA,2022-07-02,16:08:57,LXJ518,3025,220,,LXJ,16:00:00
A98515,2022-07-02,16:09:01,SKW3129,2250,214,3417,SKW,16:00:00
A5EA9A,2022-07-02,16:09:53,SWA1665,35150,439,3452,SWA,16:00:00
ACCD13,2022-07-02,16:10:17,AAL941,2350,207,553,AAL,16:00:00
A7D3FE,2022-07-02,16:11:23,SKW3188,2050,208,2253,SKW,16:00:00
A3A9AF,2022-07-02,16:11:43,AAL2522,8750,287,552,AAL,16:00:00
A869BC,2022-07-02,16:12:30,JBU1826,33000,475,2550,JBU,16:00:00
AA97B8,2022-07-02,16:13:09,SWA1409,18675,397,2215,SWA,16:00:00
AB0ED6,2022-07-02,16:13:14,UAL1890,8550,282,2340,UAL,16:00:00
A58C56,2022-07-02,16:13:15,NA,13175,,,NA,16:00:00
C0737C,2022-07-02,16:13:16,WJA2311,36000,484,6160,WJA,16:00:00
A2B110,2022-07-02,16:13:24,UAL607,35000,467,2122,UAL,16:00:00
A04B24,2022-07-02,16:13:39,AAL2543,2225,195,570,AAL,16:00:00
A53473,2022-07-02,16:14:44,N43408,1600,92,1200,Private,16:00:00
A2B133,2022-07-02,16:15:01,UAL652,34000,464,,UAL,16:00:00
AA51FE,2022-07-02,16:15:01,SKW3107,8700,281,,SKW,16:00:00
ABB9DF,2022-07-02,16:15:07,SWA4073,11475,338,2302,SWA,16:00:00
AAAA92,2022-07-02,16:15:39,AAL1276,10650,290,1313,AAL,16:00:00
A57061,2022-07-02,16:15:41,N45GH,41000,459,,Private,16:00:00
A4943E,2022-07-02,16:16:28,UAL1691,34000,486,6146,UAL,16:00:00
A5ADD3,2022-07-02,16:16:56,SKW5266,28875,403,6232,SKW,16:00:00
A42020,2022-07-02,16:16:57,DAL1041,2275,202,3435,DAL,16:00:00
A09E47,2022-07-02,16:17:00,SKW5391,34000,418,,SKW,16:00:00
A81DB0,2022-07-02,16:17:43,ENY4132,12050,312,5132,ENY,16:00:00
A6A1B4,2022-07-02,16:18:45,SCX3062,6500,257,561,SCX,16:00:00
ABB271,2022-07-02,16:18:59,SWA3516,15900,391,2327,SWA,16:00:00
A3621E,2022-07-02,16:19:03,AAL2740,10975,267,3346,AAL,16:00:00
A7F40F,2022-07-02,16:19:21,SKW3082,8975,284,,SKW,16:00:00
ABB5A1,2022-07-02,16:19:38,ASH6336,35000,440,,ASH,16:00:00
A72C78,2022-07-02,16:20:29,NA,9125,284,,NA,16:00:00
AB48E8,2022-07-02,16:20:55,NA,2400,191,,NA,16:00:00
AA52DB,2022-07-02,16:21:10,N76406,2900,102,,Private,16:00:00
AC4107,2022-07-02,16:21:24,UAL645,11250,269,7346,UAL,16:00:00
A8264F,2022-07-02,16:21:44,NKS972,12025,309,4145,NKS,16:00:00
ACED23,2022-07-02,16:21:51,AAL2081,8750,289,,AAL,16:00:00
AB663F,2022-07-02,16:22:16,ASH6083,35000,410,,ASH,16:00:00
A56256,2022-07-02,16:22:48,EJA446,43000,407,1754,EJA,16:00:00
AAF007,2022-07-02,16:22:54,NA,29000,482,,NA,16:00:00
AB4AE9,2022-07-02,16:24:12,AAL220,2275,214,551,AAL,16:00:00
AD1218,2022-07-02,16:24:19,AAL1256 ,11850,285,6113,AAL,16:00:00
A988CC,2022-07-02,16:24:20,SKW3214,8950,285,,SKW,16:00:00
A64AD2,2022-07-02,16:24:37,N504WT,41000,444,3735,Private,16:00:00
ABF78F,2022-07-02,16:24:44,AAL394,12050,300,2321,AAL,16:00:00
ADCDCC,2022-07-02,16:24:46,AAL1948,2325,199,2374,AAL,16:00:00
ABAEB2,2022-07-02,16:25:55,SWA4432,14925,421,5217,SWA,16:00:00
A9D5DF,2022-07-02,16:25:57,UAL2351,38000,478,4735,UAL,16:00:00
AD1D0E,2022-07-02,16:26:21,NA,8600,284,,NA,16:00:00
A2A686,2022-07-02,16:26:31,ASA716,10200,292,572,ASA,16:00:00
AAFFAA,2022-07-02,16:26:36,NA,2550,177,2214,NA,16:00:00
AD5B8C,2022-07-02,16:27:09,N96TX,3175,227,3203,Private,16:00:00
C080A2,2022-07-02,16:27:19,WJA1534,35000,434,7370,WJA,16:00:00
A0F1BB,2022-07-02,16:27:46,AAL1215,12025,312,4210,AAL,16:00:00
AA4195,2022-07-02,16:27:58,AAL70,2250,203,573,AAL,16:00:00
AD8895,2022-07-02,16:28:02,NA,8825,285,3427,NA,16:00:00
A282AD,2022-07-02,16:28:24,N26094,3500,107,,Private,16:00:00
AAAFD8,2022-07-02,16:28:31,SKW4794,37000,429,2723,SKW,16:00:00
0C208D,2022-07-02,16:29:39,CMP476,36000,471,7360,CMP,16:00:00
AB3C15,2022-07-02,16:30:09,AAL1497,2650,197,510,AAL,16:00:00
AB6EB9,2022-07-02,16:30:23,AAL1699,12025,307,2657,AAL,16:00:00
AC3558,2022-07-02,16:30:24,AAL2517,7850,273,554,AAL,16:00:00
AE0580,2022-07-02,16:31:20,HAGAR91,37000,447,774,HAGAR,16:00:00
A01EBA,2022-07-02,16:31:48,N107AE,1075,91,1200,Private,16:00:00
ACD5EC,2022-07-02,16:32:27,RGY926,3000,190,6221,RGY,16:00:00
A7DE54,2022-07-02,16:32:43,N606JC,3500,70,,Private,16:00:00
A3F436,2022-07-02,16:32:43,FFT504,8825,279,520,FFT,16:00:00
A258B7,2022-07-02,16:33:57,ENY3918,2400,204,3621,ENY,16:00:00
AB20DF,2022-07-02,16:34:57,AAL557,2225,221,,AAL,16:00:00
AC04F5,2022-07-02,16:35:31,NA,6200,282,,NA,16:00:00
A3A086,2022-07-02,16:35:39,UAL692,36000,481,6167,UAL,16:00:00
A8FAA6,2022-07-02,16:35:59,NKS1025,2700,181,526,NKS,16:00:00
A0A2BD,2022-07-02,16:36:19,AAL1030,11825,302,6155,AAL,16:00:00
A192DD,2022-07-02,16:36:38,NA,13875,,,NA,16:00:00
ADDDD5,2022-07-02,16:36:50,AAL2298,2425,198,514,AAL,16:00:00
AC96BE,2022-07-02,16:37:26,AAL1820,9650,283,2362,AAL,16:00:00
ADEA26,2022-07-02,16:37:55,NA,2475,339,,NA,16:00:00
A7302F,2022-07-02,16:38:08,AAL2317,2425,206,6266,AAL,16:00:00
ACFC00,2022-07-02,16:39:19,AAL2881,8850,288,,AAL,16:00:00
A8D4D2,2022-07-02,16:39:29,UAL1918,34000,482,2206,UAL,16:00:00
AD2C19,2022-07-02,16:41:08,NA,9375,297,,NA,16:00:00
AC8287,2022-07-02,16:41:48,ASH5746,2025,228,,ASH,16:00:00
A923A8,2022-07-02,16:41:57,NA,33000,461,,NA,16:00:00
A1D105,2022-07-02,16:42:13,ENY3691,11350,266,4016,ENY,16:00:00
AB2AE0,2022-07-02,16:43:15,NA,2375,188,513,NA,16:00:00
ACEEB5,2022-07-02,16:43:23,NA,4300,116,,NA,16:00:00
A2228B,2022-07-02,16:44:06,ASA128,12325,346,2324,ASA,16:00:00
A6AE9A,2022-07-02,16:44:08,N53FJ,2625,398,5150,Private,16:00:00
AA7288,2022-07-02,16:44:43,AAL2553,2450,184,2260,AAL,16:00:00
AB8112,2022-07-02,16:44:56,AAL369,11875,276,4071,AAL,16:00:00
485788,2022-07-02,16:45:38,NA,39975,,,NA,16:00:00
A1BABB,2022-07-02,16:45:56,ENY3880,2150,200,562,ENY,16:00:00
A32E8C,2022-07-02,16:45:59,NA,31000,479,,NA,16:00:00
A4E060,2022-07-02,16:46:13,N413MH,24325,371,,Private,16:00:00
A390E3,2022-07-02,16:46:14,ASH5694,2275,384,,ASH,16:00:00
A35AAE,2022-07-02,16:46:19,AAL2883,11325,269,6656,AAL,16:00:00
A4200D,2022-07-02,16:46:53,DAL2939,32725,482,4001,DAL,16:00:00
ACA6C0,2022-07-02,16:47:15,NA,2350,188,,NA,16:00:00
AAC5EC,2022-07-02,16:47:29,SCX3010,3800,229,,SCX,16:00:00
A91700,2022-07-02,16:47:42,NKS2701,2350,192,2320,NKS,16:00:00
ACE6B3,2022-07-02,16:48:38,ASH5822,2875,201,5270,ASH,16:00:00
A8E0A5,2022-07-02,16:48:46,NKS1015,11650,269,2654,NKS,16:00:00
AD24AB,2022-07-02,16:49:20,AAL2292,2375,203,2251,AAL,16:00:00
AB0485,2022-07-02,16:50:13,AAL1434,8750,282,2201,AAL,16:00:00
A34F98,2022-07-02,16:50:43,N312PV,5050,224,,Private,16:00:00
A234EF,2022-07-02,16:50:59,ENY4217,12050,269,4237,ENY,16:00:00
ABBEDB,2022-07-02,16:51:16,NA,9150,269,,NA,16:00:00
A0BCB2,2022-07-02,16:51:20,AAL808,2550,180,2370,AAL,16:00:00
AD9BC8,2022-07-02,16:51:48,AAL2917,2100,205,,AAL,16:00:00
AD2FD0,2022-07-02,16:51:56,AAL417,12050,271,715,AAL,16:00:00
AC7581,2022-07-02,16:52:19,NA,2500,181,,NA,16:00:00
4248A7,2022-07-02,16:52:25,CAY441,39000,437,1464,CAY,16:00:00
AD694C,2022-07-02,16:52:47,SWA1100,10350,302,,SWA,16:00:00
A4D42D,2022-07-02,16:52:53,AAL399,2225,208,2345,AAL,16:00:00
A8430D,2022-07-02,16:53:06,SKW3121,2425,204,3455,SKW,16:00:00
A43E5E,2022-07-02,16:53:18,UAL758,36000,455,5726,UAL,16:00:00
A97797,2022-07-02,16:53:45,NA,6625,275,,NA,16:00:00
A13608,2022-07-02,16:53:55,NA,37000,,,NA,16:00:00
A9B2E0,2022-07-02,16:54:01,SKW3219,2350,203,3643,SKW,16:00:00
AD00E3,2022-07-02,16:54:17,AAL1505,2275,207,2341,AAL,16:00:00
AB8FEE,2022-07-02,16:54:59,AAL2466,2275,211,,AAL,16:00:00
A2DD9F,2022-07-02,16:55:03,JTL284,43000,430,,JTL,16:00:00
AB6229,2022-07-02,16:55:08,NA,37000,478,,NA,16:00:00
AD3D4E,2022-07-02,16:55:49,AAL364,9050,285,6277,AAL,16:00:00
A69345,2022-07-02,16:55:50,N5224E,3500,109,,Private,16:00:00
A9BF27,2022-07-02,16:55:58,SKW4927,11300,265,2601,SKW,16:00:00
AC045C,2022-07-02,16:56:03,ASH6099,33000,455,1141,ASH,16:00:00
AB3EDD,2022-07-02,16:56:58,ASH6251,32700,467,2537,ASH,16:00:00
ACEA6A,2022-07-02,16:57:07,ASH5842,2400,202,2230,ASH,16:00:00
0D09BE,2022-07-02,16:57:13,VOI892,12025,281,3224,VOI,16:00:00
ACC3B4,2022-07-02,16:57:37,AAL849,2400,207,546,AAL,16:00:00
A2D6A2,2022-07-02,16:57:44,NA,8275,283,,NA,16:00:00
ACC954,2022-07-02,16:58:11,ENY3886,2350,210,4051,ENY,16:00:00
AC608E,2022-07-02,16:58:20,AAL2944,9175,291,3641,AAL,16:00:00
AD4FB2,2022-07-02,16:58:51,ASH5697,2425,186,3651,ASH,16:00:00
ABB534,2022-07-02,16:58:59,ASH6079,32000,486,,ASH,16:00:00
ACE5B6,2022-07-02,16:59:32,AAL2901,2275,200,,AAL,16:00:00
A2BBA8,2022-07-02,16:59:54,UAL745,34025,481,,UAL,16:00:00
AA763F,2022-07-02,17:00:29,AAL2914,35675,469,,AAL,17:00:00
AC741C,2022-07-02,17:00:40,AAL2046,9300,274,3406,AAL,17:00:00
