HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
A124D4,2022-07-01,04:00:04,FDX1159,7375,287,2225,FDX,04:00:00
AA9C2C,2022-07-01,04:00:05,FDX1168,20050,446,,FDX,04:00:00
AA568F,2022-07-01,04:00:59,NA,36975,478,,NA,04:00:00
A23409,2022-07-01,04:01:47,AMF7268,19050,,,AMF,04:00:00
A75659,2022-07-01,04:01:55,FDX5285,2575,223,2303,FDX,04:00:00
A35AE4,2022-07-01,04:07:03,AAL2421,37000,462,3333,AAL,04:00:00
A02271,2022-07-01,04:07:24,NA,1800,,,NA,04:00:00
A48234,2022-07-01,04:11:04,AMF1746,3350,181,5223,AMF,04:00:00
A0D99A,2022-07-01,04:11:33,N154FT,3500,121,4674,Private,04:00:00
A395D5,2022-07-01,04:22:05,AMF1722,4800,169,5254,AMF,04:00:00
AC7AE4,2022-07-01,04:24:48,CFS8291,3125,170,5134,CFS,04:00:00
A611DB,2022-07-01,04:27:26,UAL572,35000,461,3776,UAL,04:00:00
780A28,2022-07-01,04:31:29,CPA2090,12950,313,5767,CPA,04:00:00
ACF48F,2022-07-01,04:33:24,ASA315,12125,375,2372,ASA,04:00:00
A76134,2022-07-01,04:36:55,N575CF,2100,201,2224,Private,04:00:00
A47244,2022-07-01,04:40:15,HAL86,39000,476,3743,HAL,04:00:00
AB82E2,2022-07-01,04:43:28,N8405B,3400,101,5140,Private,04:00:00
A5B4E1,2022-07-01,04:53:19,N467P,1500,124,,Private,04:00:00
A01EBA,2022-07-01,04:53:42,N107AE,2200,128,,Private,04:00:00
A5B764,2022-07-01,04:53:58,ASA262  ,33000,455,,ASA,04:00:00
ADD2B6,2022-07-01,05:03:04,AAL819,8650,299,,AAL,05:00:00
A123E0,2022-07-01,05:08:08,UAL469,37000,468,,UAL,05:00:00
ACF486,2022-07-01,05:08:20,AAL1042,2575,187,2260,AAL,05:00:00
A35843,2022-07-01,05:09:39,UAL2075,35000,459,,UAL,05:00:00
A923A8,2022-07-01,05:10:07,UAL1206,9500,304,,UAL,05:00:00
A2BBC6,2022-07-01,05:12:31,UAL1589,35000,459,3471,UAL,05:00:00
A12FF9,2022-07-01,05:18:07,FDX1499,36025,479,1656,FDX,05:00:00
A963F7,2022-07-01,05:24:54,FFT509,2275,180,2304,FFT,05:00:00
ACA309,2022-07-01,05:26:22,AAL2812,2275,188,2241,AAL,05:00:00
86E75E,2022-07-01,05:27:49,NA,9050,300,,NA,05:00:00
A2EFAE,2022-07-01,05:29:21,NA,37000,462,566,NA,05:00:00
A6C88E,2022-07-01,05:34:03,AAL2943 ,2675,375,,AAL,05:00:00
AC7B8A,2022-07-01,05:34:08,NA,8675,282,,NA,05:00:00
A12C42,2022-07-01,05:34:38,NA,36025,480,,NA,05:00:00
AB2496,2022-07-01,05:37:15,AAL1552,2300,192,2327,AAL,05:00:00
A9046D,2022-07-01,05:38:29,NKS1967,2175,184,2364,NKS,05:00:00
A56A56,2022-07-01,05:39:57,SWA2863,39000,456,,SWA,05:00:00
A04695,2022-07-01,05:46:11,DAL1157,2550,171,2251,DAL,05:00:00
AA5690,2022-07-01,05:50:44,UAL2160,36000,459,2505,UAL,05:00:00
A379CD,2022-07-01,05:51:57,NA,2350,198,,NA,05:00:00
AB7613,2022-07-01,05:56:14,AAL6,9025,277,,AAL,05:00:00
A513EA,2022-07-01,05:59:54,NA,36000,460,1140,NA,05:00:00
AAB146,2022-07-01,06:00:07,NA,10625,305,,NA,06:00:00
AC90F4,2022-07-01,06:00:29,N909DP,1750,170,,Private,06:00:00
AB4732,2022-07-01,06:01:08,AAL962  ,9600,279,,AAL,06:00:00
A046BF,2022-07-01,06:02:34,NA,3925,173,,NA,06:00:00
ABD90C,2022-07-01,06:05:01,SWA1308,36000,468,2417,SWA,06:00:00
ABB5BF,2022-07-01,06:05:15,SWA2212,37000,473,,SWA,06:00:00
A0B59D,2022-07-01,06:08:30,DAL421  ,2500,192,,DAL,06:00:00
A59197,2022-07-01,06:09:20,UAL557,2225,191,2344,UAL,06:00:00
AD4102,2022-07-01,06:09:30,NA,2375,192,,NA,06:00:00
AAB09A,2022-07-01,06:10:15,SWA770,7800,286,531,SWA,06:00:00
