HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
A3904C,2022-07-09,04:03:59,NA,37025,453,,NA,04:00:00
A44334,2022-07-09,04:09:43,FFT1100,35025,469,6710,FFT,04:00:00
71C077,2022-07-09,04:09:50,NA,2550,176,,NA,04:00:00
3C70C9,2022-07-09,04:13:40,GEC8221,9950,286,,GEC,04:00:00
ADDE95,2022-07-09,04:29:35,JBU278,35025,466,3335,JBU,04:00:00
AAA5D4,2022-07-09,04:42:58,UAL572,39000,461,3303,UAL,04:00:00
ACA7F0,2022-07-09,04:43:49,N9140S,2275,107,,Private,04:00:00
AAEF89,2022-07-09,04:44:46,AAL1122,10300,292,2347,AAL,04:00:00
A1EA32,2022-07-09,04:48:25,UAL505,37000,480,3353,UAL,04:00:00
A5E29A,2022-07-09,04:56:53,ASA262,35000,460,3502,ASA,04:00:00
A4945F,2022-07-09,04:58:56,UAL2379,37000,445,6610,UAL,04:00:00
AAE757,2022-07-09,05:00:19,NA,,292,,NA,05:00:00
AC96BE,2022-07-09,05:01:04,AAL1343,8850,292,2214,AAL,05:00:00
A613E0,2022-07-09,05:03:29,ASA287,7825,279,2332,ASA,05:00:00
ACD296,2022-07-09,05:09:44,AAL2943,2200,194,,AAL,05:00:00
A37B0C,2022-07-09,05:10:11,AAL367,35000,465,1042,AAL,05:00:00
ABEDC8,2022-07-09,05:14:02,AAL1042,2400,196,,AAL,05:00:00
A4491C,2022-07-09,05:14:09,UAL1589,35000,459,5720,UAL,05:00:00
A57D41,2022-07-09,05:17:25,XSR453,1650,195,533,XSR,05:00:00
ACDD18,2022-07-09,05:23:09,NA,14125,,,NA,05:00:00
ABDEEC,2022-07-09,05:24:48,AAL2812,2275,202,2344,AAL,05:00:00
AB35CB,2022-07-09,05:27:20,AAL306,18500,390,3574,AAL,05:00:00
ADC17B,2022-07-09,05:31:42,AAL504  ,17625,391,3556,AAL,05:00:00
A3A235,2022-07-09,05:31:46,DAL2536,2350,200,2266,DAL,05:00:00
A8C094,2022-07-09,05:39:03,NKS1967,10550,300,,NKS,05:00:00
AC6AEC,2022-07-09,05:39:30,N9EP,7300,147,1200,Private,05:00:00
86E7A2,2022-07-09,05:42:22,JAL6714,16550,365,1135,JAL,05:00:00
ABB59F,2022-07-09,05:43:15,ASH6341,9900,300,,ASH,05:00:00
A600A6,2022-07-09,05:46:50,UAL2160,35950,462,,UAL,05:00:00
A0DD44,2022-07-09,05:53:41,FDX1401,11950,313,1640,FDX,05:00:00
AD4264,2022-07-09,05:54:38,N95314,9150,106,,Private,05:00:00
A62F85,2022-07-09,05:56:36,DPJ498,10475,316,2311,DPJ,05:00:00
AB7268,2022-07-09,06:09:18,AAL6,17025,387,3735,AAL,06:00:00
A62863,2022-07-09,06:10:31,SWA713,4900,237,502,SWA,06:00:00
AD2741,2022-07-09,06:12:23,SIL3990,2825,161,2144,SIL,06:00:00
AAB129,2022-07-09,06:13:35,SWA4497,5075,231,2274,SWA,06:00:00
ABEB9F,2022-07-09,06:14:21,SWA4613,37000,470,2414,SWA,06:00:00
A80156,2022-07-09,06:14:45,ENY3592,14625,355,5210,ENY,06:00:00
A5ADF1,2022-07-09,06:16:12,UAL557  ,8350,294,,UAL,06:00:00
A9D053,2022-07-09,06:16:14,NA,,,,NA,06:00:00
A28C23,2022-07-09,06:16:17,NA,9300,285,,NA,06:00:00
A5BD0B,2022-07-09,06:17:55,NA,5950,242,,NA,06:00:00
A3D890,2022-07-09,06:19:50,DAL732,5725,278,2306,DAL,06:00:00
A8D5B9,2022-07-09,06:21:07,XSR669,1325,134,,XSR,06:00:00
A5E48A,2022-07-09,06:21:26,NA,4950,238,,NA,06:00:00
A3621E,2022-07-09,06:21:35,AAL2567,12675,,,AAL,06:00:00
A1211D,2022-07-09,06:22:29,FDX1414,36000,481,,FDX,06:00:00
AC0F4D,2022-07-09,06:24:59,SWA5540,36000,470,2522,SWA,06:00:00
A94236,2022-07-09,06:25:17,NKS343,9075,296,2367,NKS,06:00:00
A29DEE,2022-07-09,06:26:16,NA,4925,259,,NA,06:00:00
A0B5C5,2022-07-09,06:27:09,FDX1499,36000,475,5607,FDX,06:00:00
A972D3,2022-07-09,06:29:01,NA,8250,271,,NA,06:00:00
A5502B,2022-07-09,06:30:07,AAL817,16800,401,4140,AAL,06:00:00
AB06A1,2022-07-09,06:31:37,N8097H,1300,92,1200,Private,06:00:00
AAE73B,2022-07-09,06:32:38,SCX513,5425,266,2330,SCX,06:00:00
A12749,2022-07-09,06:33:05,N1743U,1300,79,2302,Private,06:00:00
ABF9D5,2022-07-09,06:34:59,NA,9350,284,,NA,06:00:00
A0D561,2022-07-09,06:35:21,AAL2272,22425,413,5254,AAL,06:00:00
A6876F,2022-07-09,06:35:38,N52JT,4800,277,2253,Private,06:00:00
A8FE5D,2022-07-09,06:35:53,NKS1022,9300,290,,NKS,06:00:00
ACE6E2,2022-07-09,06:35:55,AAL2782,12175,282,4021,AAL,06:00:00
AA159E,2022-07-09,06:36:56,SWA4504,5750,222,572,SWA,06:00:00
A54C60,2022-07-09,06:37:37,UAL305,32350,459,2536,UAL,06:00:00
ACDFB1,2022-07-09,06:38:18,SIL3902,3800,,,SIL,06:00:00
AD5FEA,2022-07-09,06:38:47,AAL2327,34200,458,2434,AAL,06:00:00
A832BE,2022-07-09,06:39:54,N6271E,900,80,5252,Private,06:00:00
ABE42C,2022-07-09,06:40:46,NA,8425,,,NA,06:00:00
A9A7CB,2022-07-09,06:41:30,N721FL,2425,114,,Private,06:00:00
A2B3A2,2022-07-09,06:43:44,SWA4422,5625,261,2205,SWA,06:00:00
A915CF,2022-07-09,06:45:00,ENY3571,12925,368,5207,ENY,06:00:00
AAA5B8,2022-07-09,06:45:26,SWA4590,33000,461,2304,SWA,06:00:00
AD5D5F,2022-07-09,06:45:40,AAL328,11925,277,6221,AAL,06:00:00
