HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
A94B51,2022-06-27,20:01:41,UAL1435,35000,480,6211,UAL,20:00:00
A6E258,2022-06-27,20:01:41,UAL1413,37000,469,6756,UAL,20:00:00
A2CFFC,2022-06-27,20:01:41,SWA3152 ,22225,425,2270,SWA,20:00:00
AD1D3D,2022-06-27,20:01:41,AAL1482,14600,389,,AAL,20:00:00
AB6909,2022-06-27,20:01:42,NA,35975,419,,NA,20:00:00
AC79A3,2022-06-27,20:01:42,AAL1312,19975,434,,AAL,20:00:00
AA7685,2022-06-27,20:01:42,SWA1707,10450,316,3417,SWA,20:00:00
A34209,2022-06-27,20:01:42,AAL2375,11925,347,,AAL,20:00:00
A3E8DC,2022-06-27,20:01:42,DAL871,34000,446,,DAL,20:00:00
A9768A,2022-06-27,20:01:43,NA,10350,335,,NA,20:00:00
A438C3,2022-06-27,20:01:44,DAL1066,8125,298,,DAL,20:00:00
A2B562,2022-06-27,20:01:50,ASA703,10225,300,,ASA,20:00:00
ACE7AA,2022-06-27,20:01:51,SWA2982,39000,439,,SWA,20:00:00
AB2AE0,2022-06-27,20:01:58,AAL771,7650,263,571,AAL,20:00:00
A3AFE1,2022-06-27,20:02:08,XSR337,1500,150,1200,XSR,20:00:00
A79B38,2022-06-27,20:02:39,N59BS,19300,345,5176,Private,20:00:00
A18B71,2022-06-27,20:03:14,AAL1455,22000,458,,AAL,20:00:00
A258B7,2022-06-27,20:03:24,NA,,,,NA,20:00:00
A2D1BC,2022-06-27,20:03:45,ASA463,34000,444,3240,ASA,20:00:00
A0E607,2022-06-27,20:03:53,NA,,368,,NA,20:00:00
A10614,2022-06-27,20:04:24,NA,10350,315,,NA,20:00:00
AB406E,2022-06-27,20:04:37,N824HH,6475,264,3675,Private,20:00:00
A138B8,2022-06-27,20:05:11,AAL1422,9550,299,,AAL,20:00:00
AC048D,2022-06-27,20:05:26,SWA2221,35000,477,2673,SWA,20:00:00
ACE0D2,2022-06-27,20:06:16,AAL1205,9075,302,,AAL,20:00:00
A3ABCD,2022-06-27,20:06:32,NA,,,,NA,20:00:00
A9D807,2022-06-27,20:07:31,AAL1607,7300,284,572,AAL,20:00:00
A71221,2022-06-27,20:08:23,N555BK,2875,229,,Private,20:00:00
ACD5D0,2022-06-27,20:09:09,NA,4800,346,,NA,20:00:00
A94105,2022-06-27,20:09:57,ENY4132,6275,278,5117,ENY,20:00:00
A24B39,2022-06-27,20:10:04,NA,11075,351,,NA,20:00:00
A3D3A9,2022-06-27,20:10:21,NA,10325,314,,NA,20:00:00
AB8112,2022-06-27,20:10:31,AAL541,11850,303,4026,AAL,20:00:00
A59F15,2022-06-27,20:10:40,UAL1235,16575,379,637,UAL,20:00:00
AD238C,2022-06-27,20:10:57,N946BA,5300,247,5703,Private,20:00:00
AD2833,2022-06-27,20:12:42,ASH5752,15025,384,5146,ASH,20:00:00
ABFE12,2022-06-27,20:13:08,NA,10500,318,,NA,20:00:00
A94B2E,2022-06-27,20:13:35,UAL2337,34000,451,,UAL,20:00:00
AA3839,2022-06-27,20:13:44,SKW9897,6325,283,3411,SKW,20:00:00
A66A84,2022-06-27,20:13:47,SKW6269,33150,429,2467,SKW,20:00:00
A4E6C0,2022-06-27,20:14:20,NA,32000,460,,NA,20:00:00
A413CB,2022-06-27,20:14:51,XSR362,3850,195,,XSR,20:00:00
ADDA24,2022-06-27,20:15:33,AAL2254,5650,267,567,AAL,20:00:00
A3C60D,2022-06-27,20:15:45,AAL1829 ,11850,269,2134,AAL,20:00:00
A1F9AF,2022-06-27,20:16:18,N2260M,4300,118,,Private,20:00:00
A234EF,2022-06-27,20:16:23,NA,10650,,,NA,20:00:00
A53B69,2022-06-27,20:16:41,SWA55,4750,273,2252,SWA,20:00:00
A59608,2022-06-27,20:17:44,MRA660,4800,164,,MRA,20:00:00
A18403,2022-06-27,20:17:58,AAL2461,34000,450,4160,AAL,20:00:00
A0D561,2022-06-27,20:18:32,AAL1405,10100,301,,AAL,20:00:00
A46D8F,2022-06-27,20:19:18,UAL387,35000,485,6770,UAL,20:00:00
A5FCEF,2022-06-27,20:19:19,NA,30025,,,NA,20:00:00
